network_id,n_controls,total_Q,method,converged,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,85,0.127912,0.00099352,85,0.127912,0.00248914,0.00000000,0.00248914,0.001,,"{""v0"": 0.001293, ""v1"": 0.00195, ""v2"": 0.150402, ""v3"": 0.149578, ""v4"": 0.238745, ""v5"": 0.000905, ""v6"": 0.00307, ""v7"": 0.000905, ""v8"": 0.000905, ""v9"": 0.002304, ""v10"": 0.001606, ""v11"": 0.224778, ""v12"": 0.223558}","{""v0"": [0.002602, 0.002598, 0.002587, 0.002549], ""v1"": [0.002594, 0.002576, 0.002571, 0.002548, 0.002535, 0.002529, 0.002508], ""v2"": [0.002625, 0.001529, 0.001286, 0.001003], ""v3"": [0.006407, 0.004522, 0.003507], ""v4"": [0.01521, 0.014227, 0.009821], ""v5"": [0.065974], ""v6"": [0.065862, 0.065497, 0.06516], ""v7"": [0.066588, 0.065948], ""v8"": [0.067299, 0.066741, 0.066322], ""v9"": [0.066939, 0.066925, 0.066682, 0.066059, 0.065488], ""v10"": [0.067172, 0.067078, 0.066964, 0.066062], ""v11"": [0.067955, 0.066473], ""v12"": [0.27054, 0.264939, 0.250674, 0.237205, 0.198497]}"
0,13,46,2,True,93,1.079395,0.00099379,93,1.079395,0.00248668,-0.00000246,0.00248914,0.001,100,"{""v0"": 0.000827, ""v1"": 0.00179, ""v2"": 0.142439, ""v3"": 0.160547, ""v4"": 0.238155, ""v5"": 0.000827, ""v6"": 0.002286, ""v7"": 0.001678, ""v8"": 0.001174, ""v9"": 0.002212, ""v10"": 0.000827, ""v11"": 0.219465, ""v12"": 0.227772}","{""v0"": [0.002602, 0.0026, 0.002593, 0.002568], ""v1"": [0.002589, 0.002573, 0.002568, 0.002546, 0.002534, 0.002529, 0.002509], ""v2"": [0.002617, 0.001545, 0.001305, 0.001021], ""v3"": [0.006108, 0.004257, 0.00328], ""v4"": [0.015395, 0.014401, 0.009944], ""v5"": [0.066788], ""v6"": [0.066904, 0.066627, 0.066369], ""v7"": [0.066802, 0.065646], ""v8"": [0.067555, 0.06684, 0.066328], ""v9"": [0.067427, 0.067414, 0.067178, 0.066571, 0.066018], ""v10"": [0.068004, 0.067954, 0.067894, 0.067396], ""v11"": [0.068412, 0.066936], ""v12"": [0.264437, 0.258917, 0.244869, 0.231615, 0.193588]}"
1,14,45,1,True,225338,453.904249,0.00099995,225338,453.904249,0.08985923,0.00000000,0.08985923,0.001,,"{""v0"": 0.227753, ""v1"": 0.312481, ""v2"": 0.167496, ""v3"": 0.113715, ""v4"": 0.06473, ""v5"": 0.001787, ""v6"": 0.049238, ""v7"": 0.014537, ""v8"": 0.047665, ""v9"": 1.3e-05, ""v10"": 0.000289, ""v11"": 0.000291, ""v12"": 4e-06, ""v13"": 0.0}","{""v0"": [0.089916], ""v1"": [0.08994, 0.073009, 0.051837], ""v2"": [0.089806, 0.049017], ""v3"": [0.313208, 0.281087, 0.233023, 0.175032, 0.161856], ""v4"": [0.694911, 0.691066, 0.662692, 0.608054], ""v5"": [0.692935, 0.691168], ""v6"": [0.702106, 0.699251, 0.697131, 0.627479], ""v7"": [0.694979, 0.672261], ""v8"": [0.757597, 0.744971, 0.726418, 0.643596], ""v9"": [0.999926, 0.999915, 0.999877, 0.999859], ""v10"": [0.998393, 0.998048, 0.992876], ""v11"": [0.998295, 0.997755, 0.997591, 0.995475, 0.994671], ""v12"": [0.999921], ""v13"": [0.999998, 0.999998, 0.999998, 0.999997, 0.999992]}"
1,14,45,2,True,233882,2160.369192,0.00099984,233882,2160.369192,0.08985916,-0.00000008,0.08985923,0.001,100,"{""v0"": 0.227816, ""v1"": 0.312616, ""v2"": 0.167379, ""v3"": 0.113878, ""v4"": 0.064583, ""v5"": 0.002032, ""v6"": 0.048852, ""v7"": 0.014404, ""v8"": 0.047769, ""v9"": 0.000297, ""v10"": 1.3e-05, ""v11"": 0.000211, ""v12"": 0.000149, ""v13"": 0.0}","{""v0"": [0.089939], ""v1"": [0.089933, 0.073002, 0.05183], ""v2"": [0.08984, 0.049042], ""v3"": [0.313094, 0.28096, 0.232887, 0.174903, 0.16173], ""v4"": [0.695461, 0.691619, 0.663274, 0.608675], ""v5"": [0.693616, 0.691607], ""v6"": [0.703944, 0.701099, 0.698986, 0.629537], ""v7"": [0.695078, 0.672548], ""v8"": [0.757133, 0.744491, 0.725918, 0.643022], ""v9"": [0.998331, 0.998088, 0.997244, 0.996851], ""v10"": [0.999925, 0.999909, 0.999666], ""v11"": [0.998764, 0.998373, 0.998253, 0.996717, 0.996132], ""v12"": [0.997343], ""v13"": [0.999998, 0.999998, 0.999997, 0.999997, 0.999991]}"
2,13,31,1,True,332890,424.507632,0.00099998,332890,424.507632,0.10721472,0.00000000,0.10721472,0.001,,"{""v0"": 0.030912, ""v1"": 0.014789, ""v2"": 0.0282, ""v3"": 0.018303, ""v4"": 3e-06, ""v5"": 1e-06, ""v6"": 0.165087, ""v7"": 0.173561, ""v8"": 0.380443, ""v9"": 0.186509, ""v10"": 0.0, ""v11"": 0.001107, ""v12"": 0.001084}","{""v0"": [0.107243, 0.094329, 0.091683, 0.089009], ""v1"": [0.107266, 0.094979], ""v2"": [0.107363, 0.093228, 0.085069], ""v3"": [0.10722, 0.095995], ""v4"": [0.128638, 0.128635], ""v5"": [0.128641, 0.128641, 0.128641], ""v6"": [0.128613, 0.102497, 0.057969], ""v7"": [0.340323, 0.178588], ""v8"": [0.128602, 0.039976, 0.039304], ""v9"": [0.128642], ""v10"": [0.993811], ""v11"": [0.993814, 0.987766], ""v12"": [0.993502, 0.988077, 0.987228]}"
2,13,31,2,True,335049,1945.760596,0.00099986,335049,1945.760596,0.10720107,-0.00001365,0.10721472,0.001,100,"{""v0"": 0.030814, ""v1"": 0.014801, ""v2"": 0.028235, ""v3"": 0.018266, ""v4"": 4e-06, ""v5"": 1e-06, ""v6"": 0.165166, ""v7"": 0.173555, ""v8"": 0.380436, ""v9"": 0.1865, ""v10"": 0.0, ""v11"": 0.001119, ""v12"": 0.001104}","{""v0"": [0.107299, 0.094411, 0.09177, 0.089099], ""v1"": [0.107248, 0.094956], ""v2"": [0.107335, 0.093191, 0.085027], ""v3"": [0.107253, 0.096042], ""v4"": [0.128635, 0.12863], ""v5"": [0.128641, 0.12864, 0.12864], ""v6"": [0.128563, 0.102451, 0.057938], ""v7"": [0.340336, 0.178597], ""v8"": [0.128597, 0.039975, 0.039302], ""v9"": [0.128642], ""v10"": [0.993746], ""v11"": [0.993748, 0.987636], ""v12"": [0.993385, 0.987864, 0.987]}"
3,12,43,1,False,,,0.00109049,500000,1239.850108,0.26275922,0.00000000,0.26275922,0.001,,"{""v0"": 0.105306, ""v1"": 1e-06, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.19656, ""v6"": 0.236399, ""v7"": 0.000517, ""v8"": 0.00053, ""v9"": 0.00065, ""v10"": 0.232988, ""v11"": 0.227049}","{""v0"": [0.26258], ""v1"": [0.999996, 0.999995, 0.999991], ""v2"": [0.999999, 0.999998, 0.999998, 0.999996], ""v3"": [0.999999, 0.999998], ""v4"": [0.999999, 0.999998, 0.999998], ""v5"": [0.262763, 0.249223, 0.246448, 0.15505, 0.144281, 0.139126, 0.13337], ""v6"": [0.26276, 0.234477, 0.224738, 0.17389, 0.160828, 0.1367, 0.100892], ""v7"": [0.262239, 0.261849], ""v8"": [0.262206, 0.261185, 0.260389], ""v9"": [0.261692, 0.260426, 0.260234], ""v10"": [0.263119, 0.235801, 0.200252, 0.118318], ""v11"": [0.263116, 0.212856, 0.176516, 0.104481]}"
3,12,43,2,False,,,0.00109318,500000,1600.439134,0.26276405,0.00000483,0.26275922,0.001,100,"{""v0"": 0.105304, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.196565, ""v6"": 0.236393, ""v7"": 0.000525, ""v8"": 0.000547, ""v9"": 0.000665, ""v10"": 0.232968, ""v11"": 0.227032}","{""v0"": [0.262585], ""v1"": [0.999999, 0.999999, 0.999997], ""v2"": [0.999999, 0.999998, 0.999998, 0.999996], ""v3"": [0.999999, 0.999998], ""v4"": [0.999998, 0.999997, 0.999996], ""v5"": [0.262756, 0.249216, 0.246441, 0.155044, 0.144276, 0.139121, 0.133365], ""v6"": [0.262768, 0.234485, 0.224746, 0.173897, 0.160834, 0.136705, 0.100896], ""v7"": [0.262253, 0.261858], ""v8"": [0.262205, 0.261152, 0.26033], ""v9"": [0.261685, 0.260389, 0.260193], ""v10"": [0.263146, 0.235827, 0.200275, 0.118333], ""v11"": [0.263141, 0.212877, 0.176535, 0.104492]}"
4,14,47,1,False,,,0.00124610,500000,1155.242858,0.21304140,0.00000000,0.21304140,0.001,,"{""v0"": 0.217141, ""v1"": 0.000224, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.287893, ""v6"": 0.063921, ""v7"": 0.119542, ""v8"": 0.081417, ""v9"": 0.0, ""v10"": 0.0002, ""v11"": 1e-06, ""v12"": 0.116791, ""v13"": 0.112869}","{""v0"": [0.212988, 0.111495], ""v1"": [0.998196, 0.997897], ""v2"": [0.999997, 0.999996], ""v3"": [0.999998, 0.999998, 0.999997, 0.999996], ""v4"": [0.999999, 0.999999, 0.999999, 0.999999], ""v5"": [0.213045, 0.205586, 0.171666, 0.144678, 0.137388], ""v6"": [0.212447, 0.200242, 0.195736], ""v7"": [0.306809, 0.289932, 0.271156, 0.241493], ""v8"": [0.630409, 0.460984, 0.437636, 0.413273, 0.381873, 0.35381], ""v9"": [0.212754, 0.212754, 0.212754], ""v10"": [0.212434, 0.212417, 0.212407], ""v11"": [0.212754, 0.212753, 0.212753], ""v12"": [0.212754, 0.185279, 0.153068], ""v13"": [0.468086, 0.318935, 0.212648]}"
4,14,47,2,False,,,0.00115869,500000,2472.608841,0.21294879,-0.00009261,0.21304140,0.001,100,"{""v0"": 0.217188, ""v1"": 1e-06, ""v2"": 1e-06, ""v3"": 1e-06, ""v4"": 7.2e-05, ""v5"": 0.287978, ""v6"": 0.063928, ""v7"": 0.119602, ""v8"": 0.081448, ""v9"": 4e-06, ""v10"": 0.0, ""v11"": 2e-06, ""v12"": 0.116857, ""v13"": 0.112918}","{""v0"": [0.212922, 0.111456], ""v1"": [0.999992, 0.99999], ""v2"": [0.999987, 0.999982], ""v3"": [0.999555, 0.999555, 0.999541, 0.999538], ""v4"": [0.999564, 0.999564, 0.999541, 0.999468], ""v5"": [0.212952, 0.205495, 0.171587, 0.144609, 0.137322], ""v6"": [0.212333, 0.200134, 0.195629], ""v7"": [0.306656, 0.289781, 0.27101, 0.241355], ""v8"": [0.630304, 0.460872, 0.437526, 0.413163, 0.381767, 0.353707], ""v9"": [0.212604, 0.212604, 0.212599], ""v10"": [0.21261, 0.21261, 0.21261], ""v11"": [0.212607, 0.212606, 0.212605], ""v12"": [0.21261, 0.185146, 0.15295], ""v13"": [0.467945, 0.318812, 0.212553]}"
