network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,13,46,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1804,1.240583,0.00099430,0.21317473,0.21331398,0.00013925,"{""v0"": 4.3e-05, ""v1"": 8.3e-05, ""v2"": 0.014821, ""v3"": 0.002082, ""v4"": 0.385617, ""v5"": 4.3e-05, ""v6"": 0.129974, ""v7"": 4.3e-05, ""v8"": 4.3e-05, ""v9"": 0.000287, ""v10"": 4.3e-05, ""v11"": 0.139454, ""v12"": 0.32747}",{}
1,14,45,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1501,0.647273,0.00099320,0.30157916,0.30060828,-0.00097088,"{""v0"": 4.8e-05, ""v1"": 0.754058, ""v2"": 0.000148, ""v3"": 5.8e-05, ""v4"": 0.243613, ""v5"": 4.8e-05, ""v6"": 4.8e-05, ""v7"": 4.8e-05, ""v8"": 4.8e-05, ""v9"": 4.8e-05, ""v10"": 0.001695, ""v11"": 4.8e-05, ""v12"": 4.8e-05, ""v13"": 4.8e-05}",{}
2,13,31,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,979,0.419871,0.00099999,0.35456894,0.35549268,0.00092374,"{""v0"": 0.553596, ""v1"": 7.9e-05, ""v2"": 7.9e-05, ""v3"": 7.9e-05, ""v4"": 7.9e-05, ""v5"": 7.9e-05, ""v6"": 0.306977, ""v7"": 7.9e-05, ""v8"": 0.137469, ""v9"": 7.9e-05, ""v10"": 7.9e-05, ""v11"": 0.001251, ""v12"": 7.9e-05}",{}
3,12,43,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,908,0.168825,0.00099892,0.36331358,0.36326838,-0.00004521,"{""v0"": 9.2e-05, ""v1"": 9.2e-05, ""v2"": 9.2e-05, ""v3"": 9.2e-05, ""v4"": 9.2e-05, ""v5"": 9.2e-05, ""v6"": 0.99862, ""v7"": 0.000277, ""v8"": 9.2e-05, ""v9"": 9.2e-05, ""v10"": 0.000277, ""v11"": 9.2e-05}",{}
4,14,47,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1062,0.321515,0.00099930,0.33855136,0.33824353,-0.00030783,"{""v0"": 6.7e-05, ""v1"": 6.7e-05, ""v2"": 6.7e-05, ""v3"": 6.7e-05, ""v4"": 6.7e-05, ""v5"": 0.985904, ""v6"": 6.7e-05, ""v7"": 6.7e-05, ""v8"": 6.7e-05, ""v9"": 0.013289, ""v10"": 6.7e-05, ""v11"": 6.7e-05, ""v12"": 6.7e-05, ""v13"": 6.7e-05}",{}
5,15,39,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,786,0.351293,0.00098712,0.11303877,0.11521514,0.00217638,"{""v0"": 8.5e-05, ""v1"": 8.5e-05, ""v2"": 8.5e-05, ""v3"": 0.001312, ""v4"": 8.5e-05, ""v5"": 8.5e-05, ""v6"": 8.5e-05, ""v7"": 8.5e-05, ""v8"": 8.5e-05, ""v9"": 0.001241, ""v10"": 0.342571, ""v11"": 8.5e-05, ""v12"": 8.5e-05, ""v13"": 0.546557, ""v14"": 0.107471}",{}
6,14,46,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1949,1.392670,0.00099900,0.28340011,0.28240002,-0.00100009,"{""v0"": 3.7e-05, ""v1"": 0.891608, ""v2"": 3.7e-05, ""v3"": 3.7e-05, ""v4"": 0.106848, ""v5"": 0.000361, ""v6"": 0.00011, ""v7"": 5.6e-05, ""v8"": 3.7e-05, ""v9"": 3.7e-05, ""v10"": 3.7e-05, ""v11"": 0.000366, ""v12"": 3.7e-05, ""v13"": 0.000395}",{}
7,12,31,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1197,0.517325,0.00099924,0.25060472,0.24934398,-0.00126074,"{""v0"": 7e-05, ""v1"": 0.000826, ""v2"": 7e-05, ""v3"": 7e-05, ""v4"": 0.997479, ""v5"": 0.000826, ""v6"": 7e-05, ""v7"": 7e-05, ""v8"": 7e-05, ""v9"": 7e-05, ""v10"": 0.000307, ""v11"": 7.5e-05}",{}
8,14,49,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1419,0.822131,0.00099866,0.29905311,0.29919860,0.00014549,"{""v0"": 5e-05, ""v1"": 0.012143, ""v2"": 5e-05, ""v3"": 0.450462, ""v4"": 0.264428, ""v5"": 0.000752, ""v6"": 5e-05, ""v7"": 5e-05, ""v8"": 5e-05, ""v9"": 5e-05, ""v10"": 5e-05, ""v11"": 5e-05, ""v12"": 0.271761, ""v13"": 5e-05}",{}
9,10,23,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,2062,0.670816,0.00099652,0.23861103,0.23765584,-0.00095519,"{""v0"": 0.076937, ""v1"": 4.8e-05, ""v2"": 4.8e-05, ""v3"": 0.689897, ""v4"": 0.067135, ""v5"": 4.8e-05, ""v6"": 4.8e-05, ""v7"": 4.8e-05, ""v8"": 4.8e-05, ""v9"": 0.165741}",{}
