network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,13,46,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,2,0.002168,0.00093898,0.00008218,0.00008339,0.00000121,"{""v0"": 0.038462, ""v1"": 0.081902, ""v2"": 0.102542, ""v3"": 0.123183, ""v4"": 0.121671, ""v5"": 0.038462, ""v6"": 0.088237, ""v7"": 0.038462, ""v8"": 0.038462, ""v9"": 0.086334, ""v10"": 0.038462, ""v11"": 0.107926, ""v12"": 0.095898}",{}
1,14,45,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,406,0.188008,0.00099930,0.00003120,0.00003110,-0.00000010,"{""v0"": 0.000176, ""v1"": 0.358571, ""v2"": 0.000587, ""v3"": 0.000176, ""v4"": 0.320423, ""v5"": 0.000176, ""v6"": 0.000176, ""v7"": 0.000176, ""v8"": 0.000176, ""v9"": 0.000176, ""v10"": 0.31866, ""v11"": 0.000176, ""v12"": 0.000176, ""v13"": 0.000176}",{}
2,13,31,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,269,0.122166,0.00099985,0.00007549,0.00007469,-0.00000079,"{""v0"": 0.263862, ""v1"": 0.000286, ""v2"": 0.000286, ""v3"": 0.000286, ""v4"": 0.000286, ""v5"": 0.000286, ""v6"": 0.264055, ""v7"": 0.000286, ""v8"": 0.263799, ""v9"": 0.000286, ""v10"": 0.000286, ""v11"": 0.20571, ""v12"": 0.000286}",{}
3,12,43,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,2637,0.527394,0.00099995,0.00004475,0.00004473,-0.00000001,"{""v0"": 3.2e-05, ""v1"": 3.2e-05, ""v2"": 3.2e-05, ""v3"": 3.2e-05, ""v4"": 3.2e-05, ""v5"": 3.2e-05, ""v6"": 0.999351, ""v7"": 0.000182, ""v8"": 3.2e-05, ""v9"": 3.2e-05, ""v10"": 0.000182, ""v11"": 3.2e-05}",{}
4,14,47,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,2055,0.659558,0.00099978,0.00003981,0.00003976,-0.00000005,"{""v0"": 3.5e-05, ""v1"": 3.5e-05, ""v2"": 3.5e-05, ""v3"": 3.5e-05, ""v4"": 3.5e-05, ""v5"": 0.49984, ""v6"": 3.5e-05, ""v7"": 3.5e-05, ""v8"": 3.5e-05, ""v9"": 0.499743, ""v10"": 3.5e-05, ""v11"": 3.5e-05, ""v12"": 3.5e-05, ""v13"": 3.5e-05}",{}
5,15,39,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,92,0.042841,0.00099226,0.00000982,0.00001005,0.00000023,"{""v0"": 0.000725, ""v1"": 0.000725, ""v2"": 0.000725, ""v3"": 0.182521, ""v4"": 0.000725, ""v5"": 0.000725, ""v6"": 0.000725, ""v7"": 0.000725, ""v8"": 0.000725, ""v9"": 0.182451, ""v10"": 0.182966, ""v11"": 0.000725, ""v12"": 0.000725, ""v13"": 0.262013, ""v14"": 0.182802}",{}
6,14,46,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,62,0.047087,0.00098397,0.00003331,0.00003319,-0.00000012,"{""v0"": 0.001152, ""v1"": 0.25717, ""v2"": 0.001152, ""v3"": 0.001152, ""v4"": 0.172848, ""v5"": 0.171656, ""v6"": 0.045445, ""v7"": 0.001152, ""v8"": 0.001152, ""v9"": 0.001152, ""v10"": 0.001152, ""v11"": 0.171801, ""v12"": 0.001152, ""v13"": 0.171864}",{}
7,12,31,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,154,0.070655,0.00099463,0.00003692,0.00003713,0.00000021,"{""v0"": 0.000541, ""v1"": 0.22163, ""v2"": 0.000541, ""v3"": 0.000541, ""v4"": 0.40634, ""v5"": 0.221692, ""v6"": 0.000541, ""v7"": 0.000541, ""v8"": 0.000541, ""v9"": 0.000541, ""v10"": 0.146008, ""v11"": 0.000541}",{}
8,14,49,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,139,0.090558,0.00099487,0.00002685,0.00002694,0.00000009,"{""v0"": 0.000514, ""v1"": 0.213255, ""v2"": 0.000514, ""v3"": 0.194269, ""v4"": 0.221205, ""v5"": 0.180435, ""v6"": 0.000514, ""v7"": 0.000514, ""v8"": 0.000514, ""v9"": 0.000514, ""v10"": 0.000514, ""v11"": 0.000514, ""v12"": 0.186211, ""v13"": 0.000514}",{}
9,10,23,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,71,0.024669,0.00099956,0.00002177,0.00002192,0.00000015,"{""v0"": 0.285647, ""v1"": 0.001408, ""v2"": 0.001408, ""v3"": 0.223825, ""v4"": 0.24883, ""v5"": 0.001408, ""v6"": 0.001408, ""v7"": 0.001408, ""v8"": 0.001408, ""v9"": 0.233247}",{}
10,12,38,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1574,0.526270,0.00099998,0.00004562,0.00004562,0.00000000,"{""v0"": 5.3e-05, ""v1"": 5.3e-05, ""v2"": 5.3e-05, ""v3"": 0.499735, ""v4"": 5.3e-05, ""v5"": 5.3e-05, ""v6"": 5.3e-05, ""v7"": 5.3e-05, ""v8"": 5.3e-05, ""v9"": 5.3e-05, ""v10"": 0.499735, ""v11"": 5.3e-05}",{}
11,11,36,10.0,greedy_probability,greedy_probability,stochastic,10,True,regret,919,0.270060,0.00099908,0.00003789,0.00003784,-0.00000005,"{""v0"": 9.9e-05, ""v1"": 9.9e-05, ""v2"": 9.9e-05, ""v3"": 9.9e-05, ""v4"": 9.9e-05, ""v5"": 9.9e-05, ""v6"": 9.9e-05, ""v7"": 9.9e-05, ""v8"": 0.514911, ""v9"": 9.9e-05, ""v10"": 0.484198}",{}
