network_id,t,exact_obj,stoch_mean_obj,stoch_std_obj,stoch_sem_obj,stoch_runs
0,1,0.01895981,0.01895981,0.00000000,0.00000000,10
0,50,0.00525261,0.00523471,0.00003235,0.00001023,10
0,100,0.00514069,0.00511009,0.00002078,0.00000657,10
0,150,0.00510143,0.00507717,0.00002324,0.00000735,10
0,200,0.00507673,0.00505615,0.00001895,0.00000599,10
0,250,0.00506221,0.00504283,0.00001818,0.00000575,10
0,300,0.00505228,0.00503215,0.00001510,0.00000478,10
0,350,0.00504515,0.00502532,0.00001496,0.00000473,10
0,400,0.00504122,0.00502018,0.00001436,0.00000454,10
0,450,0.00503692,0.00501446,0.00001383,0.00000437,10
0,500,0.00503424,0.00501220,0.00001316,0.00000416,10
0,515,,0.00499766,0.00000000,0.00000000,1
0,528,,0.00499765,0.00000000,0.00000000,1
0,543,,0.00499760,0.00000000,0.00000000,1
0,550,0.00503182,0.00501339,0.00001082,0.00000409,7
0,567,,0.00499761,0.00000000,0.00000000,1
0,600,0.00502943,0.00501298,0.00000911,0.00000372,6
0,650,0.00502723,0.00501086,0.00000845,0.00000345,6
0,688,,0.00499764,0.00000000,0.00000000,1
0,700,0.00502519,0.00501022,0.00000494,0.00000221,5
0,750,0.00502300,0.00500802,0.00000494,0.00000221,5
0,800,0.00502095,0.00500602,0.00000504,0.00000226,5
0,850,0.00501891,0.00500408,0.00000495,0.00000221,5
0,887,,0.00499755,0.00000000,0.00000000,1
0,900,0.00501755,0.00500316,0.00000432,0.00000216,4
0,903,,0.00499764,0.00000000,0.00000000,1
0,950,0.00501571,0.00500280,0.00000401,0.00000232,3
0,971,,0.00499761,0.00000000,0.00000000,1
0,1000,0.00501370,0.00500219,0.00000303,0.00000214,2
0,1048,,0.00499766,0.00000000,0.00000000,1
0,1050,0.00501250,0.00500182,0.00000000,0.00000000,1
0,1100,0.00501118,0.00500019,0.00000000,0.00000000,1
0,1150,0.00500964,0.00499792,0.00000000,0.00000000,1
0,1154,,0.00499762,0.00000000,0.00000000,1
0,1200,0.00500866,,,,0
0,1250,0.00500751,,,,0
0,1300,0.00500653,,,,0
0,1350,0.00500577,,,,0
0,1400,0.00500459,,,,0
0,1450,0.00500403,,,,0
0,1500,0.00500335,,,,0
0,1550,0.00500250,,,,0
0,1600,0.00500205,,,,0
0,1650,0.00500132,,,,0
0,1700,0.00500076,,,,0
0,1750,0.00500034,,,,0
0,1800,0.00499980,,,,0
0,1850,0.00499933,,,,0
0,1900,0.00499864,,,,0
0,1950,0.00499819,,,,0
0,2000,0.00499767,,,,0
1,1,0.13321277,0.13321277,0.00000000,0.00000000,10
1,50,0.00811183,0.00835774,0.00032597,0.00010308,10
1,100,0.00720920,0.00732999,0.00013796,0.00004363,10
1,150,0.00693174,0.00701709,0.00008806,0.00002785,10
1,200,0.00679708,0.00686611,0.00006401,0.00002024,10
1,250,0.00671751,0.00677585,0.00005082,0.00001607,10
1,300,0.00666495,0.00671630,0.00004221,0.00001335,10
1,350,0.00662791,0.00667500,0.00003513,0.00001111,10
1,400,0.00660022,0.00664449,0.00003092,0.00000978,10
1,450,0.00657872,0.00662083,0.00002669,0.00000844,10
1,500,0.00656155,0.00660219,0.00002314,0.00000732,10
1,550,0.00654750,0.00658682,0.00002056,0.00000650,10
1,600,0.00653580,0.00657373,0.00001886,0.00000596,10
1,650,0.00652604,0.00656282,0.00001709,0.00000540,10
1,700,0.00651765,0.00655349,0.00001545,0.00000488,10
1,750,0.00651037,0.00654539,0.00001473,0.00000466,10
1,800,0.00650399,0.00653793,0.00001356,0.00000429,10
1,850,0.00649835,0.00653166,0.00001246,0.00000394,10
1,900,0.00649332,0.00652648,0.00001151,0.00000364,10
1,950,0.00648882,0.00652164,0.00001076,0.00000340,10
1,1000,0.00648486,0.00651691,0.00001008,0.00000319,10
1,1050,0.00648126,0.00651298,0.00000955,0.00000302,10
1,1100,0.00647797,0.00650922,0.00000880,0.00000278,10
1,1150,0.00647496,0.00650572,0.00000830,0.00000263,10
1,1200,0.00647219,0.00650266,0.00000800,0.00000253,10
1,1250,0.00646962,0.00649968,0.00000754,0.00000239,10
1,1300,0.00646732,0.00649694,0.00000700,0.00000222,10
1,1350,0.00646518,0.00649441,0.00000670,0.00000212,10
1,1400,0.00646318,0.00649220,0.00000643,0.00000203,10
1,1450,0.00646130,0.00649003,0.00000597,0.00000189,10
1,1500,0.00645954,0.00648804,0.00000573,0.00000181,10
1,1550,0.00645789,0.00648622,0.00000560,0.00000177,10
1,1600,0.00645639,0.00648446,0.00000539,0.00000170,10
1,1650,0.00645497,0.00648289,0.00000549,0.00000174,10
1,1700,0.00645363,0.00648142,0.00000550,0.00000174,10
1,1750,0.00645235,0.00647993,0.00000529,0.00000167,10
1,1800,0.00645113,0.00647861,0.00000506,0.00000160,10
1,1850,0.00644998,0.00647726,0.00000480,0.00000152,10
1,1900,0.00644892,0.00647609,0.00000457,0.00000144,10
1,1950,0.00644791,0.00647491,0.00000438,0.00000139,10
1,2000,0.00644695,0.00647374,0.00000423,0.00000134,10
1,2050,,0.00647268,0.00000406,0.00000128,10
1,2100,,0.00647181,0.00000392,0.00000124,10
1,2150,,0.00647087,0.00000376,0.00000119,10
1,2200,,0.00646994,0.00000370,0.00000117,10
1,2250,,0.00646912,0.00000361,0.00000114,10
1,2300,,0.00646834,0.00000348,0.00000110,10
1,2350,,0.00646748,0.00000333,0.00000105,10
1,2400,,0.00646668,0.00000334,0.00000105,10
1,2450,,0.00646596,0.00000326,0.00000103,10
1,2500,,0.00646534,0.00000310,0.00000098,10
1,2550,,0.00646466,0.00000299,0.00000095,10
1,2600,,0.00646393,0.00000289,0.00000091,10
