network_id,t,exact_obj,stoch_mean_obj,stoch_std_obj,stoch_sem_obj,stoch_runs
0,1,0.01895981,0.01895981,0.00000000,0.00000000,10
0,50,0.00525261,0.00556885,0.00025273,0.00007992,10
0,100,0.00514069,0.00529672,0.00010043,0.00003176,10
0,150,0.00510143,0.00521647,0.00006424,0.00002031,10
0,200,0.00507673,0.00518155,0.00005685,0.00001798,10
0,250,0.00506221,0.00515394,0.00004326,0.00001368,10
0,300,0.00505228,0.00513313,0.00003140,0.00000993,10
0,350,0.00504515,0.00512033,0.00002828,0.00000894,10
0,400,0.00504122,0.00511020,0.00002518,0.00000796,10
0,450,0.00503692,0.00510176,0.00002200,0.00000696,10
0,500,0.00503424,0.00509459,0.00002240,0.00000708,10
0,550,0.00503182,0.00508418,0.00002238,0.00000708,10
0,600,0.00502943,0.00507793,0.00002130,0.00000674,10
0,650,0.00502723,0.00507238,0.00002072,0.00000655,10
0,700,0.00502519,0.00506626,0.00001913,0.00000605,10
0,750,0.00502300,0.00505958,0.00001893,0.00000598,10
0,800,0.00502095,0.00505506,0.00001937,0.00000613,10
0,850,0.00501891,0.00505275,0.00001864,0.00000589,10
0,900,0.00501755,0.00505034,0.00001739,0.00000550,10
0,950,0.00501571,0.00504728,0.00001727,0.00000546,10
0,1000,0.00501370,0.00504458,0.00001677,0.00000530,10
0,1050,0.00501250,0.00504390,0.00001630,0.00000515,10
0,1100,0.00501118,0.00504222,0.00001648,0.00000521,10
0,1150,0.00500964,0.00504042,0.00001716,0.00000543,10
0,1200,0.00500866,0.00503777,0.00001663,0.00000526,10
0,1250,0.00500751,0.00503559,0.00001674,0.00000529,10
0,1300,0.00500653,0.00503431,0.00001620,0.00000512,10
0,1350,0.00500577,0.00503295,0.00001522,0.00000481,10
0,1400,0.00500459,0.00503192,0.00001526,0.00000483,10
0,1450,0.00500403,0.00503172,0.00001471,0.00000465,10
0,1500,0.00500335,0.00503052,0.00001442,0.00000456,10
0,1550,0.00500250,0.00502995,0.00001402,0.00000443,10
0,1600,0.00500205,0.00502916,0.00001337,0.00000423,10
0,1650,0.00500132,0.00502821,0.00001326,0.00000419,10
0,1700,0.00500076,0.00502693,0.00001331,0.00000421,10
0,1750,0.00500034,0.00502583,0.00001323,0.00000418,10
0,1800,0.00499980,0.00502471,0.00001282,0.00000405,10
0,1850,0.00499933,0.00502408,0.00001238,0.00000392,10
0,1900,0.00499864,0.00502290,0.00001190,0.00000376,10
0,1950,0.00499819,0.00502190,0.00001152,0.00000364,10
0,1993,,0.00499765,0.00000000,0.00000000,1
0,2000,0.00499767,0.00502336,0.00000827,0.00000276,9
0,2050,,0.00502265,0.00000890,0.00000297,9
0,2100,,0.00502184,0.00000882,0.00000294,9
0,2150,,0.00502052,0.00000885,0.00000295,9
0,2200,,0.00501992,0.00000906,0.00000302,9
0,2250,,0.00501856,0.00000926,0.00000309,9
0,2300,,0.00501779,0.00000909,0.00000303,9
0,2350,,0.00501700,0.00000886,0.00000295,9
0,2400,,0.00501626,0.00000850,0.00000283,9
0,2450,,0.00501567,0.00000860,0.00000287,9
0,2500,,0.00501460,0.00000869,0.00000290,9
0,2550,,0.00501413,0.00000938,0.00000313,9
0,2600,,0.00501346,0.00000940,0.00000313,9
0,2650,,0.00501263,0.00000891,0.00000297,9
0,2700,,0.00501206,0.00000893,0.00000298,9
0,2750,,0.00501138,0.00000933,0.00000311,9
0,2800,,0.00501076,0.00000921,0.00000307,9
0,2850,,0.00501036,0.00000891,0.00000297,9
0,2900,,0.00500983,0.00000875,0.00000292,9
0,2950,,0.00500942,0.00000873,0.00000291,9
0,2995,,0.00499766,0.00000000,0.00000000,1
0,3000,,0.00501053,0.00000824,0.00000291,8
0,3050,,0.00500975,0.00000803,0.00000284,8
0,3088,,0.00499767,0.00000000,0.00000000,1
0,3100,,0.00501073,0.00000745,0.00000282,7
0,3150,,0.00501018,0.00000766,0.00000289,7
0,3200,,0.00500975,0.00000777,0.00000294,7
0,3250,,0.00500925,0.00000751,0.00000284,7
0,3263,,0.00499767,0.00000000,0.00000000,1
0,3300,,0.00501071,0.00000642,0.00000262,6
0,3350,,0.00501022,0.00000646,0.00000264,6
0,3400,,0.00500989,0.00000670,0.00000273,6
0,3450,,0.00500903,0.00000657,0.00000268,6
0,3500,,0.00500848,0.00000651,0.00000266,6
0,3550,,0.00500804,0.00000658,0.00000268,6
0,3600,,0.00500739,0.00000654,0.00000267,6
0,3650,,0.00500694,0.00000632,0.00000258,6
0,3700,,0.00500614,0.00000621,0.00000254,6
0,3750,,0.00500576,0.00000627,0.00000256,6
0,3800,,0.00500524,0.00000611,0.00000249,6
0,3850,,0.00500466,0.00000598,0.00000244,6
0,3900,,0.00500443,0.00000583,0.00000238,6
