network_id,t,exact_obj,stoch_mean_obj,stoch_std_obj,stoch_sem_obj,stoch_runs
0,1,0.42350204,0.42350204,0.00000000,0.00000000,10
0,50,0.32021916,0.32061326,0.00126640,0.00040047,10
0,100,0.31879535,0.31797535,0.00081022,0.00025621,10
0,150,0.31805724,0.31695107,0.00050403,0.00015939,10
0,200,0.31760592,0.31641398,0.00038651,0.00012222,10
0,250,0.31721282,0.31605165,0.00030982,0.00009797,10
0,300,0.31694190,0.31583974,0.00024581,0.00007773,10
0,350,0.31676098,0.31563496,0.00022133,0.00006999,10
0,400,0.31657577,0.31547599,0.00018689,0.00005910,10
0,450,0.31641233,0.31534647,0.00018298,0.00005786,10
0,479,,0.31503858,0.00000000,0.00000000,1
0,500,0.31628967,0.31528155,0.00015021,0.00005007,9
0,516,,0.31504027,0.00000000,0.00000000,1
0,525,,0.31503850,0.00000000,0.00000000,1
0,550,0.31618853,0.31524535,0.00013725,0.00005187,7
0,560,,0.31504009,0.00000000,0.00000000,1
0,565,,0.31503934,0.00000000,0.00000000,1
0,600,0.31608725,0.31522290,0.00007249,0.00003242,5
0,650,0.31599570,0.31515158,0.00007395,0.00003307,5
0,675,,0.31503998,0.00000000,0.00000000,1
0,681,,0.31503997,0.00000000,0.00000000,1
0,700,0.31592590,0.31513998,0.00003420,0.00001974,3
0,737,,0.31503884,0.00000000,0.00000000,1
0,750,0.31586740,0.31510034,0.00001713,0.00001212,2
0,788,,0.31503976,0.00000000,0.00000000,1
0,800,0.31579602,0.31505476,0.00000000,0.00000000,1
0,808,,0.31503978,0.00000000,0.00000000,1
0,850,0.31573177,,,,0
0,900,0.31568367,,,,0
0,950,0.31563523,,,,0
0,1000,0.31558744,,,,0
0,1050,0.31554313,,,,0
0,1100,0.31550382,,,,0
0,1150,0.31546517,,,,0
0,1200,0.31543377,,,,0
0,1250,0.31539183,,,,0
0,1300,0.31536147,,,,0
0,1350,0.31533168,,,,0
0,1400,0.31530297,,,,0
0,1450,0.31527498,,,,0
0,1500,0.31524737,,,,0
0,1550,0.31522503,,,,0
0,1600,0.31519918,,,,0
0,1650,0.31517818,,,,0
0,1700,0.31515647,,,,0
0,1750,0.31513266,,,,0
0,1800,0.31511343,,,,0
0,1850,0.31509476,,,,0
0,1900,0.31507509,,,,0
0,1950,0.31505751,,,,0
0,2000,0.31504063,,,,0
1,1,0.66075218,0.66075218,0.00000000,0.00000000,10
1,50,0.37081982,0.37326199,0.00224012,0.00070839,10
1,100,0.36356543,0.36592522,0.00089240,0.00028220,10
1,150,0.36109115,0.36341809,0.00041292,0.00013058,10
1,200,0.35982637,0.36208688,0.00034808,0.00011007,10
1,250,0.35904418,0.36130807,0.00028741,0.00009089,10
1,300,0.35850441,0.36079777,0.00024932,0.00007884,10
1,350,0.35826040,0.36037884,0.00017798,0.00005628,10
1,400,0.35808318,0.36005978,0.00013361,0.00004225,10
1,450,0.35792689,0.35983046,0.00012899,0.00004079,10
1,500,0.35779897,0.35958447,0.00012554,0.00003970,10
1,550,0.35766879,0.35938443,0.00010903,0.00003448,10
1,600,0.35754987,0.35922284,0.00009176,0.00002902,10
1,650,0.35744026,0.35908316,0.00008977,0.00002839,10
1,700,0.35734126,0.35896762,0.00008158,0.00002580,10
1,750,0.35724481,0.35885481,0.00008467,0.00002678,10
1,800,0.35715430,0.35876059,0.00009485,0.00003000,10
1,850,0.35711339,0.35867339,0.00009154,0.00002895,10
1,900,0.35709047,0.35859190,0.00009571,0.00003027,10
1,950,0.35706972,0.35851715,0.00009701,0.00003068,10
1,1000,0.35703745,0.35843576,0.00008583,0.00002714,10
1,1050,0.35700285,0.35837162,0.00008618,0.00002725,10
1,1100,0.35696657,0.35832601,0.00008833,0.00002793,10
1,1150,0.35693146,0.35828383,0.00008891,0.00002811,10
1,1200,0.35689239,0.35823435,0.00009009,0.00002849,10
1,1250,0.35685286,0.35818634,0.00008610,0.00002723,10
1,1300,0.35681306,0.35813581,0.00007997,0.00002529,10
1,1350,0.35679140,0.35809766,0.00008144,0.00002575,10
1,1400,0.35678484,0.35805869,0.00008573,0.00002711,10
1,1450,0.35677482,0.35801550,0.00008312,0.00002628,10
1,1500,0.35676193,0.35797925,0.00007958,0.00002516,10
1,1550,0.35674940,0.35794331,0.00007388,0.00002336,10
1,1600,0.35673156,0.35791200,0.00008045,0.00002544,10
1,1650,0.35671212,0.35787995,0.00007852,0.00002483,10
1,1700,0.35669133,0.35785079,0.00007625,0.00002411,10
1,1750,0.35667015,0.35782241,0.00008054,0.00002547,10
1,1800,0.35664691,0.35779311,0.00007452,0.00002357,10
1,1850,0.35662290,0.35776656,0.00006930,0.00002192,10
1,1900,0.35662161,0.35773882,0.00006626,0.00002095,10
1,1950,0.35661777,0.35771255,0.00006719,0.00002125,10
1,2000,0.35661423,0.35769026,0.00006750,0.00002134,10
1,2050,,0.35766820,0.00006629,0.00002096,10
1,2100,,0.35764893,0.00007196,0.00002276,10
1,2150,,0.35762909,0.00006886,0.00002178,10
1,2200,,0.35760649,0.00006667,0.00002108,10
1,2250,,0.35758895,0.00006484,0.00002050,10
1,2300,,0.35757024,0.00006378,0.00002017,10
1,2350,,0.35755049,0.00006053,0.00001914,10
1,2400,,0.35753123,0.00006155,0.00001946,10
1,2450,,0.35751608,0.00005918,0.00001871,10
1,2500,,0.35750014,0.00005831,0.00001844,10
1,2550,,0.35748369,0.00005706,0.00001804,10
1,2600,,0.35746791,0.00005901,0.00001866,10
1,2650,,0.35745385,0.00005529,0.00001748,10
1,2700,,0.35743753,0.00005647,0.00001786,10
1,2750,,0.35742026,0.00005645,0.00001785,10
1,2800,,0.35740779,0.00005530,0.00001749,10
1,2850,,0.35739459,0.00005353,0.00001693,10
1,2900,,0.35738349,0.00005450,0.00001723,10
1,2950,,0.35736885,0.00005396,0.00001706,10
1,3000,,0.35735538,0.00005227,0.00001653,10
1,3050,,0.35734255,0.00005168,0.00001634,10
1,3100,,0.35732866,0.00005295,0.00001674,10
1,3150,,0.35731559,0.00004898,0.00001549,10
1,3200,,0.35730173,0.00004566,0.00001444,10
1,3250,,0.35729000,0.00004680,0.00001480,10
1,3300,,0.35727979,0.00004696,0.00001485,10
1,3350,,0.35726978,0.00004612,0.00001458,10
1,3400,,0.35725938,0.00004719,0.00001492,10
1,3450,,0.35725076,0.00004496,0.00001422,10
1,3500,,0.35723965,0.00004258,0.00001347,10
1,3550,,0.35722928,0.00004218,0.00001334,10
1,3600,,0.35721971,0.00004155,0.00001314,10
1,3650,,0.35721305,0.00003962,0.00001253,10
1,3700,,0.35720315,0.00004109,0.00001299,10
1,3750,,0.35719330,0.00004134,0.00001307,10
1,3800,,0.35718275,0.00004038,0.00001277,10
1,3850,,0.35717559,0.00003893,0.00001231,10
1,3900,,0.35716695,0.00003759,0.00001189,10
1,3950,,0.35715670,0.00003676,0.00001162,10
1,4000,,0.35714839,0.00003540,0.00001119,10
1,4050,,0.35714082,0.00003575,0.00001130,10
1,4100,,0.35713320,0.00003581,0.00001132,10
1,4150,,0.35712603,0.00003674,0.00001162,10
1,4200,,0.35711799,0.00003629,0.00001148,10
1,4250,,0.35711044,0.00003524,0.00001114,10
1,4300,,0.35710273,0.00003426,0.00001083,10
1,4350,,0.35709480,0.00003490,0.00001104,10
1,4400,,0.35708829,0.00003501,0.00001107,10
1,4450,,0.35708046,0.00003583,0.00001133,10
1,4500,,0.35707309,0.00003557,0.00001125,10
1,4550,,0.35706503,0.00003446,0.00001090,10
1,4600,,0.35705748,0.00003499,0.00001107,10
1,4650,,0.35705053,0.00003528,0.00001116,10
1,4700,,0.35704336,0.00003514,0.00001111,10
1,4750,,0.35703675,0.00003415,0.00001080,10
1,4800,,0.35703091,0.00003261,0.00001031,10
1,4850,,0.35702541,0.00003159,0.00000999,10
1,4900,,0.35701885,0.00003064,0.00000969,10
1,4950,,0.35701344,0.00002993,0.00000947,10
1,5000,,0.35700787,0.00003017,0.00000954,10
1,5050,,0.35700230,0.00003067,0.00000970,10
1,5100,,0.35699669,0.00003035,0.00000960,10
1,5150,,0.35699064,0.00003077,0.00000973,10
1,5200,,0.35698486,0.00003086,0.00000976,10
1,5250,,0.35698034,0.00003007,0.00000951,10
1,5300,,0.35697508,0.00003061,0.00000968,10
1,5350,,0.35696985,0.00003045,0.00000963,10
1,5400,,0.35696592,0.00003000,0.00000949,10
1,5450,,0.35696098,0.00003020,0.00000955,10
1,5500,,0.35695637,0.00002991,0.00000946,10
1,5550,,0.35695138,0.00002986,0.00000944,10
1,5600,,0.35694699,0.00002940,0.00000930,10
1,5650,,0.35694227,0.00002770,0.00000876,10
1,5700,,0.35693688,0.00002830,0.00000895,10
1,5750,,0.35693127,0.00002810,0.00000889,10
1,5800,,0.35692557,0.00002785,0.00000881,10
1,5850,,0.35692057,0.00002790,0.00000882,10
1,5900,,0.35691539,0.00002805,0.00000887,10
