network_id,n_controls,total_Q,rho,batch,runs,exact_runs,exact_iters,max_iters,exact_time_s,exact_time_std,target_obj,stoch_reached,stoch_iters_to_target,stoch_time_to_target_s,extra_iters,extra_time_s,iter_ratio,time_ratio,target_ell
0,13,46,1.0,100,10,10,2000,100000,2.322020,0.003443,0.21331211,10/10,5084.9,31.752720,3084.9,29.430700,2.542,13.675,"{""v0"": 0.000271, ""v1"": 7.6e-05, ""v2"": 0.015962, ""v3"": 0.000859, ""v4"": 0.418923, ""v5"": 3.8e-05, ""v6"": 0.000405, ""v7"": 3.8e-05, ""v8"": 3.8e-05, ""v9"": 9.6e-05, ""v10"": 0.000859, ""v11"": 0.196015, ""v12"": 0.366418}"
1,14,45,1.0,100,10,10,2000,100000,2.696595,0.007157,0.53219959,10/10,2346.0,16.275284,346.0,13.578689,1.173,6.035,"{""v0"": 0.235469, ""v1"": 0.390009, ""v2"": 0.225813, ""v3"": 0.134689, ""v4"": 0.004277, ""v5"": 0.000344, ""v6"": 0.000804, ""v7"": 0.000511, ""v8"": 0.002004, ""v9"": 0.00021, ""v10"": 0.00324, ""v11"": 0.002507, ""v12"": 8.7e-05, ""v13"": 3.6e-05}"
2,13,31,1.0,100,10,10,2000,100000,2.223058,0.002548,0.58576543,10/10,4157.5,31.723243,2157.5,29.500185,2.079,14.270,"{""v0"": 0.006131, ""v1"": 0.005133, ""v2"": 0.005148, ""v3"": 0.001432, ""v4"": 0.000117, ""v5"": 5.8e-05, ""v6"": 0.18434, ""v7"": 0.190696, ""v8"": 0.458915, ""v9"": 0.145039, ""v10"": 3.8e-05, ""v11"": 0.002069, ""v12"": 0.000883}"
3,12,43,1.0,100,10,10,2000,100000,4.428370,0.004125,0.74339627,10/10,1944.6,6.169966,-55.4,1.741596,0.972,1.393,"{""v0"": 0.083491, ""v1"": 0.000115, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 4.2e-05, ""v5"": 0.187096, ""v6"": 0.245163, ""v7"": 0.006512, ""v8"": 0.006315, ""v9"": 0.006437, ""v10"": 0.237001, ""v11"": 0.227746}"
4,14,47,1.0,100,10,10,2000,100000,4.526018,0.004458,0.71104705,10/10,2175.4,9.512471,175.4,4.986453,1.088,2.102,"{""v0"": 0.194977, ""v1"": 0.000354, ""v2"": 4.7e-05, ""v3"": 3.6e-05, ""v4"": 3.6e-05, ""v5"": 0.30341, ""v6"": 0.033006, ""v7"": 0.123827, ""v8"": 0.122716, ""v9"": 3.6e-05, ""v10"": 0.002762, ""v11"": 0.000138, ""v12"": 0.105312, ""v13"": 0.113344}"
5,15,39,1.0,100,10,10,2000,100000,2.161736,0.002338,0.11608451,10/10,1197.3,8.420664,-802.7,6.258928,0.599,3.895,"{""v0"": 0.000871, ""v1"": 3.3e-05, ""v2"": 3.3e-05, ""v3"": 0.000132, ""v4"": 3.3e-05, ""v5"": 3.3e-05, ""v6"": 3.3e-05, ""v7"": 3.3e-05, ""v8"": 3.3e-05, ""v9"": 0.001134, ""v10"": 0.001197, ""v11"": 9.5e-05, ""v12"": 3.3e-05, ""v13"": 0.760338, ""v14"": 0.235967}"
6,14,46,1.0,100,10,10,2000,100000,2.647612,0.003849,0.44032905,10/10,3904.5,29.730939,1904.5,27.083328,1.952,11.229,"{""v0"": 0.365659, ""v1"": 0.625484, ""v2"": 0.001895, ""v3"": 0.001309, ""v4"": 8.9e-05, ""v5"": 7.8e-05, ""v6"": 0.000148, ""v7"": 0.000416, ""v8"": 0.000335, ""v9"": 3.6e-05, ""v10"": 3.6e-05, ""v11"": 0.000177, ""v12"": 0.000541, ""v13"": 0.003798}"
7,12,31,1.0,100,10,10,2000,100000,1.643061,0.005098,0.24976526,10/10,21689.6,189.098683,19689.6,187.455622,10.845,115.089,"{""v0"": 0.000188, ""v1"": 0.00019, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 0.998101, ""v5"": 6.1e-05, ""v6"": 4.2e-05, ""v7"": 4.2e-05, ""v8"": 4.2e-05, ""v9"": 4.2e-05, ""v10"": 0.000111, ""v11"": 0.001098}"
8,14,49,1.0,100,10,10,2000,100000,3.388395,0.037778,0.46012734,10/10,4797.9,48.515540,2797.9,45.127145,2.399,14.318,"{""v0"": 0.372068, ""v1"": 0.00039, ""v2"": 0.000264, ""v3"": 0.271366, ""v4"": 0.347658, ""v5"": 4.2e-05, ""v6"": 3.6e-05, ""v7"": 0.000136, ""v8"": 4.9e-05, ""v9"": 3.6e-05, ""v10"": 5.3e-05, ""v11"": 0.000242, ""v12"": 0.003334, ""v13"": 0.004328}"
9,10,23,1.0,100,10,10,2000,100000,1.123314,0.005565,0.25487226,10/10,2254.1,7.016070,254.1,5.892757,1.127,6.246,"{""v0"": 9.7e-05, ""v1"": 0.000384, ""v2"": 5.4e-05, ""v3"": 0.00332, ""v4"": 0.995206, ""v5"": 5e-05, ""v6"": 5e-05, ""v7"": 6.8e-05, ""v8"": 5e-05, ""v9"": 0.00072}"
10,12,38,1.0,100,10,10,2000,100000,3.470197,0.009571,0.81723867,10/10,2776.0,6.152598,776.0,2.682402,1.388,1.773,"{""v0"": 0.147949, ""v1"": 0.178161, ""v2"": 0.180278, ""v3"": 0.002748, ""v4"": 4.2e-05, ""v5"": 4.2e-05, ""v6"": 0.0042, ""v7"": 4.2e-05, ""v8"": 0.123372, ""v9"": 0.000746, ""v10"": 0.181544, ""v11"": 0.180877}"
11,11,36,1.0,100,10,10,2000,100000,2.747473,0.025630,0.53754354,10/10,2268.0,9.528711,268.0,6.781238,1.134,3.468,"{""v0"": 0.173078, ""v1"": 0.250617, ""v2"": 0.000201, ""v3"": 4.5e-05, ""v4"": 4.5e-05, ""v5"": 0.00024, ""v6"": 4.5e-05, ""v7"": 4.5e-05, ""v8"": 0.569858, ""v9"": 0.00091, ""v10"": 0.004916}"
12,14,45,1.0,100,10,10,2000,100000,2.579105,0.008565,0.22601409,10/10,4018.9,31.510866,2018.9,28.931761,2.009,12.218,"{""v0"": 0.449254, ""v1"": 0.000108, ""v2"": 3.6e-05, ""v3"": 3.6e-05, ""v4"": 3.6e-05, ""v5"": 3.6e-05, ""v6"": 3.6e-05, ""v7"": 3.7e-05, ""v8"": 3.6e-05, ""v9"": 3.6e-05, ""v10"": 3.6e-05, ""v11"": 0.001226, ""v12"": 0.546402, ""v13"": 0.002688}"
13,12,35,1.0,100,10,10,2000,100000,3.027892,0.034539,0.67845543,10/10,2598.2,9.297606,598.2,6.269715,1.299,3.071,"{""v0"": 0.338242, ""v1"": 0.248627, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 4.2e-05, ""v5"": 6.9e-05, ""v6"": 0.002685, ""v7"": 0.218425, ""v8"": 0.191483, ""v9"": 9.8e-05, ""v10"": 0.000153, ""v11"": 9.2e-05}"
14,14,34,1.0,100,10,10,2000,100000,1.824642,0.008218,0.17518960,10/10,1288.4,9.150795,-711.6,7.326153,0.644,5.015,"{""v0"": 0.009396, ""v1"": 6.8e-05, ""v2"": 3.6e-05, ""v3"": 0.000129, ""v4"": 3.6e-05, ""v5"": 3.6e-05, ""v6"": 0.000115, ""v7"": 3.6e-05, ""v8"": 3.6e-05, ""v9"": 3.6e-05, ""v10"": 9.9e-05, ""v11"": 0.64795, ""v12"": 0.001885, ""v13"": 0.340144}"
15,14,45,1.0,100,10,10,2000,100000,2.462327,0.012782,0.26876728,10/10,13520.0,73.879624,11520.0,71.417297,6.760,30.004,"{""v0"": 0.40132, ""v1"": 0.001814, ""v2"": 0.000304, ""v3"": 0.59488, ""v4"": 0.001032, ""v5"": 3.6e-05, ""v6"": 3.6e-05, ""v7"": 3.6e-05, ""v8"": 0.000127, ""v9"": 3.6e-05, ""v10"": 5.7e-05, ""v11"": 6.1e-05, ""v12"": 3.6e-05, ""v13"": 0.000226}"
16,10,27,1.0,100,10,10,2000,100000,1.756363,0.001025,0.41914331,10/10,345.3,1.640199,-1654.7,-0.116163,0.173,0.934,"{""v0"": 0.0111, ""v1"": 0.0001, ""v2"": 0.003972, ""v3"": 0.000178, ""v4"": 0.000152, ""v5"": 5e-05, ""v6"": 0.624263, ""v7"": 0.359916, ""v8"": 0.000133, ""v9"": 0.000136}"
