network_id,n_controls,total_Q,method,converged,stop_reason,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,regret,873,0.977147,0.00099915,873,0.977147,0.21348104,0.00000000,0.21348104,0.001,,"{""v0"": 0.000368, ""v1"": 0.000175, ""v2"": 0.018791, ""v3"": 0.001967, ""v4"": 0.415287, ""v5"": 8.8e-05, ""v6"": 0.000623, ""v7"": 8.8e-05, ""v8"": 8.8e-05, ""v9"": 0.000219, ""v10"": 0.001119, ""v11"": 0.196915, ""v12"": 0.364271}","{""v0"": [0.258584, 0.258555, 0.258459, 0.258116], ""v1"": [0.258699, 0.258651, 0.258638, 0.258571, 0.258534, 0.258519, 0.258455], ""v2"": [0.258784, 0.250487, 0.246984, 0.240971], ""v3"": [0.267176, 0.266578, 0.265992], ""v4"": [0.268007, 0.257761, 0.203691], ""v5"": [0.482096], ""v6"": [0.481815, 0.48167, 0.481534], ""v7"": [0.48221, 0.482091], ""v8"": [0.482345, 0.482251, 0.482176], ""v9"": [0.482289, 0.482286, 0.482246, 0.482134, 0.482026], ""v10"": [0.48152, 0.481406, 0.481268, 0.480115], ""v11"": [0.482455, 0.479064], ""v12"": [0.634622, 0.627972, 0.610392, 0.592887, 0.536999]}"
0,13,46,2,True,regret,499,4.276106,0.00098887,499,4.276106,0.21328515,-0.00019589,0.21348104,0.001,100,"{""v0"": 0.000154, ""v1"": 0.000313, ""v2"": 0.016781, ""v3"": 0.00305, ""v4"": 0.410683, ""v5"": 0.000154, ""v6"": 0.00042, ""v7"": 0.000179, ""v8"": 0.000219, ""v9"": 0.000405, ""v10"": 0.000154, ""v11"": 0.205558, ""v12"": 0.361929}","{""v0"": [0.258498, 0.258485, 0.258445, 0.258301], ""v1"": [0.25843, 0.258344, 0.25832, 0.2582, 0.258135, 0.258107, 0.257994], ""v2"": [0.258581, 0.25108, 0.247925, 0.242487], ""v3"": [0.266122, 0.2652, 0.264298], ""v4"": [0.267407, 0.257265, 0.203637], ""v5"": [0.477771], ""v6"": [0.477818, 0.477722, 0.477631], ""v7"": [0.477938, 0.477699], ""v8"": [0.47802, 0.477787, 0.477603], ""v9"": [0.477986, 0.477982, 0.477908, 0.477705, 0.477509], ""v10"": [0.478162, 0.478147, 0.478128, 0.47797], ""v11"": [0.478289, 0.474806], ""v12"": [0.636403, 0.629766, 0.612219, 0.594742, 0.53891]}"
1,14,45,1,True,plateau,132500,181.875783,0.00112155,132500,181.875783,0.52903072,0.00000000,0.52903072,0.001,,"{""v0"": 0.240453, ""v1"": 0.394483, ""v2"": 0.235326, ""v3"": 0.128288, ""v4"": 0.000487, ""v5"": 5e-06, ""v6"": 1.2e-05, ""v7"": 8e-06, ""v8"": 0.000176, ""v9"": 3e-06, ""v10"": 0.000421, ""v11"": 0.000335, ""v12"": 1e-06, ""v13"": 1e-06}","{""v0"": [0.537148], ""v1"": [0.536784, 0.477828, 0.385872], ""v2"": [0.536624, 0.385612], ""v3"": [0.821067, 0.791607, 0.738326, 0.653148, 0.629395], ""v4"": [0.999436, 0.999426, 0.999347, 0.999174], ""v5"": [0.999971, 0.999969], ""v6"": [0.999978, 0.999978, 0.999977, 0.99997], ""v7"": [0.999775, 0.999771], ""v8"": [0.999786, 0.999771, 0.999749, 0.999632], ""v9"": [0.999996, 0.999996, 0.999994, 0.999993], ""v10"": [0.999532, 0.999431, 0.997916], ""v11"": [0.999606, 0.999482, 0.999444, 0.998953, 0.998766], ""v12"": [0.999995], ""v13"": [0.999999, 0.999999, 0.999999, 0.999999, 0.999997]}"
1,14,45,2,True,plateau,132500,871.038857,0.00111906,132500,871.038857,0.52902206,-0.00000866,0.52903072,0.001,100,"{""v0"": 0.240503, ""v1"": 0.394489, ""v2"": 0.235601, ""v3"": 0.127986, ""v4"": 1.6e-05, ""v5"": 4e-06, ""v6"": 0.000461, ""v7"": 1e-05, ""v8"": 0.000453, ""v9"": 0.000453, ""v10"": 5e-06, ""v11"": 4e-06, ""v12"": 1.2e-05, ""v13"": 1e-06}","{""v0"": [0.537106], ""v1"": [0.536796, 0.477838, 0.385879], ""v2"": [0.536658, 0.385538], ""v3"": [0.82146, 0.792044, 0.738832, 0.653736, 0.629999], ""v4"": [0.999977, 0.999976, 0.999974, 0.999968], ""v5"": [0.999286, 0.999284], ""v6"": [0.999294, 0.999285, 0.999278, 0.999015], ""v7"": [0.999442, 0.999437], ""v8"": [0.999457, 0.999419, 0.999361, 0.999064], ""v9"": [0.999489, 0.999415, 0.999156, 0.999035], ""v10"": [0.999995, 0.999993, 0.999976], ""v11"": [0.999995, 0.999993, 0.999993, 0.999986, 0.999984], ""v12"": [0.999956], ""v13"": [0.999999, 0.999999, 0.999999, 0.999999, 0.999997]}"
2,13,31,1,True,plateau,120000,129.530893,0.00166682,120000,129.530893,0.58295044,0.00000000,0.58295044,0.001,,"{""v0"": 0.000702, ""v1"": 0.000694, ""v2"": 0.000553, ""v3"": 2.4e-05, ""v4"": 2e-06, ""v5"": 1e-06, ""v6"": 0.188428, ""v7"": 0.192269, ""v8"": 0.467799, ""v9"": 0.149383, ""v10"": 1e-06, ""v11"": 0.00013, ""v12"": 1.5e-05}","{""v0"": [0.586454, 0.586044, 0.585946, 0.585841], ""v1"": [0.585882, 0.585052], ""v2"": [0.586522, 0.586126, 0.58584], ""v3"": [0.58704, 0.586979], ""v4"": [0.587127, 0.587122], ""v5"": [0.587132, 0.587132, 0.587131], ""v6"": [0.586736, 0.53759, 0.408319], ""v7"": [0.770764, 0.586265], ""v8"": [0.58687, 0.285998, 0.282402], ""v9"": [0.587134], ""v10"": [0.999981], ""v11"": [0.999854, 0.99971], ""v12"": [0.999982, 0.999967, 0.999965]}"
2,13,31,2,True,plateau,139000,798.019025,0.00153776,139000,798.019025,0.58303650,0.00008607,0.58295044,0.001,100,"{""v0"": 3.1e-05, ""v1"": 0.000334, ""v2"": 0.000476, ""v3"": 0.000541, ""v4"": 3e-06, ""v5"": 1e-06, ""v6"": 0.188532, ""v7"": 0.192305, ""v8"": 0.467942, ""v9"": 0.149402, ""v10"": 1e-06, ""v11"": 1.4e-05, ""v12"": 0.000418}","{""v0"": [0.587024, 0.586971, 0.586958, 0.586944], ""v1"": [0.586353, 0.585952], ""v2"": [0.586498, 0.586157, 0.585911], ""v3"": [0.586193, 0.585723], ""v4"": [0.587079, 0.587071], ""v5"": [0.587087, 0.587086, 0.587086], ""v6"": [0.586625, 0.537472, 0.408188], ""v7"": [0.770728, 0.586215], ""v8"": [0.586765, 0.285915, 0.282319], ""v9"": [0.587089], ""v10"": [0.999983], ""v11"": [0.999984, 0.999968], ""v12"": [0.999498, 0.999074, 0.999007]}"
3,12,43,1,True,plateau,82500,214.754414,0.00135567,82500,214.754414,0.74075590,0.00000000,0.74075590,0.001,,"{""v0"": 0.083192, ""v1"": 3e-06, ""v2"": 1e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 0.189458, ""v6"": 0.24838, ""v7"": 0.000799, ""v8"": 0.000612, ""v9"": 0.000156, ""v10"": 0.243305, ""v11"": 0.234093}","{""v0"": [0.739902], ""v1"": [0.999996, 0.999995, 0.999992], ""v2"": [0.999999, 0.999997, 0.999997, 0.999995], ""v3"": [0.999999, 0.999998], ""v4"": [0.999999, 0.999998, 0.999997], ""v5"": [0.740713, 0.726825, 0.72386, 0.595272, 0.574726, 0.564333, 0.55227], ""v6"": [0.740797, 0.71066, 0.699208, 0.627963, 0.605805, 0.559422, 0.473633], ""v7"": [0.740092, 0.739742], ""v8"": [0.74027, 0.739583, 0.739045], ""v9"": [0.740681, 0.740502, 0.740475], ""v10"": [0.740882, 0.711882, 0.667224, 0.517974], ""v11"": [0.740867, 0.684066, 0.631855, 0.482984]}"
3,12,43,2,True,plateau,97000,326.036970,0.00134180,97000,326.036970,0.74085268,0.00009678,0.74075590,0.001,100,"{""v0"": 0.083097, ""v1"": 1e-06, ""v2"": 1e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 0.189385, ""v6"": 0.248276, ""v7"": 0.000181, ""v8"": 0.000779, ""v9"": 0.001154, ""v10"": 0.243167, ""v11"": 0.233956}","{""v0"": [0.740133], ""v1"": [0.999999, 0.999998, 0.999997], ""v2"": [0.999999, 0.999998, 0.999998, 0.999996], ""v3"": [0.999999, 0.999998], ""v4"": [0.999998, 0.999998, 0.999997], ""v5"": [0.740794, 0.726909, 0.723944, 0.595374, 0.574829, 0.564437, 0.552375], ""v6"": [0.740888, 0.710757, 0.699307, 0.628074, 0.605918, 0.559538, 0.473751], ""v7"": [0.740824, 0.740744], ""v8"": [0.740225, 0.739351, 0.738665], ""v9"": [0.739531, 0.738218, 0.738017], ""v10"": [0.741004, 0.712013, 0.667366, 0.518133], ""v11"": [0.740992, 0.684207, 0.632007, 0.483147]}"
4,14,47,1,True,plateau,100500,267.462239,0.00180057,100500,267.462239,0.70848043,0.00000000,0.70848043,0.001,,"{""v0"": 0.197524, ""v1"": 7e-06, ""v2"": 1e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 0.306362, ""v6"": 0.017474, ""v7"": 0.136866, ""v8"": 0.121958, ""v9"": 1e-06, ""v10"": 0.000433, ""v11"": 3e-06, ""v12"": 0.103376, ""v13"": 0.115994}","{""v0"": [0.708525, 0.529883], ""v1"": [0.999989, 0.999987], ""v2"": [0.999998, 0.999997], ""v3"": [0.999998, 0.999998, 0.999997, 0.999997], ""v4"": [0.999999, 0.999999, 0.999999, 0.999999], ""v5"": [0.708504, 0.699109, 0.650431, 0.602963, 0.588469], ""v6"": [0.707626, 0.704654, 0.703477], ""v7"": [0.724403, 0.711613, 0.6962, 0.668832], ""v8"": [0.868546, 0.768135, 0.750903, 0.731793, 0.705284, 0.679584], ""v9"": [0.707939, 0.707939, 0.707938], ""v10"": [0.707357, 0.707325, 0.707307], ""v11"": [0.707936, 0.707936, 0.707934], ""v12"": [0.70794, 0.679444, 0.63762], ""v13"": [0.844374, 0.742748, 0.624791]}"
4,14,47,2,True,plateau,86000,434.149353,0.00186468,86000,434.149353,0.70840152,-0.00007891,0.70848043,0.001,100,"{""v0"": 0.197591, ""v1"": 1e-06, ""v2"": 4e-06, ""v3"": 1e-06, ""v4"": 2e-06, ""v5"": 0.306466, ""v6"": 0.017393, ""v7"": 0.136113, ""v8"": 0.123006, ""v9"": 1.4e-05, ""v10"": 1e-06, ""v11"": 6e-06, ""v12"": 0.104189, ""v13"": 0.115212}","{""v0"": [0.708448, 0.52979], ""v1"": [0.999998, 0.999998], ""v2"": [0.99999, 0.999987], ""v3"": [0.999996, 0.999996, 0.999994, 0.999993], ""v4"": [0.999998, 0.999998, 0.999998, 0.999998], ""v5"": [0.708423, 0.699026, 0.650342, 0.602869, 0.588374], ""v6"": [0.707443, 0.704481, 0.703302], ""v7"": [0.724138, 0.711416, 0.696071, 0.668828], ""v8"": [0.867505, 0.766513, 0.749199, 0.730006, 0.703391, 0.677602], ""v9"": [0.707891, 0.707888, 0.707876], ""v10"": [0.707906, 0.707906, 0.707906], ""v11"": [0.707899, 0.707898, 0.707893], ""v12"": [0.707908, 0.679212, 0.637126], ""v13"": [0.845314, 0.744115, 0.62647]}"
