network_id,n_controls,total_Q,method,converged,stop_reason,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
5,15,39,1,True,regret,631,0.785885,0.00099985,631,0.785885,0.11630847,0.00000000,0.11630847,0.001,,"{""v0"": 0.001105, ""v1"": 0.000106, ""v2"": 0.000106, ""v3"": 0.00042, ""v4"": 0.000106, ""v5"": 0.000106, ""v6"": 0.000106, ""v7"": 0.000106, ""v8"": 0.000106, ""v9"": 0.003593, ""v10"": 0.002155, ""v11"": 0.000301, ""v12"": 0.000106, ""v13"": 0.747936, ""v14"": 0.243644}","{""v0"": [0.294257, 0.294229, 0.294059], ""v1"": [0.295274, 0.295249, 0.295233, 0.295159], ""v2"": [0.29524], ""v3"": [0.294954, 0.294942, 0.294806], ""v4"": [0.295029, 0.295014, 0.294848], ""v5"": [0.295214, 0.295212, 0.295125], ""v6"": [0.294184, 0.294162, 0.293931], ""v7"": [0.294618, 0.294586], ""v8"": [0.295018], ""v9"": [0.295382], ""v10"": [0.298149, 0.297607], ""v11"": [0.298853, 0.298604], ""v12"": [0.299126, 0.299124, 0.299087], ""v13"": [0.299169, 0.29483, 0.284952, 0.133101], ""v14"": [0.753601, 0.729835, 0.583995, 0.44909]}"
5,15,39,2,True,regret,2604,30.177182,0.00099998,2604,30.177182,0.11655613,0.00024766,0.11630847,0.001,100,"{""v0"": 2.6e-05, ""v1"": 2.6e-05, ""v2"": 2.6e-05, ""v3"": 0.000119, ""v4"": 0.001737, ""v5"": 2.6e-05, ""v6"": 0.000677, ""v7"": 2.6e-05, ""v8"": 2.6e-05, ""v9"": 0.00087, ""v10"": 0.000199, ""v11"": 0.002988, ""v12"": 2.6e-05, ""v13"": 0.746602, ""v14"": 0.246629}","{""v0"": [0.297662, 0.297661, 0.297656], ""v1"": [0.297663, 0.297656, 0.297652, 0.297632], ""v2"": [0.297654], ""v3"": [0.297558, 0.297554, 0.297511], ""v4"": [0.294569, 0.29432, 0.291881], ""v5"": [0.297647, 0.297647, 0.297623], ""v6"": [0.294228, 0.29408, 0.292602], ""v7"": [0.297481, 0.297471], ""v8"": [0.297595], ""v9"": [0.297692], ""v10"": [0.298516, 0.298466], ""v11"": [0.295929, 0.293598], ""v12"": [0.2986, 0.298599, 0.29859], ""v13"": [0.29861, 0.294284, 0.284433, 0.13293], ""v14"": [0.751043, 0.727119, 0.580656, 0.445695]}"
6,14,46,1,True,regret,64410,90.617606,0.00099992,64410,90.617606,0.43781451,0.00000000,0.43781451,0.001,,"{""v0"": 0.37171, ""v1"": 0.626937, ""v2"": 0.000358, ""v3"": 0.000188, ""v4"": 3e-06, ""v5"": 2e-06, ""v6"": 5e-06, ""v7"": 1.3e-05, ""v8"": 1e-05, ""v9"": 1e-06, ""v10"": 1e-06, ""v11"": 6e-06, ""v12"": 1.7e-05, ""v13"": 0.00075}","{""v0"": [0.441118], ""v1"": [0.439887, 0.420402, 0.383264, 0.275587, 0.257787], ""v2"": [0.999388, 0.998249], ""v3"": [0.999691, 0.999606, 0.999148], ""v4"": [0.999968, 0.999967, 0.999967, 0.999966, 0.999956], ""v5"": [0.999973, 0.999965], ""v6"": [0.999977, 0.999968, 0.999964], ""v7"": [0.999964, 0.999955, 0.999953], ""v8"": [0.999985, 0.999983, 0.999978], ""v9"": [0.999973, 0.999971], ""v10"": [0.999974, 0.999974, 0.999973, 0.999973], ""v11"": [0.999969, 0.999966, 0.999966, 0.999962], ""v12"": [0.999976, 0.999976, 0.999966, 0.99996, 0.999939, 0.999924], ""v13"": [0.999095, 0.9987, 0.997737]}"
6,14,46,2,True,regret,139803,1066.862757,0.00099997,139803,1066.862757,0.43793930,0.00012479,0.43781451,0.001,100,"{""v0"": 0.371904, ""v1"": 0.626026, ""v2"": 2e-06, ""v3"": 5e-06, ""v4"": 2e-06, ""v5"": 2e-06, ""v6"": 0.000239, ""v7"": 0.000838, ""v8"": 0.000672, ""v9"": 0.000294, ""v10"": 1e-06, ""v11"": 1e-06, ""v12"": 7e-06, ""v13"": 8e-06}","{""v0"": [0.440964], ""v1"": [0.44037, 0.420879, 0.383727, 0.275978, 0.258162], ""v2"": [0.999987, 0.999981], ""v3"": [0.999983, 0.999981, 0.99997], ""v4"": [0.999645, 0.999644, 0.999644, 0.999643, 0.999636], ""v5"": [0.999648, 0.999641], ""v6"": [0.999651, 0.999192, 0.998984], ""v7"": [0.998733, 0.998141, 0.997988], ""v8"": [0.99905, 0.998888, 0.998583], ""v9"": [0.999642, 0.999222], ""v10"": [0.999989, 0.999989, 0.999989, 0.999989], ""v11"": [0.999988, 0.999988, 0.999987, 0.999986], ""v12"": [0.99999, 0.99999, 0.999986, 0.999984, 0.999975, 0.999969], ""v13"": [0.999991, 0.999986, 0.999976]}"
7,12,31,1,True,regret,1892,1.618899,0.00099983,1892,1.618899,0.24977874,0.00000000,0.24977874,0.001,,"{""v0"": 0.000194, ""v1"": 0.000201, ""v2"": 4.4e-05, ""v3"": 4.4e-05, ""v4"": 0.998039, ""v5"": 6.5e-05, ""v6"": 4.4e-05, ""v7"": 4.4e-05, ""v8"": 4.4e-05, ""v9"": 4.4e-05, ""v10"": 0.000117, ""v11"": 0.001118}","{""v0"": [0.253141, 0.253139, 0.253117, 0.252979], ""v1"": [0.253138], ""v2"": [0.253191, 0.25318, 0.25317], ""v3"": [0.253174], ""v4"": [0.253211, 0.235929, 0.234571, 0.17495, 0.155461], ""v5"": [0.999758, 0.999697], ""v6"": [0.999691, 0.999676], ""v7"": [0.999807, 0.999794, 0.999742], ""v8"": [0.999894, 0.999776], ""v9"": [0.999948, 0.999934], ""v10"": [0.999845, 0.999733, 0.999661, 0.999541], ""v11"": [0.998428, 0.998044]}"
7,12,31,2,True,regret,18258,136.738339,0.00099999,18258,136.738339,0.25023635,0.00045761,0.24977874,0.001,100,"{""v0"": 5e-06, ""v1"": 2e-05, ""v2"": 5e-06, ""v3"": 8e-06, ""v4"": 0.996767, ""v5"": 5e-06, ""v6"": 0.001985, ""v7"": 0.001156, ""v8"": 5e-06, ""v9"": 5e-06, ""v10"": 7e-06, ""v11"": 3.3e-05}","{""v0"": [0.253654, 0.253654, 0.253654, 0.253651], ""v1"": [0.253649], ""v2"": [0.253654, 0.253652, 0.253651], ""v3"": [0.253649], ""v4"": [0.253656, 0.236351, 0.234992, 0.175285, 0.155765], ""v5"": [0.999984, 0.999979], ""v6"": [0.9936, 0.992949], ""v7"": [0.997801, 0.997461, 0.996117], ""v8"": [0.999989, 0.999977], ""v9"": [0.999995, 0.999993], ""v10"": [0.999991, 0.999984, 0.99998, 0.999973], ""v11"": [0.999953, 0.999942]}"
8,14,49,1,True,regret,59925,103.991549,0.00099997,59925,103.991549,0.45748098,0.00000000,0.45748098,0.001,,"{""v0"": 0.377503, ""v1"": 3.9e-05, ""v2"": 9e-06, ""v3"": 0.262273, ""v4"": 0.358711, ""v5"": 1e-06, ""v6"": 1e-06, ""v7"": 5e-06, ""v8"": 2e-06, ""v9"": 1e-06, ""v10"": 2e-06, ""v11"": 8e-06, ""v12"": 0.000625, ""v13"": 0.00082}","{""v0"": [0.468742], ""v1"": [0.467832, 0.46783, 0.46783], ""v2"": [0.467849, 0.467847, 0.467847, 0.467838], ""v3"": [0.467857, 0.407915, 0.328032], ""v4"": [0.647363, 0.645888, 0.499583], ""v5"": [0.99999, 0.99999, 0.99999, 0.999986], ""v6"": [0.99999, 0.999989], ""v7"": [0.999993, 0.99999, 0.999981], ""v8"": [0.999975, 0.999974, 0.999974, 0.999973, 0.999972], ""v9"": [0.999976, 0.999975, 0.999974, 0.999971], ""v10"": [0.999978, 0.999978, 0.999977, 0.999977, 0.999974], ""v11"": [0.999983, 0.999977, 0.999975], ""v12"": [0.999272, 0.999218, 0.999094, 0.99892, 0.99891], ""v13"": [0.998759, 0.99732, 0.997102, 0.996959]}"
8,14,49,2,True,regret,123294,972.333596,0.00099993,123294,972.333596,0.45762668,0.00014570,0.45748098,0.001,100,"{""v0"": 0.377556, ""v1"": 4e-06, ""v2"": 0.000387, ""v3"": 0.261811, ""v4"": 0.358419, ""v5"": 1e-06, ""v6"": 1e-06, ""v7"": 0.000743, ""v8"": 1e-06, ""v9"": 0.000374, ""v10"": 1e-06, ""v11"": 2e-06, ""v12"": 7e-06, ""v13"": 0.000694}","{""v0"": [0.468714], ""v1"": [0.468285, 0.468285, 0.468285], ""v2"": [0.467954, 0.467887, 0.467853, 0.467469], ""v3"": [0.468288, 0.408366, 0.328476], ""v4"": [0.647604, 0.646129, 0.499841], ""v5"": [0.998789, 0.998789, 0.998789, 0.998787], ""v6"": [0.998787, 0.998786], ""v7"": [0.99879, 0.99844, 0.996889], ""v8"": [0.999992, 0.999992, 0.999991, 0.999991, 0.99999], ""v9"": [0.999398, 0.999352, 0.998877, 0.997922], ""v10"": [0.999994, 0.999994, 0.999993, 0.999993, 0.999993], ""v11"": [0.999995, 0.999994, 0.999993], ""v12"": [0.999992, 0.999992, 0.99999, 0.999989, 0.999989], ""v13"": [0.99895, 0.997733, 0.997548, 0.997427]}"
9,10,23,1,True,regret,2230,1.339053,0.00099972,2230,1.339053,0.25483237,0.00000000,0.25483237,0.001,,"{""v0"": 8.7e-05, ""v1"": 0.000344, ""v2"": 4.9e-05, ""v3"": 0.003156, ""v4"": 0.995501, ""v5"": 4.5e-05, ""v6"": 4.5e-05, ""v7"": 6.1e-05, ""v8"": 4.5e-05, ""v9"": 0.000666}","{""v0"": [0.284992, 0.284983, 0.284975, 0.28496], ""v1"": [0.285058, 0.284934], ""v2"": [0.285295, 0.28529, 0.285287, 0.285276, 0.285256], ""v3"": [0.284008, 0.283694], ""v4"": [0.285312, 0.134413], ""v5"": [0.999812, 0.999639], ""v6"": [0.999915, 0.999829], ""v7"": [0.999904], ""v8"": [0.999936], ""v9"": [0.999244, 0.999211]}"
9,10,23,2,True,regret,2448,9.043043,0.00099997,2448,9.043043,0.25485054,0.00001817,0.25483237,0.001,100,"{""v0"": 0.000231, ""v1"": 0.00032, ""v2"": 4.1e-05, ""v3"": 0.003213, ""v4"": 0.995295, ""v5"": 4.1e-05, ""v6"": 4.1e-05, ""v7"": 4.1e-05, ""v8"": 5.9e-05, ""v9"": 0.000719}","{""v0"": [0.284983, 0.284965, 0.284949, 0.28492], ""v1"": [0.285144, 0.285028], ""v2"": [0.285364, 0.28536, 0.285357, 0.285349, 0.285332], ""v3"": [0.284051, 0.283731], ""v4"": [0.285379, 0.134451], ""v5"": [0.999829, 0.999671], ""v6"": [0.999923, 0.999844], ""v7"": [0.999936], ""v8"": [0.999916], ""v9"": [0.999184, 0.999149]}"
10,12,38,1,True,plateau,60000,125.769938,0.00144331,60000,125.769938,0.81577616,0.00000000,0.81577616,0.001,,"{""v0"": 0.148741, ""v1"": 0.179573, ""v2"": 0.181919, ""v3"": 0.000514, ""v4"": 1e-06, ""v5"": 1e-06, ""v6"": 0.000752, ""v7"": 1e-06, ""v8"": 0.1238, ""v9"": 2.5e-05, ""v10"": 0.182412, ""v11"": 0.18226}","{""v0"": [0.815722, 0.663771], ""v1"": [0.81575, 0.799301, 0.797816, 0.775066, 0.714838], ""v2"": [0.815777], ""v3"": [0.814727, 0.814336, 0.813897], ""v4"": [0.815553, 0.815553, 0.815549, 0.815548], ""v5"": [0.815555, 0.815554, 0.815553, 0.815553], ""v6"": [0.814379, 0.814299, 0.814237, 0.814008, 0.813818], ""v7"": [0.815557, 0.815556], ""v8"": [0.81556, 0.791082, 0.765271, 0.727746], ""v9"": [0.99997, 0.999959], ""v10"": [0.815756, 0.796577, 0.618556], ""v11"": [0.815775, 0.651834, 0.628062]}"
10,12,38,2,True,plateau,47500,161.589177,0.00150165,47500,161.589177,0.81564979,-0.00012637,0.81577616,0.001,100,"{""v0"": 0.148944, ""v1"": 0.179713, ""v2"": 0.182063, ""v3"": 2e-06, ""v4"": 6e-06, ""v5"": 0.000222, ""v6"": 3e-06, ""v7"": 3.6e-05, ""v8"": 0.12401, ""v9"": 3.9e-05, ""v10"": 0.182564, ""v11"": 0.182398}","{""v0"": [0.8155, 0.663442], ""v1"": [0.815622, 0.799164, 0.797678, 0.774917, 0.714664], ""v2"": [0.815647], ""v3"": [0.815267, 0.815266, 0.815264], ""v4"": [0.815255, 0.815253, 0.81524, 0.815236], ""v5"": [0.814935, 0.814765, 0.81468, 0.814619], ""v6"": [0.815269, 0.815269, 0.815269, 0.815268, 0.815267], ""v7"": [0.815215, 0.815179], ""v8"": [0.815275, 0.79077, 0.764934, 0.727377], ""v9"": [0.999953, 0.999935], ""v10"": [0.815619, 0.796429, 0.618341], ""v11"": [0.815651, 0.651646, 0.62787]}"
11,11,36,1,True,plateau,111000,156.577226,0.00121461,111000,156.577226,0.53535774,0.00000000,0.53535774,0.001,,"{""v0"": 0.146675, ""v1"": 0.281115, ""v2"": 4e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 4e-06, ""v6"": 1e-06, ""v7"": 1e-06, ""v8"": 0.571546, ""v9"": 1.6e-05, ""v10"": 0.000637}","{""v0"": [0.535835, 0.517586, 0.470793, 0.467132, 0.424919], ""v1"": [0.671523, 0.574503, 0.393668], ""v2"": [0.999995, 0.999995, 0.999994, 0.999992], ""v3"": [0.999998, 0.999998, 0.999997, 0.999997, 0.999997], ""v4"": [0.999998], ""v5"": [0.999995, 0.999994], ""v6"": [0.999999, 0.999998, 0.999997], ""v7"": [0.999998], ""v8"": [0.535145, 0.533003, 0.525567, 0.51444, 0.483839, 0.446581, 0.416326], ""v9"": [0.999973, 0.999965], ""v10"": [0.999201, 0.999015, 0.997107]}"
11,11,36,2,True,plateau,112500,439.434119,0.00123595,112500,439.434119,0.53537474,0.00001700,0.53535774,0.001,100,"{""v0"": 0.147462, ""v1"": 0.280338, ""v2"": 1e-06, ""v3"": 4e-06, ""v4"": 1e-06, ""v5"": 1e-06, ""v6"": 2e-06, ""v7"": 3e-06, ""v8"": 0.571485, ""v9"": 0.000677, ""v10"": 2.6e-05}","{""v0"": [0.535828, 0.517493, 0.470509, 0.466834, 0.424485], ""v1"": [0.672223, 0.575279, 0.394426], ""v2"": [0.999998, 0.999998, 0.999998, 0.999997], ""v3"": [0.999995, 0.999993, 0.999991, 0.99999, 0.999989], ""v4"": [0.999998], ""v5"": [0.999999, 0.999999], ""v6"": [0.999998, 0.999995, 0.999993], ""v7"": [0.999994], ""v8"": [0.535235, 0.533093, 0.525656, 0.514528, 0.483924, 0.446662, 0.416403], ""v9"": [0.998885, 0.998568], ""v10"": [0.999967, 0.999959, 0.999881]}"
12,14,45,1,True,regret,1105,1.514188,0.00099957,1105,1.514188,0.22614105,0.00000000,0.22614105,0.001,,"{""v0"": 0.448229, ""v1"": 0.000195, ""v2"": 6.5e-05, ""v3"": 6.5e-05, ""v4"": 6.5e-05, ""v5"": 6.5e-05, ""v6"": 6.5e-05, ""v7"": 6.6e-05, ""v8"": 6.5e-05, ""v9"": 6.5e-05, ""v10"": 6.5e-05, ""v11"": 0.001481, ""v12"": 0.544646, ""v13"": 0.004865}","{""v0"": [0.240001, 0.222523, 0.18654, 0.173959, 0.119364], ""v1"": [0.454731, 0.454681], ""v2"": [0.454595], ""v3"": [0.454764, 0.454729, 0.454726], ""v4"": [0.454858, 0.454855, 0.454834, 0.454803], ""v5"": [0.454714, 0.454674], ""v6"": [0.454864, 0.454856, 0.454811, 0.454674], ""v7"": [0.454853, 0.454805], ""v8"": [0.454931], ""v9"": [0.454987, 0.454981, 0.454967, 0.454965, 0.454962], ""v10"": [0.455038, 0.455016, 0.455001, 0.45499], ""v11"": [0.453861, 0.453691, 0.453583], ""v12"": [0.455083, 0.444451, 0.441718, 0.438057, 0.423243, 0.397183, 0.265534], ""v13"": [0.993254, 0.99303]}"
