network_id,n_controls,total_Q,rho,batch,runs,exact_runs,exact_iters,max_iters,exact_time_s,exact_time_std,target_obj,stoch_reached,stoch_iters_to_target,stoch_time_to_target_s,extra_iters,extra_time_s,iter_ratio,time_ratio,target_ell
10,12,38,5.0,1,10,10,2000,100000,3.332440,0.004832,0.38469095,10/10,4125.9,0.820389,2125.9,-2.512051,2.063,0.246,"{""v0"": 0.153022, ""v1"": 0.174504, ""v2"": 0.176465, ""v3"": 0.003562, ""v4"": 4.2e-05, ""v5"": 4.5e-05, ""v6"": 0.004042, ""v7"": 4.2e-05, ""v8"": 0.131332, ""v9"": 0.002808, ""v10"": 0.17763, ""v11"": 0.176506}"
11,11,36,5.0,1,10,10,2000,100000,2.731415,0.003433,0.06230781,10/10,1396.4,0.346989,-603.6,-2.384426,0.698,0.127,"{""v0"": 0.21367, ""v1"": 0.241164, ""v2"": 0.001768, ""v3"": 4.5e-05, ""v4"": 4.5e-05, ""v5"": 0.002064, ""v6"": 4.8e-05, ""v7"": 4.5e-05, ""v8"": 0.53273, ""v9"": 0.002857, ""v10"": 0.005561}"
12,14,45,5.0,1,10,10,2000,100000,3.206464,0.024572,0.00256463,1/10,99306.0,57.168610,97306.0,53.962145,49.653,17.829,"{""v0"": 0.334423, ""v1"": 0.000429, ""v2"": 3.6e-05, ""v3"": 3.6e-05, ""v4"": 3.6e-05, ""v5"": 3.6e-05, ""v6"": 3.6e-05, ""v7"": 3.6e-05, ""v8"": 3.6e-05, ""v9"": 3.6e-05, ""v10"": 3.6e-05, ""v11"": 0.001391, ""v12"": 0.358646, ""v13"": 0.30479}"
13,12,35,5.0,1,10,10,2000,100000,3.765748,0.010915,0.19236383,10/10,12068.4,3.448795,10068.4,-0.316953,6.034,0.916,"{""v0"": 0.302973, ""v1"": 0.251984, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 4.2e-05, ""v5"": 9.1e-05, ""v6"": 0.003479, ""v7"": 0.230793, ""v8"": 0.209837, ""v9"": 9.4e-05, ""v10"": 0.000263, ""v11"": 0.00036}"
14,14,34,5.0,1,10,10,2000,100000,2.408943,0.007320,0.00256327,10/10,16889.8,8.767802,14889.8,6.358859,8.445,3.640,"{""v0"": 0.022018, ""v1"": 0.000501, ""v2"": 3.6e-05, ""v3"": 0.002751, ""v4"": 3.6e-05, ""v5"": 3.6e-05, ""v6"": 0.000419, ""v7"": 3.6e-05, ""v8"": 3.6e-05, ""v9"": 3.6e-05, ""v10"": 0.000144, ""v11"": 0.414085, ""v12"": 0.229753, ""v13"": 0.330115}"
15,14,45,5.0,1,10,10,2000,100000,3.045818,0.013622,0.00416415,0/10,,,,,,,"{""v0"": 0.489716, ""v1"": 0.001441, ""v2"": 0.000792, ""v3"": 0.506778, ""v4"": 0.00053, ""v5"": 3.6e-05, ""v6"": 3.6e-05, ""v7"": 3.6e-05, ""v8"": 0.000153, ""v9"": 3.6e-05, ""v10"": 7e-05, ""v11"": 8.8e-05, ""v12"": 3.6e-05, ""v13"": 0.000254}"
16,10,27,5.0,1,10,10,2000,100000,2.570321,0.006042,0.03979748,10/10,3732.2,1.670568,1732.2,-0.899753,1.866,0.650,"{""v0"": 0.0114, ""v1"": 0.000384, ""v2"": 0.017891, ""v3"": 0.004781, ""v4"": 0.003192, ""v5"": 5e-05, ""v6"": 0.547501, ""v7"": 0.286697, ""v8"": 0.058819, ""v9"": 0.069284}"
17,12,37,5.0,1,10,10,2000,100000,3.631496,0.008056,0.06229028,10/10,3184.3,1.126635,1184.3,-2.504861,1.592,0.310,"{""v0"": 0.002251, ""v1"": 0.000162, ""v2"": 0.000528, ""v3"": 0.000162, ""v4"": 0.531098, ""v5"": 0.00039, ""v6"": 4.2e-05, ""v7"": 4.2e-05, ""v8"": 4.2e-05, ""v9"": 0.003991, ""v10"": 0.343599, ""v11"": 0.117695}"
18,10,20,5.0,1,10,10,2000,100000,2.123326,0.004241,0.42153126,10/10,2536.2,0.376960,536.2,-1.746366,1.268,0.178,"{""v0"": 0.141272, ""v1"": 0.136398, ""v2"": 0.007838, ""v3"": 0.001009, ""v4"": 0.000141, ""v5"": 0.108969, ""v6"": 0.155389, ""v7"": 0.15189, ""v8"": 0.148496, ""v9"": 0.148597}"
19,10,32,5.0,1,10,10,2000,100000,1.994919,0.005135,0.00166756,8/10,80346.4,22.473028,78346.4,20.478109,40.173,11.265,"{""v0"": 0.003137, ""v1"": 0.001272, ""v2"": 0.001209, ""v3"": 0.002622, ""v4"": 0.003314, ""v5"": 0.000248, ""v6"": 0.000382, ""v7"": 0.000332, ""v8"": 0.000373, ""v9"": 0.987111}"
20,10,24,5.0,1,10,10,2000,100000,2.156482,0.006707,0.22209482,10/10,3915.5,1.028673,1915.5,-1.127808,1.958,0.477,"{""v0"": 0.180203, ""v1"": 0.077454, ""v2"": 0.06899, ""v3"": 0.014065, ""v4"": 5.4e-05, ""v5"": 0.067343, ""v6"": 0.001218, ""v7"": 0.131475, ""v8"": 0.196075, ""v9"": 0.263122}"
21,11,25,5.0,1,10,10,2000,100000,2.105743,0.004356,0.16748685,10/10,11589.4,2.013992,9589.4,-0.091752,5.795,0.956,"{""v0"": 0.069168, ""v1"": 6e-05, ""v2"": 9.5e-05, ""v3"": 4.6e-05, ""v4"": 4.5e-05, ""v5"": 0.317548, ""v6"": 0.003531, ""v7"": 0.000335, ""v8"": 0.000313, ""v9"": 0.280328, ""v10"": 0.328532}"
22,13,42,5.0,1,10,10,2000,100000,2.363568,0.008017,0.00610567,10/10,5097.2,1.726059,3097.2,-0.637509,2.549,0.730,"{""v0"": 0.000304, ""v1"": 0.000605, ""v2"": 3.8e-05, ""v3"": 3.8e-05, ""v4"": 3.8e-05, ""v5"": 3.8e-05, ""v6"": 3.8e-05, ""v7"": 3.8e-05, ""v8"": 3.8e-05, ""v9"": 0.002166, ""v10"": 0.000689, ""v11"": 0.004633, ""v12"": 0.991333}"
23,14,37,5.0,1,10,10,2000,100000,2.006131,0.004438,0.00108897,1/10,50687.0,18.276169,48687.0,16.270038,25.343,9.110,"{""v0"": 9.5e-05, ""v1"": 0.001211, ""v2"": 0.000569, ""v3"": 0.000334, ""v4"": 0.409947, ""v5"": 0.220443, ""v6"": 0.002059, ""v7"": 5.6e-05, ""v8"": 0.000153, ""v9"": 0.364914, ""v10"": 4.1e-05, ""v11"": 3.6e-05, ""v12"": 0.000107, ""v13"": 3.6e-05}"
24,11,36,5.0,1,10,10,2000,100000,1.891513,0.009660,0.00188990,10/10,23035.3,5.311579,21035.3,3.420066,11.518,2.808,"{""v0"": 0.001737, ""v1"": 4.5e-05, ""v2"": 4.5e-05, ""v3"": 0.000158, ""v4"": 0.349848, ""v5"": 0.647231, ""v6"": 0.000126, ""v7"": 0.000221, ""v8"": 0.000148, ""v9"": 4.5e-05, ""v10"": 0.000396}"
25,31,129,5.0,1,10,10,2000,100000,10.017044,0.101486,0.10760042,10/10,13466.9,14.472680,11466.9,4.455636,6.733,1.445,"{""v0"": 0.257273, ""v1"": 0.001065, ""v2"": 1.6e-05, ""v3"": 0.000135, ""v4"": 1.6e-05, ""v5"": 1.6e-05, ""v6"": 1.8e-05, ""v7"": 1.6e-05, ""v8"": 1.6e-05, ""v9"": 1.6e-05, ""v10"": 1.6e-05, ""v11"": 1.6e-05, ""v12"": 0.000143, ""v13"": 1.7e-05, ""v14"": 1.6e-05, ""v15"": 1.6e-05, ""v16"": 1.6e-05, ""v17"": 0.172242, ""v18"": 0.077119, ""v19"": 0.004104, ""v20"": 0.000176, ""v21"": 1.6e-05, ""v22"": 1.6e-05, ""v23"": 1.6e-05, ""v24"": 1.6e-05, ""v25"": 1.6e-05, ""v26"": 1.6e-05, ""v27"": 1.6e-05, ""v28"": 0.090287, ""v29"": 0.002154, ""v30"": 0.394977}"
26,41,111,5.0,1,10,10,2000,100000,12.179119,0.094296,0.27815783,10/10,4134.6,3.769399,2134.6,-8.409720,2.067,0.309,"{""v0"": 0.068891, ""v1"": 0.000655, ""v2"": 0.000126, ""v3"": 1.2e-05, ""v4"": 2.8e-05, ""v5"": 0.034654, ""v6"": 2.2e-05, ""v7"": 0.101891, ""v8"": 0.057644, ""v9"": 0.088866, ""v10"": 0.145439, ""v11"": 0.072522, ""v12"": 0.011376, ""v13"": 1.4e-05, ""v14"": 1.2e-05, ""v15"": 0.000143, ""v16"": 0.000318, ""v17"": 0.000201, ""v18"": 0.000207, ""v19"": 1.8e-05, ""v20"": 1.2e-05, ""v21"": 0.000143, ""v22"": 0.009007, ""v23"": 0.00012, ""v24"": 1.4e-05, ""v25"": 2e-05, ""v26"": 1.2e-05, ""v27"": 1.2e-05, ""v28"": 2.5e-05, ""v29"": 1.2e-05, ""v30"": 1.2e-05, ""v31"": 1.2e-05, ""v32"": 1.2e-05, ""v33"": 1.2e-05, ""v34"": 2e-05, ""v35"": 1.2e-05, ""v36"": 1.2e-05, ""v37"": 0.15913, ""v38"": 0.060787, ""v39"": 0.170088, ""v40"": 0.017484}"
27,43,150,5.0,1,10,10,2000,100000,12.251346,0.124567,0.00249281,10/10,10427.5,12.807709,8427.5,0.556363,5.214,1.045,"{""v0"": 0.195374, ""v1"": 0.000893, ""v2"": 0.001426, ""v3"": 1.2e-05, ""v4"": 1.2e-05, ""v5"": 0.003417, ""v6"": 0.215657, ""v7"": 0.264973, ""v8"": 0.313456, ""v9"": 1.2e-05, ""v10"": 1.4e-05, ""v11"": 0.000335, ""v12"": 0.000334, ""v13"": 1.2e-05, ""v14"": 1.2e-05, ""v15"": 1.2e-05, ""v16"": 1.2e-05, ""v17"": 1.2e-05, ""v18"": 1.2e-05, ""v19"": 1.2e-05, ""v20"": 0.000404, ""v21"": 0.000179, ""v22"": 0.001665, ""v23"": 0.000457, ""v24"": 0.000444, ""v25"": 2.1e-05, ""v26"": 1.2e-05, ""v27"": 1.2e-05, ""v28"": 0.000649, ""v29"": 1.2e-05, ""v30"": 1.2e-05, ""v31"": 1.2e-05, ""v32"": 1.2e-05, ""v33"": 1.2e-05, ""v34"": 1.2e-05, ""v35"": 1.2e-05, ""v36"": 1.2e-05, ""v37"": 1.2e-05, ""v38"": 1.2e-05, ""v39"": 1.2e-05, ""v40"": 1.2e-05, ""v41"": 1.2e-05, ""v42"": 1.2e-05}"
28,44,144,5.0,1,10,10,2000,100000,16.487150,0.033646,0.46777914,10/10,2965.1,2.476843,965.1,-14.010307,1.483,0.150,"{""v0"": 0.096063, ""v1"": 0.124049, ""v2"": 0.141306, ""v3"": 0.136924, ""v4"": 0.136001, ""v5"": 0.138249, ""v6"": 0.078491, ""v7"": 0.01304, ""v8"": 1.1e-05, ""v9"": 1.1e-05, ""v10"": 1.1e-05, ""v11"": 1.1e-05, ""v12"": 0.002735, ""v13"": 0.002101, ""v14"": 1.1e-05, ""v15"": 0.000281, ""v16"": 3e-05, ""v17"": 3.2e-05, ""v18"": 1.1e-05, ""v19"": 1.1e-05, ""v20"": 1.1e-05, ""v21"": 1.1e-05, ""v22"": 1.1e-05, ""v23"": 1.1e-05, ""v24"": 1.1e-05, ""v25"": 1.1e-05, ""v26"": 1.1e-05, ""v27"": 1.1e-05, ""v28"": 1.1e-05, ""v29"": 1.1e-05, ""v30"": 1.1e-05, ""v31"": 1.1e-05, ""v32"": 1.1e-05, ""v33"": 1.1e-05, ""v34"": 1.1e-05, ""v35"": 0.129824, ""v36"": 1.1e-05, ""v37"": 1.1e-05, ""v38"": 5.8e-05, ""v39"": 0.000498, ""v40"": 1.1e-05, ""v41"": 1.1e-05, ""v42"": 1.1e-05, ""v43"": 1.1e-05}"
29,38,148,5.0,1,10,10,2000,100000,9.701846,0.016995,0.00091417,10/10,9260.4,13.172121,7260.4,3.470275,4.630,1.358,"{""v0"": 0.000218, ""v1"": 0.000413, ""v2"": 1.7e-05, ""v3"": 1.3e-05, ""v4"": 0.000655, ""v5"": 1.3e-05, ""v6"": 1.3e-05, ""v7"": 1.3e-05, ""v8"": 1.3e-05, ""v9"": 1.3e-05, ""v10"": 1.3e-05, ""v11"": 1.3e-05, ""v12"": 1.3e-05, ""v13"": 1.3e-05, ""v14"": 1.3e-05, ""v15"": 0.001542, ""v16"": 0.030882, ""v17"": 0.202784, ""v18"": 0.174183, ""v19"": 0.269555, ""v20"": 0.161187, ""v21"": 0.000405, ""v22"": 1.3e-05, ""v23"": 1.3e-05, ""v24"": 1.3e-05, ""v25"": 1.3e-05, ""v26"": 1.3e-05, ""v27"": 1.3e-05, ""v28"": 1.3e-05, ""v29"": 1.3e-05, ""v30"": 1.3e-05, ""v31"": 1.3e-05, ""v32"": 0.157539, ""v33"": 0.000289, ""v34"": 1.3e-05, ""v35"": 1.3e-05, ""v36"": 1.3e-05, ""v37"": 1.3e-05}"
30,44,100,5.0,1,10,10,2000,100000,8.375964,0.019713,0.04239902,10/10,7447.3,6.679112,5447.3,-1.696852,3.724,0.797,"{""v0"": 0.269005, ""v1"": 0.099061, ""v2"": 0.019809, ""v3"": 0.000143, ""v4"": 1.1e-05, ""v5"": 1.1e-05, ""v6"": 1.4e-05, ""v7"": 1.1e-05, ""v8"": 1.1e-05, ""v9"": 1.1e-05, ""v10"": 1.1e-05, ""v11"": 1.1e-05, ""v12"": 1.1e-05, ""v13"": 1.1e-05, ""v14"": 1.1e-05, ""v15"": 1.4e-05, ""v16"": 1.1e-05, ""v17"": 1.1e-05, ""v18"": 1.1e-05, ""v19"": 1.1e-05, ""v20"": 1.1e-05, ""v21"": 0.000131, ""v22"": 1.1e-05, ""v23"": 1.1e-05, ""v24"": 0.001353, ""v25"": 0.000685, ""v26"": 1.1e-05, ""v27"": 5e-05, ""v28"": 1.1e-05, ""v29"": 9.4e-05, ""v30"": 6e-05, ""v31"": 1.1e-05, ""v32"": 1.1e-05, ""v33"": 1.1e-05, ""v34"": 1.1e-05, ""v35"": 1.1e-05, ""v36"": 1.1e-05, ""v37"": 1.1e-05, ""v38"": 1.1e-05, ""v39"": 1.1e-05, ""v40"": 1.1e-05, ""v41"": 0.006212, ""v42"": 0.003399, ""v43"": 0.599641}"
31,35,150,5.0,1,10,10,2000,100000,16.069016,0.020825,0.14671909,10/10,3820.4,5.177381,1820.4,-10.891635,1.910,0.322,"{""v0"": 0.330758, ""v1"": 0.174866, ""v2"": 0.172348, ""v3"": 0.002431, ""v4"": 0.000272, ""v5"": 4.9e-05, ""v6"": 1.4e-05, ""v7"": 0.000224, ""v8"": 0.004816, ""v9"": 0.093816, ""v10"": 0.085096, ""v11"": 3.7e-05, ""v12"": 1.4e-05, ""v13"": 2.5e-05, ""v14"": 0.001872, ""v15"": 0.001857, ""v16"": 1.5e-05, ""v17"": 1.4e-05, ""v18"": 1.4e-05, ""v19"": 1.5e-05, ""v20"": 1.4e-05, ""v21"": 1.4e-05, ""v22"": 1.4e-05, ""v23"": 1.4e-05, ""v24"": 1.4e-05, ""v25"": 1.4e-05, ""v26"": 1.4e-05, ""v27"": 1.4e-05, ""v28"": 1.4e-05, ""v29"": 0.016447, ""v30"": 1.9e-05, ""v31"": 1.9e-05, ""v32"": 0.007001, ""v33"": 2e-05, ""v34"": 0.107815}"
32,43,102,5.0,1,10,10,2000,100000,10.061065,0.079420,0.29727579,10/10,4442.9,3.655161,2442.9,-6.405904,2.221,0.363,"{""v0"": 0.108812, ""v1"": 0.22089, ""v2"": 0.205151, ""v3"": 0.151506, ""v4"": 0.12038, ""v5"": 0.174826, ""v6"": 0.000323, ""v7"": 0.000771, ""v8"": 0.00018, ""v9"": 1.2e-05, ""v10"": 0.003927, ""v11"": 1.6e-05, ""v12"": 2e-05, ""v13"": 1.2e-05, ""v14"": 1.2e-05, ""v15"": 1.2e-05, ""v16"": 1.2e-05, ""v17"": 1.2e-05, ""v18"": 0.000482, ""v19"": 3.9e-05, ""v20"": 1.2e-05, ""v21"": 1.2e-05, ""v22"": 1.2e-05, ""v23"": 1.2e-05, ""v24"": 1.2e-05, ""v25"": 1.2e-05, ""v26"": 1.2e-05, ""v27"": 1.2e-05, ""v28"": 1.2e-05, ""v29"": 1.2e-05, ""v30"": 1.2e-05, ""v31"": 1.2e-05, ""v32"": 0.000146, ""v33"": 1.2e-05, ""v34"": 1.2e-05, ""v35"": 1.2e-05, ""v36"": 1.2e-05, ""v37"": 0.006413, ""v38"": 0.000902, ""v39"": 0.00405, ""v40"": 0.000801, ""v41"": 5.2e-05, ""v42"": 5.7e-05}"
33,37,122,5.0,1,10,10,2000,100000,10.546703,0.075892,0.23252995,10/10,4856.5,4.254519,2856.5,-6.292184,2.428,0.403,"{""v0"": 0.134894, ""v1"": 0.074561, ""v2"": 0.268077, ""v3"": 0.246754, ""v4"": 0.151337, ""v5"": 0.104413, ""v6"": 0.000656, ""v7"": 0.002947, ""v8"": 0.000204, ""v9"": 0.000266, ""v10"": 0.003952, ""v11"": 0.000542, ""v12"": 0.005099, ""v13"": 0.000274, ""v14"": 0.000123, ""v15"": 1.4e-05, ""v16"": 1.4e-05, ""v17"": 1.4e-05, ""v18"": 1.4e-05, ""v19"": 1.4e-05, ""v20"": 1.4e-05, ""v21"": 1.4e-05, ""v22"": 1.4e-05, ""v23"": 1.4e-05, ""v24"": 0.000172, ""v25"": 1.6e-05, ""v26"": 1.4e-05, ""v27"": 1.4e-05, ""v28"": 0.001999, ""v29"": 0.000382, ""v30"": 0.002182, ""v31"": 0.000601, ""v32"": 9e-05, ""v33"": 1.4e-05, ""v34"": 1.4e-05, ""v35"": 8.7e-05, ""v36"": 0.000196}"
34,32,117,5.0,1,10,10,2000,100000,11.433196,0.010235,0.25636228,10/10,3048.4,2.598894,1048.4,-8.834301,1.524,0.227,"{""v0"": 0.251572, ""v1"": 0.254882, ""v2"": 0.004078, ""v3"": 0.002253, ""v4"": 0.000598, ""v5"": 0.001047, ""v6"": 0.000594, ""v7"": 0.073836, ""v8"": 0.092683, ""v9"": 0.168087, ""v10"": 0.053218, ""v11"": 0.072999, ""v12"": 1.6e-05, ""v13"": 1.6e-05, ""v14"": 1.6e-05, ""v15"": 1.6e-05, ""v16"": 1.6e-05, ""v17"": 1.6e-05, ""v18"": 1.6e-05, ""v19"": 1.6e-05, ""v20"": 1.6e-05, ""v21"": 1.6e-05, ""v22"": 1.6e-05, ""v23"": 1.6e-05, ""v24"": 0.001984, ""v25"": 1.6e-05, ""v26"": 0.000232, ""v27"": 0.020704, ""v28"": 0.000185, ""v29"": 0.00073, ""v30"": 7.4e-05, ""v31"": 4.1e-05}"
35,42,133,5.0,1,10,10,2000,100000,10.219871,0.025757,0.00139605,10/10,8670.6,6.663296,6670.6,-3.556575,4.335,0.652,"{""v0"": 0.002305, ""v1"": 9.7e-05, ""v2"": 1.2e-05, ""v3"": 3.5e-05, ""v4"": 0.451595, ""v5"": 0.543939, ""v6"": 1.2e-05, ""v7"": 1.2e-05, ""v8"": 1.2e-05, ""v9"": 1.2e-05, ""v10"": 1.2e-05, ""v11"": 1.2e-05, ""v12"": 1.2e-05, ""v13"": 1.2e-05, ""v14"": 1.2e-05, ""v15"": 1.2e-05, ""v16"": 1.2e-05, ""v17"": 1.2e-05, ""v18"": 1.2e-05, ""v19"": 1.2e-05, ""v20"": 1.2e-05, ""v21"": 1.2e-05, ""v22"": 1.2e-05, ""v23"": 1.2e-05, ""v24"": 1.2e-05, ""v25"": 1.2e-05, ""v26"": 1.2e-05, ""v27"": 1.2e-05, ""v28"": 1.2e-05, ""v29"": 1.2e-05, ""v30"": 0.001584, ""v31"": 2.8e-05, ""v32"": 1.2e-05, ""v33"": 1.2e-05, ""v34"": 1.2e-05, ""v35"": 1.2e-05, ""v36"": 1.2e-05, ""v37"": 1.2e-05, ""v38"": 1.2e-05, ""v39"": 1.2e-05, ""v40"": 1.2e-05, ""v41"": 1.2e-05}"
36,31,113,5.0,1,10,10,2000,100000,8.681001,0.051417,0.06513355,10/10,8246.7,12.395550,6246.7,3.714549,4.123,1.428,"{""v0"": 0.002103, ""v1"": 0.000497, ""v2"": 0.000652, ""v3"": 0.231236, ""v4"": 0.001728, ""v5"": 0.000479, ""v6"": 1.8e-05, ""v7"": 1.6e-05, ""v8"": 1.6e-05, ""v9"": 1.6e-05, ""v10"": 1.6e-05, ""v11"": 1.6e-05, ""v12"": 1.6e-05, ""v13"": 0.00126, ""v14"": 1.6e-05, ""v15"": 0.000353, ""v16"": 1.6e-05, ""v17"": 1.6e-05, ""v18"": 4.9e-05, ""v19"": 0.232091, ""v20"": 0.001748, ""v21"": 0.000816, ""v22"": 0.262323, ""v23"": 0.134478, ""v24"": 0.122031, ""v25"": 0.003227, ""v26"": 0.00228, ""v27"": 0.00153, ""v28"": 0.000868, ""v29"": 6.2e-05, ""v30"": 2.5e-05}"
37,41,116,5.0,1,10,10,2000,100000,10.132053,0.071855,0.06461247,10/10,2014.6,2.130150,14.6,-8.001903,1.007,0.210,"{""v0"": 0.312011, ""v1"": 0.156887, ""v2"": 0.002109, ""v3"": 2.5e-05, ""v4"": 1.2e-05, ""v5"": 1.2e-05, ""v6"": 0.00013, ""v7"": 1.2e-05, ""v8"": 0.000425, ""v9"": 0.003539, ""v10"": 0.001628, ""v11"": 1.2e-05, ""v12"": 1.2e-05, ""v13"": 1.2e-05, ""v14"": 1.2e-05, ""v15"": 1.2e-05, ""v16"": 1.2e-05, ""v17"": 1.2e-05, ""v18"": 1.2e-05, ""v19"": 1.2e-05, ""v20"": 1.2e-05, ""v21"": 1.2e-05, ""v22"": 1.2e-05, ""v23"": 1.2e-05, ""v24"": 1.2e-05, ""v25"": 0.512632, ""v26"": 0.006187, ""v27"": 0.000448, ""v28"": 0.000253, ""v29"": 0.000123, ""v30"": 1.2e-05, ""v31"": 1.2e-05, ""v32"": 1.2e-05, ""v33"": 1.2e-05, ""v34"": 0.000142, ""v35"": 9.9e-05, ""v36"": 1.2e-05, ""v37"": 1.2e-05, ""v38"": 1.2e-05, ""v39"": 9.8e-05, ""v40"": 0.002971}"
