network_id,n_controls,total_Q,method,converged,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,850,0.923859,0.00099974,850,0.923859,0.24056612,0.00000000,0.24056612,0.001,,"{""v0"": 0.000353, ""v1"": 0.000179, ""v2"": 0.004204, ""v3"": 0.001868, ""v4"": 0.431138, ""v5"": 9e-05, ""v6"": 0.000613, ""v7"": 9e-05, ""v8"": 9e-05, ""v9"": 0.000225, ""v10"": 0.001121, ""v11"": 0.180952, ""v12"": 0.379076}","{""v0"": [0.295299, 0.29527, 0.295173, 0.294828], ""v1"": [0.295409, 0.295358, 0.295343, 0.295271, 0.295232, 0.295215, 0.295147], ""v2"": [0.2955, 0.293164, 0.292123, 0.290284], ""v3"": [0.297504, 0.296928, 0.296363], ""v4"": [0.298304, 0.287371, 0.229075], ""v5"": [0.518777], ""v6"": [0.518515, 0.518376, 0.518245], ""v7"": [0.518892, 0.518772], ""v8"": [0.519028, 0.518933, 0.518858], ""v9"": [0.518971, 0.518969, 0.518928, 0.518816, 0.518708], ""v10"": [0.518221, 0.518109, 0.517974, 0.516841], ""v11"": [0.519138, 0.516032], ""v12"": [0.652455, 0.645948, 0.628716, 0.61151, 0.556265]}"
0,13,46,2,True,8758,9.419042,0.00099486,8758,9.419042,0.24009362,-0.00047249,0.24056612,0.001,1,"{""v0"": 9e-06, ""v1"": 2.3e-05, ""v2"": 0.008505, ""v3"": 0.000574, ""v4"": 0.412943, ""v5"": 9e-06, ""v6"": 8.9e-05, ""v7"": 0.000181, ""v8"": 9e-06, ""v9"": 2.3e-05, ""v10"": 9e-06, ""v11"": 0.179827, ""v12"": 0.397799}","{""v0"": [0.295074, 0.295073, 0.29507, 0.295062], ""v1"": [0.295067, 0.29506, 0.295058, 0.295049, 0.295044, 0.295042, 0.295033], ""v2"": [0.295079, 0.290391, 0.28837, 0.28533], ""v3"": [0.299008, 0.298829, 0.298652], ""v4"": [0.299256, 0.288602, 0.231396], ""v5"": [0.509398], ""v6"": [0.50935, 0.50933, 0.509311], ""v7"": [0.509207, 0.508973], ""v8"": [0.509416, 0.509407, 0.5094], ""v9"": [0.50941, 0.50941, 0.509406, 0.509394, 0.509383], ""v10"": [0.50942, 0.509419, 0.509418, 0.509409], ""v11"": [0.509427, 0.506395], ""v12"": [0.639391, 0.632777, 0.615285, 0.597856, 0.542123]}"
1,14,45,1,True,142103,197.033572,0.00099986,142103,197.033572,0.55850803,0.00000000,0.55850803,0.001,,"{""v0"": 0.238964, ""v1"": 0.395057, ""v2"": 0.237438, ""v3"": 0.127231, ""v4"": 0.000459, ""v5"": 5e-06, ""v6"": 1e-05, ""v7"": 6e-06, ""v8"": 0.000112, ""v9"": 3e-06, ""v10"": 0.000404, ""v11"": 0.000309, ""v12"": 1e-06, ""v13"": 1e-06}","{""v0"": [0.567987], ""v1"": [0.567589, 0.508966, 0.415788], ""v2"": [0.567442, 0.415843], ""v3"": [0.838122, 0.810822, 0.760968, 0.679964, 0.657082], ""v4"": [0.999522, 0.999513, 0.999446, 0.9993], ""v5"": [0.999977, 0.999976], ""v6"": [0.999983, 0.999983, 0.999983, 0.999977], ""v7"": [0.999869, 0.999866], ""v8"": [0.999877, 0.999868, 0.999855, 0.999788], ""v9"": [0.999997, 0.999997, 0.999995, 0.999995], ""v10"": [0.999595, 0.999508, 0.998198], ""v11"": [0.999673, 0.999569, 0.999538, 0.99913, 0.998975], ""v12"": [0.999997], ""v13"": [0.999999, 0.999999, 0.999999, 0.999999, 0.999998]}"
1,14,45,2,True,352885,257.435247,0.00099985,352885,257.435247,0.55841624,-0.00009179,0.55850803,0.001,1,"{""v0"": 0.239159, ""v1"": 0.395116, ""v2"": 0.239003, ""v3"": 0.125546, ""v4"": 1.9e-05, ""v5"": 1.4e-05, ""v6"": 0.000312, ""v7"": 1e-05, ""v8"": 0.000421, ""v9"": 0.000383, ""v10"": 6e-06, ""v11"": 8e-06, ""v12"": 2e-06, ""v13"": 1e-06}","{""v0"": [0.567771], ""v1"": [0.567552, 0.508928, 0.41575], ""v2"": [0.567517, 0.415315], ""v3"": [0.840036, 0.812985, 0.763533, 0.683034, 0.660262], ""v4"": [0.999974, 0.999974, 0.999971, 0.999965], ""v5"": [0.999548, 0.999544], ""v6"": [0.999567, 0.999562, 0.999557, 0.999397], ""v7"": [0.999532, 0.999527], ""v8"": [0.999544, 0.999512, 0.999464, 0.999215], ""v9"": [0.999612, 0.999556, 0.999359, 0.999267], ""v10"": [0.999994, 0.999993, 0.999973], ""v11"": [0.999991, 0.999989, 0.999988, 0.999977, 0.999973], ""v12"": [0.999991], ""v13"": [0.999999, 0.999999, 0.999999, 0.999999, 0.999997]}"
2,13,31,1,True,303021,329.186441,0.00099999,303021,329.186441,0.61231210,0.00000000,0.61231210,0.001,,"{""v0"": 0.00044, ""v1"": 0.000433, ""v2"": 0.000354, ""v3"": 9e-06, ""v4"": 1e-06, ""v5"": 0.0, ""v6"": 0.190492, ""v7"": 0.190385, ""v8"": 0.469978, ""v9"": 0.14782, ""v10"": 0.0, ""v11"": 8.3e-05, ""v12"": 6e-06}","{""v0"": [0.61651, 0.616267, 0.616208, 0.616146], ""v1"": [0.616173, 0.615682], ""v2"": [0.616545, 0.616306, 0.616132], ""v3"": [0.616865, 0.616843], ""v4"": [0.616897, 0.616896], ""v5"": [0.616899, 0.616899, 0.616899], ""v6"": [0.616663, 0.568528, 0.438964], ""v7"": [0.792263, 0.616456], ""v8"": [0.616769, 0.312148, 0.308365], ""v9"": [0.6169], ""v10"": [0.999994], ""v11"": [0.999916, 0.999833], ""v12"": [0.999994, 0.999989, 0.999988]}"
2,13,31,2,True,426713,327.787868,0.00100000,426713,327.787868,0.61234966,0.00003756,0.61231210,0.001,1,"{""v0"": 1.4e-05, ""v1"": 8.5e-05, ""v2"": 0.000347, ""v3"": 0.000355, ""v4"": 4e-06, ""v5"": 2e-06, ""v6"": 0.190792, ""v7"": 0.190048, ""v8"": 0.470033, ""v9"": 0.147877, ""v10"": 0.0, ""v11"": 7e-06, ""v12"": 0.000438}","{""v0"": [0.616759, 0.616736, 0.61673, 0.616724], ""v1"": [0.616616, 0.61652], ""v2"": [0.616484, 0.61625, 0.61608], ""v3"": [0.61632, 0.616028], ""v4"": [0.616774, 0.616764], ""v5"": [0.616784, 0.616783, 0.616783], ""v6"": [0.616685, 0.568501, 0.43881], ""v7"": [0.792579, 0.616911], ""v8"": [0.61672, 0.31211, 0.308327], ""v9"": [0.616787], ""v10"": [0.999993], ""v11"": [0.999993, 0.999987], ""v12"": [0.999526, 0.999126, 0.999063]}"
3,12,43,1,True,129873,315.634886,0.00099996,129873,315.634886,0.76245647,0.00000000,0.76245647,0.001,,"{""v0"": 0.082597, ""v1"": 2e-06, ""v2"": 1e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 0.189241, ""v6"": 0.248821, ""v7"": 0.000624, ""v8"": 0.000479, ""v9"": 9.8e-05, ""v10"": 0.243736, ""v11"": 0.2344}","{""v0"": [0.761785], ""v1"": [0.999998, 0.999997, 0.999995], ""v2"": [0.999999, 0.999999, 0.999999, 0.999997], ""v3"": [0.999999, 0.999999], ""v4"": [0.999999, 0.999999, 0.999998], ""v5"": [0.76243, 0.749311, 0.746505, 0.622969, 0.602891, 0.592699, 0.580839], ""v6"": [0.762494, 0.733973, 0.723084, 0.654703, 0.633206, 0.587854, 0.50268], ""v7"": [0.761954, 0.7617], ""v8"": [0.762081, 0.761581, 0.761189], ""v9"": [0.762409, 0.762304, 0.762288], ""v10"": [0.762526, 0.735082, 0.692467, 0.546849], ""v11"": [0.762516, 0.708594, 0.658413, 0.511986]}"
3,12,43,2,True,205800,118.998535,0.00099987,205800,118.998535,0.76254790,0.00009143,0.76245647,0.001,1,"{""v0"": 0.082466, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 1e-06, ""v5"": 0.189153, ""v6"": 0.248722, ""v7"": 0.000115, ""v8"": 0.000704, ""v9"": 0.001067, ""v10"": 0.243553, ""v11"": 0.23422}","{""v0"": [0.762084], ""v1"": [1.0, 0.999999, 0.999999], ""v2"": [0.999999, 0.999999, 0.999999, 0.999998], ""v3"": [0.999999, 0.999999], ""v4"": [0.999999, 0.999999, 0.999998], ""v5"": [0.762521, 0.749406, 0.7466, 0.623088, 0.603012, 0.592821, 0.580961], ""v6"": [0.762575, 0.734061, 0.723174, 0.654804, 0.63331, 0.587962, 0.502792], ""v7"": [0.762572, 0.762525], ""v8"": [0.762025, 0.761292, 0.760716], ""v9"": [0.761415, 0.760288, 0.760116], ""v10"": [0.762678, 0.735246, 0.692646, 0.547057], ""v11"": [0.762671, 0.70877, 0.658605, 0.5122]}"
4,14,47,1,True,282734,737.361105,0.00099996,282734,737.361105,0.73222990,0.00000000,0.73222990,0.001,,"{""v0"": 0.197105, ""v1"": 2e-06, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.307285, ""v6"": 0.013968, ""v7"": 0.136863, ""v8"": 0.125564, ""v9"": 0.0, ""v10"": 0.000256, ""v11"": 1e-06, ""v12"": 0.098335, ""v13"": 0.120619}","{""v0"": [0.732256, 0.559107], ""v1"": [0.999997, 0.999996], ""v2"": [0.999999, 0.999999], ""v3"": [0.999999, 0.999999, 0.999999, 0.999999], ""v4"": [1.0, 1.0, 1.0, 1.0], ""v5"": [0.732258, 0.723329, 0.676758, 0.630836, 0.616712], ""v6"": [0.731767, 0.729539, 0.728649], ""v7"": [0.744566, 0.732595, 0.718088, 0.692231], ""v8"": [0.877498, 0.782211, 0.765706, 0.74735, 0.721793, 0.696914], ""v9"": [0.73193, 0.73193, 0.731929], ""v10"": [0.731606, 0.731588, 0.731578], ""v11"": [0.731929, 0.731929, 0.731928], ""v12"": [0.73193, 0.706133, 0.667779], ""v13"": [0.853359, 0.755904, 0.641064]}"
4,14,47,2,True,379743,312.273521,0.00099976,379743,312.273521,0.73213941,-0.00009049,0.73222990,0.001,1,"{""v0"": 0.197182, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 1e-06, ""v5"": 0.307433, ""v6"": 0.02008, ""v7"": 0.129669, ""v8"": 0.126662, ""v9"": 4e-06, ""v10"": 0.0, ""v11"": 1e-06, ""v12"": 0.103152, ""v13"": 0.115816}","{""v0"": [0.732173, 0.559003], ""v1"": [1.0, 1.0], ""v2"": [1.0, 0.999999], ""v3"": [0.999999, 0.999999, 0.999999, 0.999998], ""v4"": [0.999999, 0.999999, 0.999999, 0.999999], ""v5"": [0.73215, 0.723219, 0.676637, 0.630708, 0.616582], ""v6"": [0.731784, 0.728595, 0.727325], ""v7"": [0.749573, 0.738043, 0.724086, 0.699147], ""v8"": [0.876505, 0.780638, 0.764049, 0.745607, 0.71994, 0.694965], ""v9"": [0.731917, 0.731917, 0.731913], ""v10"": [0.731922, 0.731922, 0.731922], ""v11"": [0.731921, 0.73192, 0.73192], ""v12"": [0.731922, 0.704979, 0.665083], ""v13"": [0.858639, 0.763721, 0.650861]}"
