network_id,n_controls,total_Q,method,converged,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,602,0.722752,0.00099999,602,0.722752,0.06653650,0.00000000,0.06653650,0.001,,"{""v0"": 0.000688, ""v1"": 0.00026, ""v2"": 0.090074, ""v3"": 0.024747, ""v4"": 0.333829, ""v5"": 0.000128, ""v6"": 0.000931, ""v7"": 0.000128, ""v8"": 0.000128, ""v9"": 0.00032, ""v10"": 0.001225, ""v11"": 0.254958, ""v12"": 0.292586}","{""v0"": [0.075211, 0.075186, 0.075107, 0.074824], ""v1"": [0.07532, 0.075289, 0.07528, 0.075236, 0.075212, 0.075201, 0.07516], ""v2"": [0.075376, 0.059995, 0.054951, 0.047784], ""v3"": [0.095993, 0.091962, 0.088314], ""v4"": [0.102844, 0.097701, 0.072518], ""v5"": [0.249635], ""v6"": [0.249226, 0.249021, 0.248829], ""v7"": [0.249792, 0.249628], ""v8"": [0.24998, 0.249849, 0.249746], ""v9"": [0.2499, 0.249897, 0.249841, 0.249685, 0.249536], ""v10"": [0.249158, 0.24904, 0.248897, 0.247702], ""v11"": [0.250131, 0.24655], ""v12"": [0.489735, 0.482598, 0.464012, 0.4459, 0.390575]}"
0,13,46,2,True,5719,8.499668,0.00099575,5719,8.499668,0.06624312,-0.00029337,0.06653650,0.001,1,"{""v0"": 1.3e-05, ""v1"": 3.9e-05, ""v2"": 0.086543, ""v3"": 0.055432, ""v4"": 0.319131, ""v5"": 1.3e-05, ""v6"": 3.5e-05, ""v7"": 0.000371, ""v8"": 1.3e-05, ""v9"": 7.1e-05, ""v10"": 1.3e-05, ""v11"": 0.233856, ""v12"": 0.304468}","{""v0"": [0.074496, 0.074495, 0.074494, 0.074488], ""v1"": [0.074491, 0.074486, 0.074485, 0.074478, 0.074475, 0.074473, 0.074467], ""v2"": [0.074499, 0.059827, 0.054949, 0.04797], ""v3"": [0.094375, 0.086252, 0.079521], ""v4"": [0.109185, 0.103849, 0.077539], ""v5"": [0.256288], ""v6"": [0.256293, 0.256285, 0.256277], ""v7"": [0.255877, 0.255386], ""v8"": [0.256316, 0.256302, 0.256291], ""v9"": [0.25628, 0.256279, 0.256267, 0.256231, 0.256197], ""v10"": [0.256322, 0.256321, 0.256319, 0.256305], ""v11"": [0.256333, 0.252865], ""v12"": [0.476534, 0.469412, 0.450892, 0.432879, 0.378067]}"
1,14,45,1,True,283418,418.008839,0.00099999,283418,418.008839,0.32035820,0.00000000,0.32035820,0.001,,"{""v0"": 0.254439, ""v1"": 0.389524, ""v2"": 0.223039, ""v3"": 0.131728, ""v4"": 0.00038, ""v5"": 5e-06, ""v6"": 1.6e-05, ""v7"": 9e-06, ""v8"": 0.00024, ""v9"": 2e-06, ""v10"": 0.00033, ""v11"": 0.000287, ""v12"": 1e-06, ""v13"": 0.0}","{""v0"": [0.322247], ""v1"": [0.3221, 0.272835, 0.204852], ""v2"": [0.321869, 0.201095], ""v3"": [0.675702, 0.633008, 0.561633, 0.460935, 0.435397], ""v4"": [0.99912, 0.999104, 0.998981, 0.998712], ""v5"": [0.999932, 0.999929], ""v6"": [0.999945, 0.999944, 0.999944, 0.999925], ""v7"": [0.999398, 0.999388], ""v8"": [0.999423, 0.999383, 0.999321, 0.999006], ""v9"": [0.999995, 0.999994, 0.999992, 0.999991], ""v10"": [0.999265, 0.999107, 0.996734], ""v11"": [0.999327, 0.999114, 0.999049, 0.998211, 0.997892], ""v12"": [0.999992], ""v13"": [0.999999, 0.999999, 0.999999, 0.999999, 0.999998]}"
1,14,45,2,False,,,0.00118301,500000,503.000972,0.32039880,0.00004060,0.32035820,0.001,1,"{""v0"": 0.254493, ""v1"": 0.389409, ""v2"": 0.224025, ""v3"": 0.130502, ""v4"": 1.5e-05, ""v5"": 1.1e-05, ""v6"": 0.000466, ""v7"": 4.5e-05, ""v8"": 0.000377, ""v9"": 0.000393, ""v10"": 3e-06, ""v11"": 0.000178, ""v12"": 8.2e-05, ""v13"": 1e-06}","{""v0"": [0.322214], ""v1"": [0.322219, 0.272941, 0.204938], ""v2"": [0.3221, 0.201028], ""v3"": [0.678081, 0.635524, 0.564293, 0.463614, 0.438047], ""v4"": [0.999958, 0.999958, 0.999953, 0.999942], ""v5"": [0.998532, 0.998525], ""v6"": [0.99857, 0.998551, 0.998537, 0.998007], ""v7"": [0.998974, 0.998929], ""v8"": [0.99909, 0.999027, 0.998932, 0.998437], ""v9"": [0.999115, 0.998986, 0.998537, 0.998328], ""v10"": [0.999994, 0.999993, 0.999973], ""v11"": [0.999582, 0.999449, 0.999409, 0.998888, 0.998689], ""v12"": [0.999412], ""v13"": [0.999998, 0.999998, 0.999998, 0.999998, 0.999993]}"
2,13,31,1,False,,,0.00118813,500000,586.605729,0.36494701,0.00000000,0.36494701,0.001,,"{""v0"": 0.000589, ""v1"": 0.00053, ""v2"": 0.000558, ""v3"": 0.000457, ""v4"": 1e-06, ""v5"": 0.0, ""v6"": 0.17056, ""v7"": 0.209263, ""v8"": 0.451138, ""v9"": 0.166793, ""v10"": 0.0, ""v11"": 0.000105, ""v12"": 5e-06}","{""v0"": [0.365955, 0.36553, 0.365429, 0.36532], ""v1"": [0.365461, 0.364678], ""v2"": [0.365935, 0.365444, 0.365087], ""v3"": [0.365771, 0.36528], ""v4"": [0.36655, 0.366548], ""v5"": [0.366551, 0.366551, 0.366551], ""v6"": [0.366368, 0.320571, 0.217662], ""v7"": [0.578328, 0.366288], ""v8"": [0.36641, 0.140203, 0.138086], ""v9"": [0.366552], ""v10"": [0.999987], ""v11"": [0.999764, 0.99953], ""v12"": [0.999987, 0.999977, 0.999975]}"
2,13,31,2,False,,,0.00146878,500000,417.911361,0.36515121,0.00020420,0.36494701,0.001,1,"{""v0"": 0.001238, ""v1"": 0.000766, ""v2"": 0.001315, ""v3"": 0.000875, ""v4"": 1e-06, ""v5"": 1e-06, ""v6"": 0.171219, ""v7"": 0.20765, ""v8"": 0.449997, ""v9"": 0.166448, ""v10"": 0.0, ""v11"": 1.3e-05, ""v12"": 0.000477}","{""v0"": [0.366185, 0.365294, 0.365081, 0.364853], ""v1"": [0.365811, 0.36468], ""v2"": [0.366006, 0.364853, 0.364016], ""v3"": [0.365929, 0.364991], ""v4"": [0.367275, 0.367274], ""v5"": [0.367276, 0.367276, 0.367276], ""v6"": [0.367214, 0.321179, 0.217865], ""v7"": [0.580634, 0.368488], ""v8"": [0.367277, 0.140657, 0.138534], ""v9"": [0.367092], ""v10"": [0.999971], ""v11"": [0.999972, 0.999944], ""v12"": [0.998852, 0.997885, 0.997732]}"
3,12,43,1,True,336179,824.963854,0.00099991,336179,824.963854,0.56005602,0.00000000,0.56005602,0.001,,"{""v0"": 0.088716, ""v1"": 1e-06, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.192014, ""v6"": 0.24519, ""v7"": 0.000392, ""v8"": 0.0003, ""v9"": 4.8e-05, ""v10"": 0.24076, ""v11"": 0.232579}","{""v0"": [0.559686], ""v1"": [0.999998, 0.999997, 0.999996], ""v2"": [0.999999, 0.999999, 0.999999, 0.999998], ""v3"": [0.999999, 0.999999], ""v4"": [0.999999, 0.999999, 0.999999], ""v5"": [0.560011, 0.542423, 0.538727, 0.395878, 0.375824, 0.365933, 0.354659], ""v6"": [0.560075, 0.52247, 0.508718, 0.429189, 0.406383, 0.361275, 0.286138], ""v7"": [0.559539, 0.559282], ""v8"": [0.559669, 0.559167, 0.558772], ""v9"": [0.560024, 0.559941, 0.559929], ""v10"": [0.560118, 0.523888, 0.471716, 0.323663], ""v11"": [0.560101, 0.490904, 0.43322, 0.2938]}"
3,12,43,2,False,,,0.00105210,500000,326.145199,0.56021979,0.00016377,0.56005602,0.001,1,"{""v0"": 0.088717, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 4e-06, ""v5"": 0.191921, ""v6"": 0.245062, ""v7"": 0.00016, ""v8"": 0.000532, ""v9"": 0.000749, ""v10"": 0.240518, ""v11"": 0.232339}","{""v0"": [0.559684], ""v1"": [1.0, 0.999999, 0.999999], ""v2"": [1.0, 0.999999, 0.999999, 0.999998], ""v3"": [1.0, 0.999999], ""v4"": [0.99999, 0.999986, 0.999978], ""v5"": [0.560155, 0.542568, 0.538872, 0.396018, 0.37596, 0.366069, 0.354792], ""v6"": [0.560238, 0.522635, 0.508884, 0.429351, 0.406542, 0.361427, 0.286273], ""v7"": [0.560193, 0.560089], ""v8"": [0.559636, 0.558746, 0.558048], ""v9"": [0.559004, 0.557733, 0.557539], ""v10"": [0.56043, 0.524204, 0.472031, 0.32394], ""v11"": [0.560419, 0.491226, 0.433538, 0.294068]}"
4,14,47,1,False,,,0.00115840,500000,1172.311095,0.51381177,0.00000000,0.51381177,0.001,,"{""v0"": 0.203492, ""v1"": 2e-06, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.30063, ""v6"": 0.027625, ""v7"": 0.132933, ""v8"": 0.112452, ""v9"": 0.0, ""v10"": 0.000214, ""v11"": 1e-06, ""v12"": 0.12543, ""v13"": 0.097219}","{""v0"": [0.513828, 0.328885], ""v1"": [0.999992, 0.999991], ""v2"": [0.999999, 0.999998], ""v3"": [0.999999, 0.999999, 0.999999, 0.999999], ""v4"": [1.0, 1.0, 1.0, 1.0], ""v5"": [0.513824, 0.502559, 0.447226, 0.397716, 0.383391], ""v6"": [0.513303, 0.50697, 0.504477], ""v7"": [0.549967, 0.533062, 0.513224, 0.479422], ""v8"": [0.772627, 0.630148, 0.607895, 0.583894, 0.551721, 0.521711], ""v9"": [0.51348, 0.51348, 0.513479], ""v10"": [0.513096, 0.513075, 0.513064], ""v11"": [0.513479, 0.513479, 0.513478], ""v12"": [0.51348, 0.472946, 0.42012], ""v13"": [0.756638, 0.62328, 0.488284]}"
4,14,47,2,False,,,0.00135482,500000,432.956737,0.51379905,-0.00001272,0.51381177,0.001,1,"{""v0"": 0.203524, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 3e-06, ""v5"": 0.300637, ""v6"": 0.027825, ""v7"": 0.134497, ""v8"": 0.110714, ""v9"": 0.000123, ""v10"": 0.0, ""v11"": 1e-06, ""v12"": 0.125155, ""v13"": 0.097521}","{""v0"": [0.51378, 0.328843], ""v1"": [1.0, 0.999999], ""v2"": [0.999999, 0.999999], ""v3"": [0.999993, 0.999993, 0.999991, 0.999991], ""v4"": [0.999993, 0.999993, 0.999993, 0.999992], ""v5"": [0.513816, 0.502552, 0.447218, 0.397708, 0.383384], ""v6"": [0.513275, 0.506898, 0.504388], ""v7"": [0.550197, 0.533124, 0.513111, 0.479028], ""v8"": [0.775666, 0.63419, 0.612031, 0.588111, 0.556017, 0.526047], ""v9"": [0.51325, 0.51322, 0.513085], ""v10"": [0.513442, 0.513442, 0.513442], ""v11"": [0.513441, 0.513441, 0.51344], ""v12"": [0.513443, 0.47295, 0.420207], ""v13"": [0.756009, 0.622479, 0.487432]}"
