network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
10,12,38,1.0,greedy_probability,index,stochastic,1,True,regret,817,0.037993,0.00099996,0.36819021,0.99988466,0.63169444,"{""v0"": 0.000102, ""v1"": 0.000102, ""v2"": 0.000102, ""v3"": 0.478002, ""v4"": 0.000102, ""v5"": 0.000102, ""v6"": 0.000102, ""v7"": 0.000102, ""v8"": 0.000102, ""v9"": 0.000102, ""v10"": 0.520978, ""v11"": 0.000102}","{""v0"": [0.999856, 0.999678], ""v1"": [0.999883, 0.99987, 0.999869, 0.99985, 0.999793], ""v2"": [0.999885], ""v3"": [0.562805, 0.465667, 0.38335], ""v4"": [0.999305, 0.999282, 0.999076, 0.999003], ""v5"": [0.999403, 0.999334, 0.999299, 0.999274], ""v6"": [0.99954, 0.99953, 0.999523, 0.999495, 0.999473], ""v7"": [0.999533, 0.999444], ""v8"": [0.999697, 0.999668, 0.999635, 0.999583], ""v9"": [0.999877, 0.999831], ""v10"": [0.564449, 0.534052, 0.321869], ""v11"": [0.999885, 0.999728, 0.999698]}"
11,11,36,1.0,greedy_probability,index,stochastic,1,True,regret,3346,0.135166,0.00099936,0.34035746,0.90929527,0.56893782,"{""v0"": 2.7e-05, ""v1"": 2.7e-05, ""v2"": 2.7e-05, ""v3"": 2.7e-05, ""v4"": 2.7e-05, ""v5"": 2.7e-05, ""v6"": 2.7e-05, ""v7"": 2.7e-05, ""v8"": 0.69028, ""v9"": 2.7e-05, ""v10"": 0.309475}","{""v0"": [0.999848, 0.99984, 0.999816, 0.999814, 0.999789], ""v1"": [0.999895, 0.999873, 0.999807], ""v2"": [0.999936, 0.999935, 0.999929, 0.999916], ""v3"": [0.999935, 0.999927, 0.999906, 0.9999, 0.999893], ""v4"": [0.999929], ""v5"": [0.999967, 0.999961], ""v6"": [0.999966, 0.999937, 0.999904], ""v7"": [0.999936], ""v8"": [0.442416, 0.440408, 0.433453, 0.423094, 0.394902, 0.361171, 0.334246], ""v9"": [0.999955, 0.999942], ""v10"": [0.687133, 0.640457, 0.377119]}"
12,14,45,1.0,greedy_probability,index,stochastic,1,True,regret,5835,0.553684,0.00099718,0.22584887,0.22581776,-0.00003111,"{""v0"": 0.475262, ""v1"": 5.3e-05, ""v2"": 1.2e-05, ""v3"": 1.2e-05, ""v4"": 1.2e-05, ""v5"": 1.2e-05, ""v6"": 1.2e-05, ""v7"": 1.2e-05, ""v8"": 5.3e-05, ""v9"": 0.000148, ""v10"": 2.6e-05, ""v11"": 1.2e-05, ""v12"": 0.524079, ""v13"": 0.000293}","{""v0"": [0.239451, 0.221372, 0.18448, 0.171684, 0.116759], ""v1"": [0.470095, 0.470084], ""v2"": [0.470088], ""v3"": [0.470112, 0.470107, 0.470107], ""v4"": [0.470126, 0.470126, 0.470123, 0.470118], ""v5"": [0.470105, 0.470099], ""v6"": [0.470127, 0.470126, 0.470119, 0.470099], ""v7"": [0.470126, 0.470119], ""v8"": [0.469964], ""v9"": [0.470015, 0.47, 0.469966, 0.469962, 0.469954], ""v10"": [0.470129, 0.47012, 0.470114, 0.470109], ""v11"": [0.470137, 0.470136, 0.470135], ""v12"": [0.470148, 0.459405, 0.456641, 0.452938, 0.437941, 0.411505, 0.27691], ""v13"": [0.999592, 0.999578]}"
13,12,35,1.0,greedy_probability,index,stochastic,1,True,regret,1060,0.044788,0.00099915,0.33044884,0.99096153,0.66051269,"{""v0"": 0.987315, ""v1"": 7.9e-05, ""v2"": 7.9e-05, ""v3"": 7.9e-05, ""v4"": 7.9e-05, ""v5"": 7.9e-05, ""v6"": 0.011899, ""v7"": 7.9e-05, ""v8"": 7.9e-05, ""v9"": 7.9e-05, ""v10"": 7.9e-05, ""v11"": 7.9e-05}","{""v0"": [0.334201, 0.329962, 0.312089, 0.137603], ""v1"": [0.999868, 0.999826, 0.999731, 0.999718], ""v2"": [0.999498, 0.999493, 0.999482], ""v3"": [0.999671, 0.999659, 0.999542], ""v4"": [0.99958, 0.999385, 0.999245], ""v5"": [0.999635, 0.999562, 0.999542, 0.999516], ""v6"": [0.978373, 0.975366, 0.967829], ""v7"": [0.999848, 0.9997], ""v8"": [0.999708, 0.999698], ""v9"": [0.999687, 0.999609, 0.999538], ""v10"": [0.999824, 0.999806], ""v11"": [0.999908, 0.999715]}"
14,14,34,1.0,greedy_probability,index,stochastic,1,True,regret,11336,0.981098,0.00099516,0.16763677,0.28777447,0.12013770,"{""v0"": 0.233112, ""v1"": 0.438357, ""v2"": 6e-06, ""v3"": 4.2e-05, ""v4"": 6e-06, ""v5"": 6e-06, ""v6"": 4.2e-05, ""v7"": 6e-06, ""v8"": 1.4e-05, ""v9"": 6e-06, ""v10"": 6e-06, ""v11"": 0.268983, ""v12"": 0.000131, ""v13"": 0.05928}","{""v0"": [0.388806, 0.314355], ""v1"": [0.085473, 0.07655, 0.038481, 0.030957], ""v2"": [0.639796, 0.639764], ""v3"": [0.639956, 0.639365], ""v4"": [0.640283], ""v5"": [0.640314, 0.640309], ""v6"": [0.640293, 0.640214], ""v7"": [0.640322, 0.640321, 0.64032], ""v8"": [0.640319, 0.640318, 0.640317, 0.640305], ""v9"": [0.640319], ""v10"": [0.640327, 0.640326], ""v11"": [0.640333, 0.63528, 0.547972], ""v12"": [0.932247, 0.932051], ""v13"": [0.932417, 0.918338, 0.911614, 0.87753]}"
15,14,45,1.0,greedy_probability,index,stochastic,1,True,regret,6163,0.500486,0.00099920,0.26606179,0.34610382,0.08004203,"{""v0"": 0.327479, ""v1"": 0.000116, ""v2"": 1.2e-05, ""v3"": 0.43575, ""v4"": 2.7e-05, ""v5"": 1.2e-05, ""v6"": 2.7e-05, ""v7"": 1.2e-05, ""v8"": 0.000116, ""v9"": 1.2e-05, ""v10"": 0.235839, ""v11"": 0.000578, ""v12"": 1.2e-05, ""v13"": 1.2e-05}","{""v0"": [0.387735, 0.313942], ""v1"": [0.597062, 0.596971, 0.596846], ""v2"": [0.597148, 0.597144, 0.597143, 0.597141], ""v3"": [0.59716, 0.596404, 0.478914], ""v4"": [0.999949, 0.999947, 0.999943, 0.99994, 0.999894], ""v5"": [0.999965, 0.999964, 0.99996, 0.999956, 0.999945], ""v6"": [0.999927, 0.999905, 0.999884], ""v7"": [0.999964, 0.999962, 0.999953], ""v8"": [0.999846, 0.999775], ""v9"": [0.999964, 0.999961, 0.99996, 0.999925], ""v10"": [0.759549, 0.749032, 0.727433], ""v11"": [0.999312, 0.999138, 0.998413], ""v12"": [0.999971, 0.999952], ""v13"": [0.999985, 0.999979, 0.999977]}"
16,10,27,1.0,greedy_probability,index,stochastic,1,True,regret,3032,0.110401,0.00099981,0.27152693,0.62552861,0.35400168,"{""v0"": 3.3e-05, ""v1"": 3.3e-05, ""v2"": 0.02207, ""v3"": 3.3e-05, ""v4"": 3.3e-05, ""v5"": 3.3e-05, ""v6"": 0.977666, ""v7"": 3.3e-05, ""v8"": 3.3e-05, ""v9"": 3.3e-05}","{""v0"": [0.999599, 0.999464, 0.999394, 0.999379], ""v1"": [0.999718, 0.999715], ""v2"": [0.95121, 0.939562, 0.926807, 0.92372, 0.920525, 0.90047], ""v3"": [0.999564], ""v4"": [0.999341], ""v5"": [0.99971, 0.999641], ""v6"": [0.281257, 0.213373, 0.160486], ""v7"": [0.999808, 0.999779], ""v8"": [0.999911, 0.999907, 0.999816], ""v9"": [0.999958, 0.999947, 0.9999]}"
17,12,37,1.0,greedy_probability,index,stochastic,1,True,regret,1513,0.068468,0.00099934,0.32408994,0.97128225,0.64719232,"{""v0"": 5.5e-05, ""v1"": 5.5e-05, ""v2"": 0.995208, ""v3"": 5.5e-05, ""v4"": 0.004242, ""v5"": 5.5e-05, ""v6"": 5.5e-05, ""v7"": 5.5e-05, ""v8"": 5.5e-05, ""v9"": 5.5e-05, ""v10"": 5.5e-05, ""v11"": 5.5e-05}","{""v0"": [0.995011, 0.994884], ""v1"": [0.995012, 0.994986], ""v2"": [0.309193, 0.291492, 0.287537, 0.262615, 0.258328, 0.247492, 0.24462, 0.238535, 0.236455, 0.178734], ""v3"": [0.995012, 0.995001, 0.994992, 0.994809], ""v4"": [0.995094, 0.986374], ""v5"": [0.999529, 0.999426, 0.999359], ""v6"": [0.999644, 0.999637], ""v7"": [0.999737, 0.999624], ""v8"": [0.999741, 0.999628, 0.99945], ""v9"": [0.999732, 0.99968, 0.999529], ""v10"": [0.99984, 0.999775], ""v11"": [0.999935, 0.999849]}"
18,10,20,1.0,greedy_probability,index,stochastic,1,True,regret,985,0.036585,0.00099962,0.33378270,0.99987385,0.66609115,"{""v0"": 0.000102, ""v1"": 0.0125, ""v2"": 0.000102, ""v3"": 0.000102, ""v4"": 0.000102, ""v5"": 0.000102, ""v6"": 0.986688, ""v7"": 0.000102, ""v8"": 0.000102, ""v9"": 0.000102}","{""v0"": [0.999863, 0.999687], ""v1"": [0.982785], ""v2"": [0.999841, 0.999778], ""v3"": [0.999326], ""v4"": [0.999771, 0.999668, 0.999599], ""v5"": [0.999807, 0.999734], ""v6"": [0.335449, 0.334687], ""v7"": [0.999877], ""v8"": [0.999873, 0.999863, 0.999858, 0.999609, 0.999593], ""v9"": [0.999874]}"
19,10,32,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.000069,0.00000000,0.13695756,0.14619994,0.00924238,"{""v0"": 0.1, ""v1"": 0.1, ""v2"": 0.1, ""v3"": 0.1, ""v4"": 0.1, ""v5"": 0.1, ""v6"": 0.1, ""v7"": 0.1, ""v8"": 0.1, ""v9"": 0.1}","{""v0"": [0.269986, 0.26303, 0.261911, 0.244586, 0.22244], ""v1"": [0.199732, 0.195512, 0.176286, 0.164901, 0.155551, 0.131107], ""v2"": [0.256617, 0.246103, 0.193101], ""v3"": [0.322007], ""v4"": [0.338199, 0.326974, 0.31967, 0.254949], ""v5"": [0.377299, 0.35611], ""v6"": [0.501813, 0.426801, 0.412496], ""v7"": [0.452527, 0.30044, 0.286153, 0.284897], ""v8"": [0.467475, 0.415343, 0.3591], ""v9"": [0.699658]}"
20,10,24,1.0,greedy_probability,index,stochastic,1,True,regret,1186,0.038069,0.00099984,0.36752001,0.99810966,0.63058965,"{""v0"": 0.000669, ""v1"": 0.000669, ""v2"": 8.4e-05, ""v3"": 8.4e-05, ""v4"": 8.4e-05, ""v5"": 8.4e-05, ""v6"": 8.4e-05, ""v7"": 8.4e-05, ""v8"": 8.4e-05, ""v9"": 0.998073}","{""v0"": [0.998317, 0.997965], ""v1"": [0.99924, 0.999128, 0.998393], ""v2"": [0.999781, 0.999695], ""v3"": [0.998752, 0.998029], ""v4"": [0.999525], ""v5"": [0.999674, 0.999669, 0.999627, 0.99961], ""v6"": [0.999803, 0.999674], ""v7"": [0.999828, 0.999802], ""v8"": [0.999905, 0.999855, 0.999847], ""v9"": [0.312622, 0.241896, 0.219514]}"
21,11,25,1.0,greedy_probability,index,stochastic,1,True,regret,1516,0.040134,0.00099994,0.33002037,0.99756620,0.66754582,"{""v0"": 6e-05, ""v1"": 6e-05, ""v2"": 6e-05, ""v3"": 6e-05, ""v4"": 6e-05, ""v5"": 6e-05, ""v6"": 6e-05, ""v7"": 6e-05, ""v8"": 6e-05, ""v9"": 6e-05, ""v10"": 0.9994}","{""v0"": [0.998309], ""v1"": [0.999062, 0.998811], ""v2"": [0.999364, 0.999346], ""v3"": [0.999744], ""v4"": [0.999917, 0.999883], ""v5"": [0.999846, 0.999843, 0.999842, 0.99984, 0.999825, 0.999749], ""v6"": [0.999929, 0.999901, 0.999811], ""v7"": [0.999837, 0.999663], ""v8"": [0.999923, 0.999877], ""v9"": [0.999903], ""v10"": [0.327002, 0.324778, 0.307453]}"
22,13,42,1.0,greedy_probability,index,stochastic,1,True,regret,3626,0.175719,0.00098639,0.32779532,0.58216131,0.25436599,"{""v0"": 6.1e-05, ""v1"": 0.000999, ""v2"": 6.1e-05, ""v3"": 2.1e-05, ""v4"": 2.1e-05, ""v5"": 2.1e-05, ""v6"": 2.1e-05, ""v7"": 2.1e-05, ""v8"": 2.1e-05, ""v9"": 2.1e-05, ""v10"": 2.1e-05, ""v11"": 0.596279, ""v12"": 0.40243}","{""v0"": [0.642815, 0.642794], ""v1"": [0.641926, 0.641675, 0.641462], ""v2"": [0.642771, 0.642764, 0.642731, 0.64266, 0.64261], ""v3"": [0.642834, 0.642833], ""v4"": [0.642818, 0.642809, 0.642778], ""v5"": [0.642833], ""v6"": [0.642856, 0.642853, 0.642851, 0.642837, 0.642804], ""v7"": [0.642856], ""v8"": [0.642857, 0.642855, 0.642853, 0.642838, 0.642828], ""v9"": [0.64288, 0.642873, 0.64287], ""v10"": [0.64291, 0.642903, 0.642902, 0.642901], ""v11"": [0.33204, 0.273511, 0.258704, 0.203699, 0.174093], ""v12"": [0.64293, 0.620416, 0.364684]}"
23,14,37,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.000085,0.00000000,0.12060647,0.13345136,0.01284490,"{""v0"": 0.071429, ""v1"": 0.071429, ""v2"": 0.071429, ""v3"": 0.071429, ""v4"": 0.071429, ""v5"": 0.071429, ""v6"": 0.071429, ""v7"": 0.071429, ""v8"": 0.071429, ""v9"": 0.071429, ""v10"": 0.071429, ""v11"": 0.071429, ""v12"": 0.071429, ""v13"": 0.071429}","{""v0"": [0.255607], ""v1"": [0.344634, 0.302951, 0.263222], ""v2"": [0.257104, 0.222047, 0.199829], ""v3"": [0.355958, 0.328063, 0.319542], ""v4"": [0.469219, 0.433922], ""v5"": [0.588861, 0.491953], ""v6"": [0.691122, 0.65102, 0.603568, 0.592078], ""v7"": [0.584293, 0.571507, 0.565712], ""v8"": [0.678903, 0.61105], ""v9"": [0.806391, 0.743775], ""v10"": [0.897696], ""v11"": [0.911108, 0.862387, 0.837], ""v12"": [0.91668, 0.912948, 0.904022, 0.898635, 0.897978, 0.849979], ""v13"": [0.906518, 0.877606]}"
24,11,36,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.000052,0.00000000,0.21016990,0.21171519,0.00154529,"{""v0"": 0.090909, ""v1"": 0.090909, ""v2"": 0.090909, ""v3"": 0.090909, ""v4"": 0.090909, ""v5"": 0.090909, ""v6"": 0.090909, ""v7"": 0.090909, ""v8"": 0.090909, ""v9"": 0.090909, ""v10"": 0.090909}","{""v0"": [0.426341, 0.424661, 0.418945, 0.412365, 0.387837, 0.38123, 0.330426], ""v1"": [0.432947], ""v2"": [0.430671, 0.401214], ""v3"": [0.450442, 0.445847, 0.411359, 0.405041, 0.365834, 0.336295], ""v4"": [0.569852], ""v5"": [0.724309, 0.715912, 0.711607, 0.693627, 0.661405], ""v6"": [0.811074, 0.753457], ""v7"": [0.814625, 0.807306, 0.798237, 0.790504], ""v8"": [0.902637, 0.886861, 0.882182, 0.767067], ""v9"": [0.786983], ""v10"": [0.899575, 0.86702, 0.80823]}"
