network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
10,12,38,10.0,greedy_probability,index,stochastic,10,True,regret,1574,0.493579,0.00099998,0.00004562,0.99940164,0.99935603,"{""v0"": 5.3e-05, ""v1"": 5.3e-05, ""v2"": 5.3e-05, ""v3"": 0.499735, ""v4"": 5.3e-05, ""v5"": 5.3e-05, ""v6"": 5.3e-05, ""v7"": 5.3e-05, ""v8"": 5.3e-05, ""v9"": 5.3e-05, ""v10"": 0.499735, ""v11"": 5.3e-05}","{""v0"": [0.999255, 0.99833], ""v1"": [0.999392, 0.999324, 0.999318, 0.999219, 0.998927], ""v2"": [0.999401], ""v3"": [0.005332, 0.003615, 0.002581], ""v4"": [0.996398, 0.996282, 0.995215, 0.994842], ""v5"": [0.996904, 0.996548, 0.996369, 0.996241], ""v6"": [0.997614, 0.997565, 0.997527, 0.997384, 0.997267], ""v7"": [0.997577, 0.997119], ""v8"": [0.998429, 0.998277, 0.998106, 0.997836], ""v9"": [0.999362, 0.999124], ""v10"": [0.00599, 0.005302, 0.002202], ""v11"": [0.999402, 0.998587, 0.998434]}"
11,11,36,10.0,greedy_probability,index,stochastic,10,True,regret,919,0.240143,0.00099908,0.00003789,0.83449661,0.83445872,"{""v0"": 9.9e-05, ""v1"": 9.9e-05, ""v2"": 9.9e-05, ""v3"": 9.9e-05, ""v4"": 9.9e-05, ""v5"": 9.9e-05, ""v6"": 9.9e-05, ""v7"": 9.9e-05, ""v8"": 0.514911, ""v9"": 9.9e-05, ""v10"": 0.484198}","{""v0"": [0.994498, 0.994203, 0.993343, 0.993268, 0.992349], ""v1"": [0.996168, 0.995406, 0.992991], ""v2"": [0.997657, 0.997641, 0.997402, 0.996955], ""v3"": [0.997639, 0.997335, 0.996587, 0.996377, 0.9961], ""v4"": [0.997415], ""v5"": [0.998792, 0.998583], ""v6"": [0.998756, 0.997723, 0.99653], ""v7"": [0.997684], ""v8"": [0.004138, 0.004102, 0.003982, 0.003809, 0.003372, 0.002905, 0.002568], ""v9"": [0.998372, 0.997909], ""v10"": [0.006296, 0.005113, 0.001744]}"
12,14,45,10.0,greedy_probability,index,stochastic,10,True,regret,25,0.019095,0.00098086,0.00002750,0.00043026,0.00040275,"{""v0"": 0.212416, ""v1"": 0.143125, ""v2"": 0.002857, ""v3"": 0.002857, ""v4"": 0.002857, ""v5"": 0.002857, ""v6"": 0.002857, ""v7"": 0.002857, ""v8"": 0.142695, ""v9"": 0.045594, ""v10"": 0.002857, ""v11"": 0.05633, ""v12"": 0.17877, ""v13"": 0.20107}","{""v0"": [0.000433, 0.000375, 0.000278, 0.000249, 0.000146], ""v1"": [0.001143, 0.000954], ""v2"": [0.004741], ""v3"": [0.005167, 0.005075, 0.005068], ""v4"": [0.005454, 0.005443, 0.005375, 0.005281], ""v5"": [0.005037, 0.004939], ""v6"": [0.005475, 0.005447, 0.005304, 0.004953], ""v7"": [0.005443, 0.005295], ""v8"": [0.001204], ""v9"": [0.006615, 0.006278, 0.005603, 0.005539, 0.005404], ""v10"": [0.011407, 0.011219, 0.0111, 0.011011], ""v11"": [0.00571, 0.005327, 0.005109], ""v12"": [0.011819, 0.011376, 0.011264, 0.011116, 0.01053, 0.009553, 0.005468], ""v13"": [0.099922, 0.096994]}"
13,12,35,10.0,greedy_probability,index,stochastic,10,True,regret,1575,0.423326,0.00099954,0.00003870,0.98565306,0.98561436,"{""v0"": 0.499785, ""v1"": 5.3e-05, ""v2"": 5.3e-05, ""v3"": 5.3e-05, ""v4"": 5.3e-05, ""v5"": 5.3e-05, ""v6"": 0.499686, ""v7"": 5.3e-05, ""v8"": 5.3e-05, ""v9"": 5.3e-05, ""v10"": 5.3e-05, ""v11"": 5.3e-05}","{""v0"": [0.005714, 0.005606, 0.005167, 0.001823], ""v1"": [0.999111, 0.998832, 0.998195, 0.998105], ""v2"": [0.99663, 0.996596, 0.99652], ""v3"": [0.997791, 0.997712, 0.996922], ""v4"": [0.997175, 0.995875, 0.994939], ""v5"": [0.997549, 0.997061, 0.996926, 0.996751], ""v6"": [0.0037, 0.003236, 0.002457], ""v7"": [0.998976, 0.997986], ""v8"": [0.998039, 0.997971], ""v9"": [0.997897, 0.997373, 0.996897], ""v10"": [0.998817, 0.998695], ""v11"": [0.999382, 0.998081]}"
14,14,34,10.0,greedy_probability,index,stochastic,10,True,regret,13,0.008480,0.00097843,0.00001715,0.00112887,0.00111172,"{""v0"": 0.162926, ""v1"": 0.189014, ""v2"": 0.005495, ""v3"": 0.111613, ""v4"": 0.005495, ""v5"": 0.005495, ""v6"": 0.111924, ""v7"": 0.005495, ""v8"": 0.005495, ""v9"": 0.005495, ""v10"": 0.005495, ""v11"": 0.159006, ""v12"": 0.114932, ""v13"": 0.112124}","{""v0"": [0.001183, 0.000765], ""v1"": [4.7e-05, 4.2e-05, 2.1e-05, 1.7e-05], ""v2"": [0.000415, 0.000399], ""v3"": [0.000522, 0.000194], ""v4"": [0.008081], ""v5"": [0.010554, 0.010142], ""v6"": [0.003815, 0.001609], ""v7"": [0.011447, 0.011384, 0.011247], ""v8"": [0.012001, 0.011949, 0.011892, 0.011344], ""v9"": [0.011172], ""v10"": [0.011987, 0.011918], ""v11"": [0.012806, 0.012538, 0.008809], ""v12"": [0.080512, 0.04416], ""v13"": [0.289429, 0.249252, 0.233422, 0.174604]}"
15,14,45,10.0,greedy_probability,index,stochastic,10,True,regret,43,0.026532,0.00099590,0.00002784,0.02017848,0.02015063,"{""v0"": 0.181123, ""v1"": 0.14941, ""v2"": 0.001661, ""v3"": 0.150258, ""v4"": 0.001661, ""v5"": 0.001661, ""v6"": 0.001661, ""v7"": 0.001661, ""v8"": 0.149321, ""v9"": 0.001661, ""v10"": 0.205556, ""v11"": 0.151043, ""v12"": 0.001661, ""v13"": 0.001661}","{""v0"": [0.020571, 0.012946], ""v1"": [0.033224, 0.018908, 0.011925], ""v2"": [0.174028, 0.172675, 0.17237, 0.171547], ""v3"": [0.178656, 0.178196, 0.118899], ""v4"": [0.95559, 0.954376, 0.952318, 0.950574, 0.924422], ""v5"": [0.951199, 0.950479, 0.945087, 0.939603, 0.925712], ""v6"": [0.927808, 0.91519, 0.904055], ""v7"": [0.950009, 0.947032, 0.93594], ""v8"": [0.191966, 0.135776], ""v9"": [0.950447, 0.945397, 0.944917, 0.901114], ""v10"": [0.021672, 0.020603, 0.018632], ""v11"": [0.192334, 0.159735, 0.093509], ""v12"": [0.959866, 0.935216], ""v13"": [0.978444, 0.970735, 0.967307]}"
16,10,27,10.0,greedy_probability,index,stochastic,10,True,regret,640,0.149816,0.00099855,0.00002660,0.42757675,0.42755015,"{""v0"": 0.000156, ""v1"": 0.000156, ""v2"": 0.517162, ""v3"": 0.000156, ""v4"": 0.000156, ""v5"": 0.000156, ""v6"": 0.481588, ""v7"": 0.000156, ""v8"": 0.000156, ""v9"": 0.000156}","{""v0"": [0.981244, 0.975089, 0.971917, 0.971239], ""v1"": [0.986775, 0.98662], ""v2"": [0.00248, 0.001978, 0.001611, 0.001541, 0.001474, 0.001151], ""v3"": [0.979656], ""v4"": [0.969536], ""v5"": [0.986369, 0.983214], ""v6"": [0.005271, 0.00366, 0.002582], ""v7"": [0.990956, 0.989611], ""v8"": [0.99579, 0.995593, 0.991329], ""v9"": [0.997995, 0.99751, 0.995292]}"
17,12,37,10.0,greedy_probability,index,stochastic,10,True,regret,1094,0.330179,0.00099973,0.00003738,0.71452096,0.71448358,"{""v0"": 7.6e-05, ""v1"": 7.6e-05, ""v2"": 0.54019, ""v3"": 7.6e-05, ""v4"": 0.459048, ""v5"": 7.6e-05, ""v6"": 7.6e-05, ""v7"": 7.6e-05, ""v8"": 7.6e-05, ""v9"": 7.6e-05, ""v10"": 7.6e-05, ""v11"": 7.6e-05}","{""v0"": [0.008752, 0.008739], ""v1"": [0.008752, 0.00875], ""v2"": [3.4e-05, 3.1e-05, 3e-05, 2.7e-05, 2.6e-05, 2.5e-05, 2.4e-05, 2.3e-05, 2.3e-05, 1.6e-05], ""v3"": [0.008752, 0.008751, 0.00875, 0.008731], ""v4"": [0.008761, 0.003145], ""v5"": [0.993505, 0.992108, 0.991188], ""v6"": [0.99509, 0.99499], ""v7"": [0.996368, 0.994822], ""v8"": [0.996432, 0.994875, 0.992429], ""v9"": [0.996297, 0.995582, 0.993515], ""v10"": [0.997787, 0.996893], ""v11"": [0.999107, 0.997915]}"
18,10,20,10.0,greedy_probability,index,stochastic,10,True,regret,1083,0.260183,0.00099994,0.00003897,0.99886416,0.99882519,"{""v0"": 9.2e-05, ""v1"": 0.499572, ""v2"": 9.2e-05, ""v3"": 9.2e-05, ""v4"": 9.2e-05, ""v5"": 9.2e-05, ""v6"": 0.499689, ""v7"": 9.2e-05, ""v8"": 9.2e-05, ""v9"": 9.2e-05}","{""v0"": [0.998755, 0.99716], ""v1"": [0.004919], ""v2"": [0.998553, 0.997983], ""v3"": [0.993896], ""v4"": [0.99792, 0.996986, 0.996365], ""v5"": [0.998246, 0.997589], ""v6"": [0.005746, 0.005726], ""v7"": [0.998885], ""v8"": [0.998848, 0.998752, 0.998711, 0.996457, 0.996313], ""v9"": [0.998851]}"
19,10,32,10.0,greedy_probability,index,stochastic,10,True,regret,4,0.001621,0.00088393,0.00002422,0.01269640,0.01267218,"{""v0"": 0.339023, ""v1"": 0.025, ""v2"": 0.025, ""v3"": 0.025, ""v4"": 0.178487, ""v5"": 0.118908, ""v6"": 0.119675, ""v7"": 0.025, ""v8"": 0.025, ""v9"": 0.118908}","{""v0"": [0.000798, 0.000705, 0.000691, 0.000525, 0.000385], ""v1"": [0.01515, 0.014641, 0.012426, 0.011229, 0.010305, 0.00811], ""v2"": [0.023773, 0.022173, 0.015282], ""v3"": [0.039233], ""v4"": [0.006673, 0.005968, 0.005564, 0.003144], ""v5"": [0.005637, 0.00475], ""v6"": [0.021236, 0.014297, 0.01329], ""v7"": [0.06029, 0.039118, 0.037179, 0.037009], ""v8"": [0.062424, 0.055023, 0.047169], ""v9"": [0.096874]}"
20,10,24,10.0,greedy_probability,index,stochastic,10,True,regret,2126,0.404712,0.00099998,0.00004541,0.99645325,0.99640784,"{""v0"": 4.7e-05, ""v1"": 4.7e-05, ""v2"": 4.7e-05, ""v3"": 4.7e-05, ""v4"": 4.7e-05, ""v5"": 4.7e-05, ""v6"": 4.7e-05, ""v7"": 4.7e-05, ""v8"": 4.7e-05, ""v9"": 0.999577}","{""v0"": [0.998816, 0.998568], ""v1"": [0.999465, 0.999387, 0.998869], ""v2"": [0.998781, 0.998302], ""v3"": [0.993069, 0.989095], ""v4"": [0.997357], ""v5"": [0.998183, 0.998158, 0.997923, 0.997824], ""v6"": [0.9989, 0.998186], ""v7"": [0.999043, 0.998894], ""v8"": [0.999468, 0.999192, 0.999144], ""v9"": [3.6e-05, 2.5e-05, 2.2e-05]}"
21,11,25,10.0,greedy_probability,index,stochastic,10,True,regret,3450,0.460097,0.00099978,0.00003813,0.99604446,0.99600632,"{""v0"": 2.6e-05, ""v1"": 2.6e-05, ""v2"": 2.6e-05, ""v3"": 2.6e-05, ""v4"": 2.6e-05, ""v5"": 2.6e-05, ""v6"": 2.6e-05, ""v7"": 2.6e-05, ""v8"": 2.6e-05, ""v9"": 2.6e-05, ""v10"": 0.999736}","{""v0"": [0.992605], ""v1"": [0.99589, 0.994794], ""v2"": [0.997208, 0.997131], ""v3"": [0.998876], ""v4"": [0.999637, 0.999484], ""v5"": [0.999323, 0.99931, 0.999308, 0.999299, 0.999232, 0.998898], ""v6"": [0.999689, 0.999564, 0.99917], ""v7"": [0.999283, 0.998519], ""v8"": [0.999662, 0.999458], ""v9"": [0.999573], ""v10"": [3.8e-05, 3.8e-05, 3.5e-05]}"
22,13,42,10.0,greedy_probability,index,stochastic,10,True,regret,632,0.202343,0.00099880,0.00003634,0.02134233,0.02130599,"{""v0"": 0.000122, ""v1"": 0.322327, ""v2"": 0.000122, ""v3"": 0.000122, ""v4"": 0.000122, ""v5"": 0.000122, ""v6"": 0.000122, ""v7"": 0.000122, ""v8"": 0.000122, ""v9"": 0.000122, ""v10"": 0.000122, ""v11"": 0.322555, ""v12"": 0.353901}","{""v0"": [0.02583, 0.025815], ""v1"": [0.000758, 0.000604, 0.000515], ""v2"": [0.025736, 0.025731, 0.025707, 0.025655, 0.025618], ""v3"": [0.025782, 0.025782], ""v4"": [0.025748, 0.02573, 0.025664], ""v5"": [0.025782], ""v6"": [0.025831, 0.025825, 0.02582, 0.025791, 0.02572], ""v7"": [0.025831], ""v8"": [0.025832, 0.025828, 0.025824, 0.025792, 0.025771], ""v9"": [0.025883, 0.025867, 0.025862], ""v10"": [0.025946, 0.025932, 0.025928, 0.025928], ""v11"": [0.000915, 0.000641, 0.000584, 0.000405, 0.000325], ""v12"": [0.02599, 0.023649, 0.008435]}"
23,14,37,10.0,greedy_probability,index,stochastic,10,True,regret,1,0.000786,0.00079165,0.00014594,0.00051823,0.00037228,"{""v0"": 0.071429, ""v1"": 0.071429, ""v2"": 0.071429, ""v3"": 0.071429, ""v4"": 0.071429, ""v5"": 0.071429, ""v6"": 0.071429, ""v7"": 0.071429, ""v8"": 0.071429, ""v9"": 0.071429, ""v10"": 0.071429, ""v11"": 0.071429, ""v12"": 0.071429, ""v13"": 0.071429}","{""v0"": [0.000543], ""v1"": [0.001623, 0.001164, 0.00086], ""v2"": [0.000499, 0.000347, 0.000278], ""v3"": [0.001786, 0.001418, 0.001325], ""v4"": [0.006056, 0.004667], ""v5"": [0.02031, 0.010341], ""v6"": [0.053949, 0.04157, 0.031712, 0.029828], ""v7"": [0.02078, 0.018855, 0.018071], ""v8"": [0.049631, 0.033027], ""v9"": [0.150175, 0.102698], ""v10"": [0.383887], ""v11"": [0.42123, 0.307952, 0.267196], ""v12"": [0.438587, 0.42683, 0.400775, 0.386316, 0.384614, 0.286891], ""v13"": [0.407786, 0.337373]}"
24,11,36,10.0,greedy_probability,index,stochastic,10,True,regret,22,0.006554,0.00096819,0.00001392,0.00450064,0.00448673,"{""v0"": 0.004132, ""v1"": 0.004132, ""v2"": 0.004132, ""v3"": 0.19512, ""v4"": 0.194956, ""v5"": 0.195219, ""v6"": 0.004132, ""v7"": 0.194956, ""v8"": 0.194956, ""v9"": 0.004132, ""v10"": 0.004132}","{""v0"": [0.00491, 0.004905, 0.004888, 0.004869, 0.00479, 0.004768, 0.004575], ""v1"": [0.004929], ""v2"": [0.004923, 0.004834], ""v3"": [0.000607, 0.000582, 0.000433, 0.000412, 0.000307, 0.00025], ""v4"": [0.005243], ""v5"": [0.093732, 0.085655, 0.081969, 0.069143, 0.053117], ""v6"": [0.9039, 0.871909], ""v7"": [0.119844, 0.110812, 0.101171, 0.094044], ""v8"": [0.127724, 0.110166, 0.105756, 0.04944], ""v9"": [0.892866], ""v10"": [0.952846, 0.936338, 0.904829]}"
