network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,13,46,10.0,greedy_probability,index,stochastic,1,True,regret,6,0.000802,0.00093156,0.00004314,0.00014233,0.00009918,"{""v0"": 0.074575, ""v1"": 0.075149, ""v2"": 0.075149, ""v3"": 0.075149, ""v4"": 0.345829, ""v5"": 0.012821, ""v6"": 0.075715, ""v7"": 0.012821, ""v8"": 0.012821, ""v9"": 0.075715, ""v10"": 0.012821, ""v11"": 0.075715, ""v12"": 0.075722}","{""v0"": [0.000135, 0.000124, 9.9e-05, 5.7e-05], ""v1"": [0.000143, 0.000109, 0.000102, 7.8e-05, 6.9e-05, 6.5e-05, 5.5e-05], ""v2"": [0.000336, 0.000196, 0.000165, 0.000129], ""v3"": [0.000819, 0.000578, 0.000448], ""v4"": [0.001932, 0.001776, 0.001139], ""v5"": [0.083106], ""v6"": [0.052384, 0.044725, 0.039353], ""v7"": [0.101585, 0.082454], ""v8"": [0.120288, 0.101554, 0.090437], ""v9"": [0.064588, 0.064091, 0.056225, 0.042008, 0.033796], ""v10"": [0.129324, 0.12694, 0.124155, 0.104898], ""v11"": [0.153231, 0.150459], ""v12"": [0.40266, 0.395808, 0.378122, 0.361104, 0.310406]}"
1,14,45,10.0,greedy_probability,index,stochastic,1,True,regret,122,0.007473,0.00099861,0.00006046,0.50353243,0.50347197,"{""v0"": 0.000585, ""v1"": 0.306388, ""v2"": 0.029217, ""v3"": 0.029077, ""v4"": 0.305305, ""v5"": 0.000585, ""v6"": 0.000585, ""v7"": 0.000585, ""v8"": 0.000585, ""v9"": 0.020613, ""v10"": 0.304716, ""v11"": 0.000585, ""v12"": 0.000585, ""v13"": 0.000585}","{""v0"": [0.960404], ""v1"": [0.025965, 0.02062, 0.014253], ""v2"": [0.377714, 0.259716], ""v3"": [0.634381, 0.591232, 0.520082, 0.421746, 0.397179], ""v4"": [0.040999, 0.040294, 0.035565, 0.028296], ""v5"": [0.975969, 0.974313], ""v6"": [0.983889, 0.983767, 0.983676, 0.980366], ""v7"": [0.978925, 0.976122], ""v8"": [0.985828, 0.98534, 0.984594, 0.980764], ""v9"": [0.794979, 0.771915, 0.701089, 0.672337], ""v10"": [0.042903, 0.035575, 0.009957], ""v11"": [0.993152, 0.990998, 0.990343, 0.981975, 0.978822], ""v12"": [0.972671], ""v13"": [0.993183, 0.992514, 0.991335, 0.98996, 0.972233]}"
2,13,31,10.0,greedy_probability,index,stochastic,1,True,regret,75,0.004335,0.00099359,0.00009765,0.18866708,0.18856943,"{""v0"": 0.261252, ""v1"": 0.001026, ""v2"": 0.020672, ""v3"": 0.001026, ""v4"": 0.001026, ""v5"": 0.001026, ""v6"": 0.261239, ""v7"": 0.001026, ""v8"": 0.261239, ""v9"": 0.001026, ""v10"": 0.001026, ""v11"": 0.166706, ""v12"": 0.021713}","{""v0"": [0.012846, 0.007249, 0.006563, 0.00596], ""v1"": [0.642097, 0.59411], ""v2"": [0.312238, 0.205829, 0.164929], ""v3"": [0.584387, 0.5543], ""v4"": [0.63843, 0.602258], ""v5"": [0.683466, 0.674786, 0.67098], ""v6"": [0.05136, 0.036717, 0.017665], ""v7"": [0.985743, 0.96682], ""v8"": [0.046869, 0.013842, 0.013604], ""v9"": [0.723966], ""v10"": [0.7613], ""v11"": [0.171916, 0.094481], ""v12"": [0.774122, 0.650069, 0.63407]}"
3,12,43,10.0,greedy_probability,index,stochastic,1,True,regret,1114,0.036063,0.00099994,0.00005623,0.99843397,0.99837774,"{""v0"": 7.5e-05, ""v1"": 7.5e-05, ""v2"": 7.5e-05, ""v3"": 7.5e-05, ""v4"": 7.5e-05, ""v5"": 7.5e-05, ""v6"": 0.972338, ""v7"": 0.013495, ""v8"": 7.5e-05, ""v9"": 7.5e-05, ""v10"": 0.013494, ""v11"": 7.5e-05}","{""v0"": [0.996001], ""v1"": [0.999034, 0.998686, 0.997749], ""v2"": [0.998902, 0.998134, 0.998134, 0.996601], ""v3"": [0.998891, 0.998352], ""v4"": [0.999015, 0.998601, 0.997907], ""v5"": [0.998746, 0.998653, 0.998633, 0.997567, 0.997352, 0.997238, 0.9971], ""v6"": [4.8e-05, 4.1e-05, 3.9e-05, 2.8e-05, 2.6e-05, 2.1e-05, 1.5e-05], ""v7"": [0.836361, 0.781645], ""v8"": [0.997895, 0.996737, 0.995839], ""v9"": [0.997608, 0.996435, 0.996258], ""v10"": [0.845001, 0.824899, 0.792657, 0.672009], ""v11"": [0.999009, 0.998691, 0.99835, 0.996972]}"
4,14,47,10.0,greedy_probability,index,stochastic,1,True,regret,2055,0.093758,0.00099978,0.00003981,0.99603067,0.99599086,"{""v0"": 3.5e-05, ""v1"": 3.5e-05, ""v2"": 3.5e-05, ""v3"": 3.5e-05, ""v4"": 3.5e-05, ""v5"": 0.499838, ""v6"": 3.5e-05, ""v7"": 3.5e-05, ""v8"": 3.5e-05, ""v9"": 0.499745, ""v10"": 3.5e-05, ""v11"": 3.5e-05, ""v12"": 3.5e-05, ""v13"": 3.5e-05}","{""v0"": [0.998718, 0.997962], ""v1"": [0.99944, 0.999346], ""v2"": [0.999129, 0.998854], ""v3"": [0.999169, 0.999166, 0.998494, 0.998329], ""v4"": [0.99958, 0.99958, 0.999558, 0.999488], ""v5"": [0.005885, 0.005627, 0.004512, 0.003685, 0.003471], ""v6"": [0.998678, 0.998596, 0.998563], ""v7"": [0.999107, 0.999055, 0.99899, 0.998869], ""v8"": [0.999595, 0.999192, 0.999112, 0.999019, 0.998881, 0.998738], ""v9"": [0.004742, 0.004116, 0.002563], ""v10"": [0.998201, 0.99817, 0.998153], ""v11"": [0.998224, 0.998114, 0.997829], ""v12"": [0.998835, 0.99867, 0.9984], ""v13"": [0.999479, 0.999022, 0.998305]}"
5,15,39,10.0,greedy_probability,index,stochastic,1,True,regret,147,0.008894,0.00099743,0.00002246,0.00027730,0.00025485,"{""v0"": 0.000454, ""v1"": 0.091543, ""v2"": 0.000454, ""v3"": 0.13199, ""v4"": 0.000454, ""v5"": 0.000454, ""v6"": 0.000454, ""v7"": 0.000454, ""v8"": 0.000454, ""v9"": 0.131968, ""v10"": 0.133845, ""v11"": 0.000454, ""v12"": 0.000454, ""v13"": 0.372211, ""v14"": 0.134363}","{""v0"": [0.000328, 0.000328, 0.000327], ""v1"": [0.000105, 9.1e-05, 8.4e-05, 6.1e-05], ""v2"": [0.000327], ""v3"": [6.7e-05, 6.6e-05, 5.3e-05], ""v4"": [0.000323, 0.000323, 0.00032], ""v5"": [0.000327, 0.000327, 0.000325], ""v6"": [0.000306, 0.000306, 0.000302], ""v7"": [0.000315, 0.000314], ""v8"": [0.000323], ""v9"": [0.00033], ""v10"": [0.000845, 0.000593], ""v11"": [0.004081, 0.004037], ""v12"": [0.004131, 0.00413, 0.00411], ""v13"": [0.004154, 0.004056, 0.00384, 0.001365], ""v14"": [0.229498, 0.208288, 0.120271, 0.073549]}"
6,14,46,10.0,greedy_probability,index,stochastic,1,True,regret,49,0.004378,0.00098965,0.00005738,0.33453782,0.33448043,"{""v0"": 0.001458, ""v1"": 0.36685, ""v2"": 0.001458, ""v3"": 0.001458, ""v4"": 0.118093, ""v5"": 0.114732, ""v6"": 0.088468, ""v7"": 0.072189, ""v8"": 0.001458, ""v9"": 0.001458, ""v10"": 0.001458, ""v11"": 0.114732, ""v12"": 0.001458, ""v13"": 0.114732}","{""v0"": [0.913131], ""v1"": [0.016304, 0.015078, 0.012949, 0.00797, 0.007282], ""v2"": [0.953754, 0.91128], ""v3"": [0.955268, 0.948668, 0.916268], ""v4"": [0.02346, 0.02146, 0.019946, 0.017627, 0.007949], ""v5"": [0.086345, 0.033334], ""v6"": [0.322731, 0.169253, 0.139303], ""v7"": [0.376083, 0.291447, 0.275425], ""v8"": [0.979659, 0.976266, 0.96994], ""v9"": [0.9428, 0.923808], ""v10"": [0.960354, 0.956881, 0.948204, 0.947015], ""v11"": [0.28254, 0.223648, 0.209812, 0.158867], ""v12"": [0.979361, 0.979227, 0.971173, 0.966008, 0.949293, 0.937643], ""v13"": [0.278015, 0.211405, 0.133323]}"
7,12,31,10.0,greedy_probability,index,stochastic,1,True,regret,50,0.002926,0.00099729,0.00010033,0.02702094,0.02692061,"{""v0"": 0.046708, ""v1"": 0.220839, ""v2"": 0.001667, ""v3"": 0.001667, ""v4"": 0.246909, ""v5"": 0.220839, ""v6"": 0.001667, ""v7"": 0.001667, ""v8"": 0.001667, ""v9"": 0.001667, ""v10"": 0.172561, ""v11"": 0.082143}","{""v0"": [0.01676, 0.016638, 0.014675, 0.008548], ""v1"": [0.002675], ""v2"": [0.028176, 0.027774, 0.027434], ""v3"": [0.027576], ""v4"": [0.028933, 0.02647, 0.02628, 0.018448, 0.016084], ""v5"": [0.073359, 0.042897], ""v6"": [0.868371, 0.862645], ""v7"": [0.930177, 0.925581, 0.908272], ""v8"": [0.960736, 0.920075], ""v9"": [0.980548, 0.975281], ""v10"": [0.14097, 0.086845, 0.06973, 0.052448], ""v11"": [0.358169, 0.309454]}"
8,14,49,10.0,greedy_probability,index,stochastic,1,True,regret,216,0.017329,0.00099727,0.00002678,0.41764120,0.41761442,"{""v0"": 0.000331, ""v1"": 0.404479, ""v2"": 0.000331, ""v3"": 0.153077, ""v4"": 0.14434, ""v5"": 0.146608, ""v6"": 0.000331, ""v7"": 0.000331, ""v8"": 0.000331, ""v9"": 0.000331, ""v10"": 0.000331, ""v11"": 0.000331, ""v12"": 0.14852, ""v13"": 0.000331}","{""v0"": [0.984807], ""v1"": [0.000544, 0.000497, 0.000486], ""v2"": [0.034844, 0.034807, 0.034788, 0.034576], ""v3"": [0.035031, 0.02436, 0.015427], ""v4"": [0.194327, 0.19332, 0.116093], ""v5"": [0.182429, 0.157773, 0.146375, 0.068406], ""v6"": [0.989313, 0.986388], ""v7"": [0.994629, 0.993082, 0.986279], ""v8"": [0.981752, 0.980475, 0.979692, 0.979024, 0.975626], ""v9"": [0.981682, 0.981291, 0.977214, 0.969111], ""v10"": [0.986954, 0.986398, 0.985812, 0.984961, 0.981159], ""v11"": [0.992886, 0.990771, 0.990032], ""v12"": [0.200812, 0.189607, 0.168033, 0.14483, 0.143737], ""v13"": [0.995006, 0.989267, 0.988399, 0.987832]}"
9,10,23,10.0,greedy_probability,index,stochastic,1,True,regret,35,0.001628,0.00098915,0.00002540,0.05735739,0.05733199,"{""v0"": 0.379732, ""v1"": 0.002857, ""v2"": 0.002857, ""v3"": 0.11183, ""v4"": 0.111736, ""v5"": 0.002857, ""v6"": 0.002857, ""v7"": 0.002857, ""v8"": 0.002857, ""v9"": 0.379559}","{""v0"": [0.002553, 0.002251, 0.002033, 0.001732], ""v1"": [0.207479, 0.200612], ""v2"": [0.222058, 0.219902, 0.218606, 0.214314, 0.206311], ""v3"": [0.058904, 0.050039], ""v4"": [0.230212, 0.105013], ""v5"": [0.890477, 0.80701], ""v6"": [0.948057, 0.900497], ""v7"": [0.956375], ""v8"": [0.960555], ""v9"": [0.019838, 0.019042]}"
