network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,13,46,5.0,greedy_probability,index,stochastic,1,True,regret,93,0.014663,0.00099378,0.00235354,0.00644326,0.00408972,"{""v0"": 0.004294, ""v1"": 0.009591, ""v2"": 0.119963, ""v3"": 0.124448, ""v4"": 0.256907, ""v5"": 0.000827, ""v6"": 0.119508, ""v7"": 0.000827, ""v8"": 0.000827, ""v9"": 0.076843, ""v10"": 0.000827, ""v11"": 0.155427, ""v12"": 0.129711}","{""v0"": [0.006779, 0.006749, 0.006655, 0.006338], ""v1"": [0.00658, 0.006371, 0.006315, 0.006049, 0.005913, 0.005857, 0.00564], ""v2"": [0.006985, 0.004304, 0.003669, 0.002905], ""v3"": [0.014441, 0.010532, 0.008318], ""v4"": [0.029827, 0.02785, 0.019069], ""v5"": [0.165191], ""v6"": [0.081764, 0.071211, 0.063554], ""v7"": [0.166653, 0.165131], ""v8"": [0.167727, 0.166396, 0.165458], ""v9"": [0.107919, 0.107399, 0.098737, 0.080774, 0.068753], ""v10"": [0.168236, 0.168108, 0.167953, 0.166667], ""v11"": [0.169291, 0.166187], ""v12"": [0.455409, 0.448333, 0.42997, 0.412165, 0.358319]}"
1,14,45,5.0,greedy_probability,index,stochastic,1,True,regret,707,0.041106,0.00099896,0.00477310,0.75294582,0.74817273,"{""v0"": 0.000101, ""v1"": 0.40204, ""v2"": 0.000931, ""v3"": 0.000817, ""v4"": 0.364473, ""v5"": 0.000101, ""v6"": 0.000101, ""v7"": 0.000101, ""v8"": 0.000101, ""v9"": 0.000599, ""v10"": 0.230332, ""v11"": 0.000101, ""v12"": 0.000101, ""v13"": 0.000101}","{""v0"": [0.996508], ""v1"": [0.079205, 0.063612, 0.044573], ""v2"": [0.981706, 0.971407], ""v3"": [0.991614, 0.990273, 0.987586, 0.98242, 0.980742], ""v4"": [0.143648, 0.141438, 0.126397, 0.102534], ""v5"": [0.9979, 0.997753], ""v6"": [0.998598, 0.998587, 0.998579, 0.998286], ""v7"": [0.998162, 0.997914], ""v8"": [0.998768, 0.998725, 0.99866, 0.998322], ""v9"": [0.996634, 0.996146, 0.994448, 0.993659], ""v10"": [0.293557, 0.254819, 0.08528], ""v11"": [0.999407, 0.999219, 0.999162, 0.998423, 0.998142], ""v12"": [0.997599], ""v13"": [0.99941, 0.999351, 0.999248, 0.999128, 0.997548]}"
2,13,31,5.0,greedy_probability,index,stochastic,1,True,regret,423,0.023642,0.00099893,0.00649609,0.35122118,0.34472509,"{""v0"": 0.332321, ""v1"": 0.000182, ""v2"": 0.001184, ""v3"": 0.000182, ""v4"": 0.000182, ""v5"": 0.000182, ""v6"": 0.328412, ""v7"": 0.000182, ""v8"": 0.321579, ""v9"": 0.000182, ""v10"": 0.000182, ""v11"": 0.013999, ""v12"": 0.001233}","{""v0"": [0.058881, 0.034877, 0.031773, 0.029007], ""v1"": [0.97583, 0.967777], ""v2"": [0.952528, 0.923537, 0.904336], ""v3"": [0.966239, 0.960496], ""v4"": [0.97533, 0.96936], ""v5"": [0.98148, 0.980364, 0.979866], ""v6"": [0.142355, 0.104611, 0.052229], ""v7"": [0.998725, 0.996981], ""v8"": [0.173108, 0.055833, 0.054909], ""v9"": [0.986403], ""v10"": [0.991086], ""v11"": [0.924828, 0.860784], ""v12"": [0.992615, 0.986461, 0.985499]}"
3,12,43,5.0,greedy_probability,index,stochastic,1,True,regret,2067,0.066283,0.00099984,0.00666304,0.99957499,0.99291195,"{""v0"": 4e-05, ""v1"": 4e-05, ""v2"": 4e-05, ""v3"": 4e-05, ""v4"": 4e-05, ""v5"": 4e-05, ""v6"": 0.997877, ""v7"": 0.00088, ""v8"": 4e-05, ""v9"": 4e-05, ""v10"": 0.00088, ""v11"": 4e-05}","{""v0"": [0.99892], ""v1"": [0.99974, 0.999646, 0.999393], ""v2"": [0.999704, 0.999497, 0.999497, 0.999082], ""v3"": [0.999701, 0.999555], ""v4"": [0.999734, 0.999623, 0.999435], ""v5"": [0.999662, 0.999637, 0.999631, 0.999343, 0.999285, 0.999254, 0.999217], ""v6"": [0.005495, 0.004726, 0.004474, 0.003252, 0.002962, 0.002449, 0.001736], ""v7"": [0.993819, 0.99132], ""v8"": [0.999432, 0.999119, 0.998876], ""v9"": [0.999355, 0.999038, 0.99899], ""v10"": [0.994433, 0.993563, 0.99208, 0.985323], ""v11"": [0.999733, 0.999647, 0.999555, 0.999182]}"
4,14,47,5.0,greedy_probability,index,stochastic,1,True,regret,2409,0.107809,0.00099990,0.00594508,0.99691494,0.99096986,"{""v0"": 3e-05, ""v1"": 3e-05, ""v2"": 3e-05, ""v3"": 3e-05, ""v4"": 3e-05, ""v5"": 0.542288, ""v6"": 3e-05, ""v7"": 3e-05, ""v8"": 3e-05, ""v9"": 0.457356, ""v10"": 3e-05, ""v11"": 3e-05, ""v12"": 3e-05, ""v13"": 3e-05}","{""v0"": [0.999453, 0.99913], ""v1"": [0.999761, 0.999721], ""v2"": [0.999628, 0.999511], ""v3"": [0.999645, 0.999644, 0.999357, 0.999287], ""v4"": [0.999821, 0.999821, 0.999812, 0.999781], ""v5"": [0.058389, 0.05596, 0.045319, 0.0373, 0.035198], ""v6"": [0.999436, 0.999401, 0.999387], ""v7"": [0.999619, 0.999597, 0.999569, 0.999517], ""v8"": [0.999827, 0.999655, 0.999621, 0.999581, 0.999523, 0.999461], ""v9"": [0.073434, 0.064326, 0.040993], ""v10"": [0.999232, 0.999219, 0.999211], ""v11"": [0.999242, 0.999195, 0.999073], ""v12"": [0.999503, 0.999432, 0.999317], ""v13"": [0.999778, 0.999583, 0.999277]}"
5,15,39,5.0,greedy_probability,index,stochastic,1,True,regret,674,0.042321,0.00099996,0.00154514,0.00642965,0.00488451,"{""v0"": 9.9e-05, ""v1"": 0.002689, ""v2"": 9.9e-05, ""v3"": 0.111051, ""v4"": 9.9e-05, ""v5"": 9.9e-05, ""v6"": 9.9e-05, ""v7"": 9.9e-05, ""v8"": 9.9e-05, ""v9"": 0.085052, ""v10"": 0.213842, ""v11"": 9.9e-05, ""v12"": 9.9e-05, ""v13"": 0.401467, ""v14"": 0.185007}","{""v0"": [0.010481, 0.01048, 0.010478], ""v1"": [0.010151, 0.010077, 0.01003, 0.009857], ""v2"": [0.010477], ""v3"": [0.004244, 0.004178, 0.003514], ""v4"": [0.010452, 0.010451, 0.010431], ""v5"": [0.010474, 0.010474, 0.010464], ""v6"": [0.010344, 0.010341, 0.010311], ""v7"": [0.010401, 0.010397], ""v8"": [0.010451], ""v9"": [0.010494], ""v10"": [0.010038, 0.007229], ""v11"": [0.036725, 0.036679], ""v12"": [0.036775, 0.036774, 0.036755], ""v13"": [0.036798, 0.036006, 0.034246, 0.012849], ""v14"": [0.356672, 0.328723, 0.202854, 0.128745]}"
6,14,46,5.0,greedy_probability,index,stochastic,1,True,regret,462,0.039616,0.00099949,0.00428306,0.37834686,0.37406380,"{""v0"": 0.000155, ""v1"": 0.569427, ""v2"": 0.000155, ""v3"": 0.000155, ""v4"": 0.288953, ""v5"": 0.036948, ""v6"": 0.002852, ""v7"": 0.001524, ""v8"": 0.000155, ""v9"": 0.000155, ""v10"": 0.000155, ""v11"": 0.040765, ""v12"": 0.000155, ""v13"": 0.058449}","{""v0"": [0.995133], ""v1"": [0.040169, 0.037214, 0.032056, 0.019873, 0.018175], ""v2"": [0.997477, 0.994976], ""v3"": [0.997562, 0.997187, 0.995281], ""v4"": [0.135847, 0.122871, 0.113245, 0.0988, 0.042309], ""v5"": [0.761069, 0.513302], ""v6"": [0.978696, 0.952773, 0.941495], ""v7"": [0.987331, 0.982037, 0.980677], ""v8"": [0.998908, 0.998721, 0.99837], ""v9"": [0.996867, 0.995768], ""v10"": [0.997849, 0.997654, 0.997162, 0.997094], ""v11"": [0.793166, 0.736979, 0.720824, 0.647278], ""v12"": [0.998891, 0.998884, 0.998439, 0.99815, 0.997195, 0.99651], ""v13"": [0.709201, 0.629334, 0.493487]}"
7,12,31,5.0,greedy_probability,index,stochastic,1,True,regret,513,0.028379,0.00099834,0.00408109,0.03439036,0.03030927,"{""v0"": 0.001403, ""v1"": 0.210493, ""v2"": 0.000162, ""v3"": 0.000162, ""v4"": 0.559765, ""v5"": 0.215586, ""v6"": 0.000162, ""v7"": 0.000162, ""v8"": 0.000162, ""v9"": 0.000162, ""v10"": 0.009967, ""v11"": 0.001812}","{""v0"": [0.034262, 0.034257, 0.034162, 0.033594], ""v1"": [0.010604], ""v2"": [0.034518, 0.034493, 0.034472], ""v3"": [0.034481], ""v4"": [0.034562, 0.031577, 0.031348, 0.021913, 0.019081], ""v5"": [0.303145, 0.196369], ""v6"": [0.992985, 0.99264], ""v7"": [0.996455, 0.996207, 0.995251], ""v8"": [0.998045, 0.995873], ""v9"": [0.999042, 0.998776], ""v10"": [0.936809, 0.895743, 0.871326, 0.833344], ""v11"": [0.98736, 0.984308]}"
8,14,49,5.0,greedy_probability,index,stochastic,1,True,regret,798,0.057076,0.00099822,0.00413924,0.44574598,0.44160674,"{""v0"": 9e-05, ""v1"": 0.329269, ""v2"": 9e-05, ""v3"": 0.28819, ""v4"": 0.159788, ""v5"": 0.030711, ""v6"": 9e-05, ""v7"": 9e-05, ""v8"": 9e-05, ""v9"": 9e-05, ""v10"": 9e-05, ""v11"": 9e-05, ""v12"": 0.191237, ""v13"": 9e-05}","{""v0"": [0.997925], ""v1"": [0.013427, 0.012442, 0.012211], ""v2"": [0.077231, 0.07722, 0.077214, 0.07715], ""v3"": [0.077288, 0.054096, 0.034449], ""v4"": [0.391489, 0.389953, 0.25936], ""v5"": [0.817726, 0.79026, 0.775256, 0.596564], ""v6"": [0.998544, 0.998142], ""v7"": [0.999271, 0.999059, 0.998123], ""v8"": [0.997503, 0.997326, 0.997217, 0.997124, 0.99665], ""v9"": [0.997493, 0.997439, 0.996872, 0.995733], ""v10"": [0.998219, 0.998143, 0.998062, 0.997945, 0.997418], ""v11"": [0.999033, 0.998743, 0.998641], ""v12"": [0.348896, 0.332868, 0.30105, 0.265337, 0.263614], ""v13"": [0.999322, 0.998536, 0.998416, 0.998338]}"
9,10,23,5.0,greedy_probability,index,stochastic,1,True,regret,306,0.013369,0.00099569,0.00340757,0.07924325,0.07583568,"{""v0"": 0.302706, ""v1"": 0.000327, ""v2"": 0.000327, ""v3"": 0.246072, ""v4"": 0.148713, ""v5"": 0.000327, ""v6"": 0.000327, ""v7"": 0.000327, ""v8"": 0.000327, ""v9"": 0.300547}","{""v0"": [0.045634, 0.040816, 0.037251, 0.032206], ""v1"": [0.367128, 0.366323], ""v2"": [0.368684, 0.368459, 0.368322, 0.367858, 0.366944], ""v3"": [0.081268, 0.068557], ""v4"": [0.369496, 0.18592], ""v5"": [0.993197, 0.986975], ""v6"": [0.996918, 0.993804], ""v7"": [0.997433], ""v8"": [0.997688], ""v9"": [0.201281, 0.194654]}"
