network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,13,46,1.0,greedy_probability,index,stochastic,10,True,regret,1804,1.173942,0.00099430,0.21317473,0.23975027,0.02657554,"{""v0"": 4.3e-05, ""v1"": 8.3e-05, ""v2"": 0.014821, ""v3"": 0.002082, ""v4"": 0.385617, ""v5"": 4.3e-05, ""v6"": 0.129974, ""v7"": 4.3e-05, ""v8"": 4.3e-05, ""v9"": 0.000287, ""v10"": 4.3e-05, ""v11"": 0.139454, ""v12"": 0.32747}","{""v0"": [0.292342, 0.292338, 0.292325, 0.292279], ""v1"": [0.292322, 0.292297, 0.292289, 0.292253, 0.292233, 0.292225, 0.292191], ""v2"": [0.292368, 0.284623, 0.281424, 0.275892], ""v3"": [0.299937, 0.299219, 0.298515], ""v4"": [0.300934, 0.289968, 0.231413], ""v5"": [0.544564], ""v6"": [0.457809, 0.437721, 0.420495], ""v7"": [0.544628, 0.544561], ""v8"": [0.54467, 0.544617, 0.544576], ""v9"": [0.54448, 0.544477, 0.544416, 0.544247, 0.544085], ""v10"": [0.54469, 0.544685, 0.544679, 0.544628], ""v11"": [0.544731, 0.541882], ""v12"": [0.663305, 0.656895, 0.639898, 0.6229, 0.568131]}"
1,14,45,1.0,greedy_probability,index,stochastic,10,True,regret,1501,0.610760,0.00099320,0.30157916,0.82283910,0.52125994,"{""v0"": 4.8e-05, ""v1"": 0.754058, ""v2"": 0.000148, ""v3"": 5.8e-05, ""v4"": 0.243613, ""v5"": 4.8e-05, ""v6"": 4.8e-05, ""v7"": 4.8e-05, ""v8"": 4.8e-05, ""v9"": 4.8e-05, ""v10"": 0.001695, ""v11"": 4.8e-05, ""v12"": 4.8e-05, ""v13"": 4.8e-05}","{""v0"": [0.999678], ""v1"": [0.331864, 0.281759, 0.212234], ""v2"": [0.999436, 0.999098], ""v3"": [0.999737, 0.999718, 0.999679, 0.999603, 0.999578], ""v4"": [0.759367, 0.756049, 0.731323, 0.682474], ""v5"": [0.999809, 0.999795], ""v6"": [0.999874, 0.999873, 0.999872, 0.999845], ""v7"": [0.999833, 0.99981], ""v8"": [0.999889, 0.999885, 0.999879, 0.999848], ""v9"": [0.999946, 0.999939, 0.999911, 0.999899], ""v10"": [0.998116, 0.997712, 0.991658], ""v11"": [0.999944, 0.999926, 0.999921, 0.999851, 0.999825], ""v12"": [0.999773], ""v13"": [0.999944, 0.999939, 0.999929, 0.999918, 0.999769]}"
2,13,31,1.0,greedy_probability,index,stochastic,10,True,regret,979,0.395933,0.00099999,0.35456894,0.85161786,0.49704892,"{""v0"": 0.553596, ""v1"": 7.9e-05, ""v2"": 7.9e-05, ""v3"": 7.9e-05, ""v4"": 7.9e-05, ""v5"": 7.9e-05, ""v6"": 0.306977, ""v7"": 7.9e-05, ""v8"": 0.137469, ""v9"": 7.9e-05, ""v10"": 7.9e-05, ""v11"": 0.001251, ""v12"": 7.9e-05}","{""v0"": [0.458695, 0.330605, 0.30987, 0.290358], ""v1"": [0.998487, 0.997795], ""v2"": [0.998945, 0.998517, 0.998218], ""v3"": [0.997663, 0.997163], ""v4"": [0.998445, 0.997933], ""v5"": [0.998986, 0.998886, 0.998842], ""v6"": [0.658256, 0.575515, 0.390055], ""v7"": [0.99989, 0.999738], ""v8"": [0.851708, 0.618411, 0.614232], ""v9"": [0.999417], ""v10"": [0.999778], ""v11"": [0.998599, 0.997215], ""v12"": [0.999905, 0.999826, 0.999813]}"
3,12,43,1.0,greedy_probability,index,stochastic,10,True,regret,908,0.163773,0.00099892,0.36331358,0.99979660,0.63648302,"{""v0"": 9.2e-05, ""v1"": 9.2e-05, ""v2"": 9.2e-05, ""v3"": 9.2e-05, ""v4"": 9.2e-05, ""v5"": 9.2e-05, ""v6"": 0.99862, ""v7"": 0.000277, ""v8"": 9.2e-05, ""v9"": 9.2e-05, ""v10"": 0.000277, ""v11"": 9.2e-05}","{""v0"": [0.999508], ""v1"": [0.999881, 0.999839, 0.999723], ""v2"": [0.999865, 0.999771, 0.999771, 0.999582], ""v3"": [0.999864, 0.999798], ""v4"": [0.999879, 0.999828, 0.999743], ""v5"": [0.999846, 0.999835, 0.999832, 0.999701, 0.999675, 0.99966, 0.999643], ""v6"": [0.31972, 0.287699, 0.276548, 0.217263, 0.201738, 0.172736, 0.128897], ""v7"": [0.999498, 0.999339], ""v8"": [0.999741, 0.999601, 0.999495], ""v9"": [0.999706, 0.999565, 0.999544], ""v10"": [0.999648, 0.999593, 0.999498, 0.999065], ""v11"": [0.999878, 0.999839, 0.999797, 0.999628]}"
4,14,47,1.0,greedy_probability,index,stochastic,10,True,regret,1062,0.311217,0.00099930,0.33855136,0.99797915,0.65942779,"{""v0"": 6.7e-05, ""v1"": 6.7e-05, ""v2"": 6.7e-05, ""v3"": 6.7e-05, ""v4"": 6.7e-05, ""v5"": 0.985904, ""v6"": 6.7e-05, ""v7"": 6.7e-05, ""v8"": 6.7e-05, ""v9"": 0.013289, ""v10"": 6.7e-05, ""v11"": 6.7e-05, ""v12"": 6.7e-05, ""v13"": 6.7e-05}","{""v0"": [0.999752, 0.999605], ""v1"": [0.999892, 0.999873], ""v2"": [0.999831, 0.999778], ""v3"": [0.999839, 0.999838, 0.999708, 0.999676], ""v4"": [0.999919, 0.999919, 0.999915, 0.999901], ""v5"": [0.341481, 0.331419, 0.284164, 0.244715, 0.233762], ""v6"": [0.999744, 0.999728, 0.999722], ""v7"": [0.999827, 0.999817, 0.999804, 0.999781], ""v8"": [0.999922, 0.999843, 0.999828, 0.99981, 0.999783, 0.999756], ""v9"": [0.981044, 0.978245, 0.965603], ""v10"": [0.999652, 0.999646, 0.999642], ""v11"": [0.999656, 0.999635, 0.999579], ""v12"": [0.999774, 0.999742, 0.99969], ""v13"": [0.999899, 0.999811, 0.999672]}"
5,15,39,1.0,greedy_probability,index,stochastic,10,True,regret,786,0.341476,0.00098712,0.11303877,0.14617066,0.03313189,"{""v0"": 8.5e-05, ""v1"": 8.5e-05, ""v2"": 8.5e-05, ""v3"": 0.001312, ""v4"": 8.5e-05, ""v5"": 8.5e-05, ""v6"": 8.5e-05, ""v7"": 8.5e-05, ""v8"": 8.5e-05, ""v9"": 0.001241, ""v10"": 0.342571, ""v11"": 8.5e-05, ""v12"": 8.5e-05, ""v13"": 0.546557, ""v14"": 0.107471}","{""v0"": [0.438426, 0.438419, 0.438377], ""v1"": [0.438439, 0.438383, 0.438346, 0.438177], ""v2"": [0.438362], ""v3"": [0.435103, 0.435014, 0.433943], ""v4"": [0.43788, 0.437846, 0.437464], ""v5"": [0.438303, 0.438299, 0.4381], ""v6"": [0.435879, 0.435829, 0.435315], ""v7"": [0.436882, 0.436801], ""v8"": [0.437853], ""v9"": [0.438688], ""v10"": [0.280031, 0.234321], ""v11"": [0.44174, 0.441633], ""v12"": [0.441858, 0.441856, 0.441811], ""v13"": [0.441912, 0.436596, 0.424395, 0.21746], ""v14"": [0.881476, 0.867881, 0.773427, 0.66468]}"
6,14,46,1.0,greedy_probability,index,stochastic,10,True,regret,1949,1.356119,0.00099900,0.28340011,0.56062287,0.27722276,"{""v0"": 3.7e-05, ""v1"": 0.891608, ""v2"": 3.7e-05, ""v3"": 3.7e-05, ""v4"": 0.106848, ""v5"": 0.000361, ""v6"": 0.00011, ""v7"": 5.6e-05, ""v8"": 3.7e-05, ""v9"": 3.7e-05, ""v10"": 3.7e-05, ""v11"": 0.000366, ""v12"": 3.7e-05, ""v13"": 0.000395}","{""v0"": [0.999773], ""v1"": [0.322241, 0.305133, 0.273382, 0.187219, 0.173759], ""v2"": [0.99988, 0.999761], ""v3"": [0.999884, 0.999866, 0.999776], ""v4"": [0.854332, 0.838643, 0.825159, 0.80112, 0.613911], ""v5"": [0.999243, 0.998141], ""v6"": [0.999782, 0.999569, 0.999473], ""v7"": [0.999856, 0.999816, 0.999805], ""v8"": [0.999948, 0.999939, 0.999923], ""v9"": [0.999851, 0.999799], ""v10"": [0.999898, 0.999889, 0.999865, 0.999862], ""v11"": [0.999524, 0.999369, 0.99932, 0.999065], ""v12"": [0.999947, 0.999947, 0.999926, 0.999912, 0.999867, 0.999834], ""v13"": [0.999523, 0.999315, 0.998807]}"
7,12,31,1.0,greedy_probability,index,stochastic,10,True,regret,1197,0.509218,0.00099924,0.25060472,0.24996830,-0.00063642,"{""v0"": 7e-05, ""v1"": 0.000826, ""v2"": 7e-05, ""v3"": 7e-05, ""v4"": 0.997479, ""v5"": 0.000826, ""v6"": 7e-05, ""v7"": 7e-05, ""v8"": 7e-05, ""v9"": 7e-05, ""v10"": 0.000307, ""v11"": 7.5e-05}","{""v0"": [0.253378, 0.253377, 0.253369, 0.25332], ""v1"": [0.253104], ""v2"": [0.253371, 0.253353, 0.253337], ""v3"": [0.253344], ""v4"": [0.253403, 0.236111, 0.234753, 0.175095, 0.155593], ""v5"": [0.998691, 0.997942], ""v6"": [0.999434, 0.99941], ""v7"": [0.999696, 0.999674, 0.999592], ""v8"": [0.999832, 0.999645], ""v9"": [0.999918, 0.999895], ""v10"": [0.999595, 0.999301, 0.999113, 0.998799], ""v11"": [0.999894, 0.999868]}"
8,14,49,1.0,greedy_probability,index,stochastic,10,True,regret,1419,0.814245,0.00099866,0.29905311,0.64087662,0.34182351,"{""v0"": 5e-05, ""v1"": 0.012143, ""v2"": 5e-05, ""v3"": 0.450462, ""v4"": 0.264428, ""v5"": 0.000752, ""v6"": 5e-05, ""v7"": 5e-05, ""v8"": 5e-05, ""v9"": 5e-05, ""v10"": 5e-05, ""v11"": 5e-05, ""v12"": 0.271761, ""v13"": 5e-05}","{""v0"": [0.999766], ""v1"": [0.412, 0.411388, 0.41123], ""v2"": [0.418437, 0.41843, 0.418426, 0.418382], ""v3"": [0.418475, 0.341885, 0.253648], ""v4"": [0.722593, 0.7213, 0.586556], ""v5"": [0.9989, 0.998708, 0.998597, 0.996853], ""v6"": [0.999836, 0.999791], ""v7"": [0.999918, 0.999894, 0.999789], ""v8"": [0.999719, 0.999699, 0.999686, 0.999676, 0.999622], ""v9"": [0.999718, 0.999711, 0.999647, 0.999519], ""v10"": [0.9998, 0.999791, 0.999782, 0.999769, 0.999709], ""v11"": [0.999891, 0.999858, 0.999847], ""v12"": [0.73323, 0.719045, 0.688403, 0.649435, 0.647417], ""v13"": [0.999924, 0.999835, 0.999822, 0.999813]}"
9,10,23,1.0,greedy_probability,index,stochastic,10,True,regret,2062,0.658010,0.00099652,0.23861103,0.51045178,0.27184075,"{""v0"": 0.076937, ""v1"": 4.8e-05, ""v2"": 4.8e-05, ""v3"": 0.689897, ""v4"": 0.067135, ""v5"": 4.8e-05, ""v6"": 4.8e-05, ""v7"": 4.8e-05, ""v8"": 4.8e-05, ""v9"": 0.165741}","{""v0"": [0.753182, 0.738079, 0.724902, 0.702413], ""v1"": [0.903081, 0.903008], ""v2"": [0.903222, 0.903202, 0.903189, 0.903147, 0.903064], ""v3"": [0.340861, 0.296671], ""v4"": [0.903295, 0.785943], ""v5"": [0.999797, 0.999609], ""v6"": [0.999908, 0.999815], ""v7"": [0.999924], ""v8"": [0.999931], ""v9"": [0.830059, 0.824089]}"
