network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,13,46,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,43,0.032027,0.00098586,0.00238077,0.00240870,0.00002792,"{""v0"": 0.001789, ""v1"": 0.014596, ""v2"": 0.118976, ""v3"": 0.14806, ""v4"": 0.172746, ""v5"": 0.001789, ""v6"": 0.15203, ""v7"": 0.001789, ""v8"": 0.001789, ""v9"": 0.089022, ""v10"": 0.001789, ""v11"": 0.1533, ""v12"": 0.142325}",{}
1,14,45,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1007,0.426658,0.00099905,0.00471882,0.00470375,-0.00001506,"{""v0"": 7.1e-05, ""v1"": 0.438106, ""v2"": 0.000427, ""v3"": 8.4e-05, ""v4"": 0.357536, ""v5"": 7.1e-05, ""v6"": 7.1e-05, ""v7"": 7.1e-05, ""v8"": 7.1e-05, ""v9"": 7.1e-05, ""v10"": 0.203209, ""v11"": 7.1e-05, ""v12"": 7.1e-05, ""v13"": 7.1e-05}",{}
2,13,31,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,735,0.307301,0.00099882,0.00642525,0.00644755,0.00002230,"{""v0"": 0.331794, ""v1"": 0.000105, ""v2"": 0.000105, ""v3"": 0.000105, ""v4"": 0.000105, ""v5"": 0.000105, ""v6"": 0.330415, ""v7"": 0.000105, ""v8"": 0.320382, ""v9"": 0.000105, ""v10"": 0.000105, ""v11"": 0.016467, ""v12"": 0.000105}",{}
3,12,43,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,2280,0.421336,0.00099964,0.00662345,0.00662179,-0.00000166,"{""v0"": 3.7e-05, ""v1"": 3.7e-05, ""v2"": 3.7e-05, ""v3"": 3.7e-05, ""v4"": 3.7e-05, ""v5"": 3.7e-05, ""v6"": 0.999314, ""v7"": 0.000178, ""v8"": 3.7e-05, ""v9"": 3.7e-05, ""v10"": 0.000178, ""v11"": 3.7e-05}",{}
4,14,47,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,2413,0.725078,0.00099995,0.00594465,0.00593695,-0.00000769,"{""v0"": 3e-05, ""v1"": 3e-05, ""v2"": 3e-05, ""v3"": 3e-05, ""v4"": 3e-05, ""v5"": 0.543761, ""v6"": 3e-05, ""v7"": 3e-05, ""v8"": 3e-05, ""v9"": 0.455884, ""v10"": 3e-05, ""v11"": 3e-05, ""v12"": 3e-05, ""v13"": 3e-05}",{}
5,15,39,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,322,0.142523,0.00099900,0.00154944,0.00158548,0.00003605,"{""v0"": 0.000207, ""v1"": 0.000207, ""v2"": 0.000207, ""v3"": 0.144043, ""v4"": 0.000207, ""v5"": 0.000207, ""v6"": 0.000207, ""v7"": 0.000207, ""v8"": 0.000207, ""v9"": 0.121382, ""v10"": 0.230217, ""v11"": 0.000207, ""v12"": 0.000207, ""v13"": 0.306404, ""v14"": 0.195885}",{}
6,14,46,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,457,0.325795,0.00099934,0.00431138,0.00429712,-0.00001426,"{""v0"": 0.000156, ""v1"": 0.469806, ""v2"": 0.000156, ""v3"": 0.000156, ""v4"": 0.285337, ""v5"": 0.07392, ""v6"": 0.001397, ""v7"": 0.000182, ""v8"": 0.000156, ""v9"": 0.000156, ""v10"": 0.000156, ""v11"": 0.082163, ""v12"": 0.000156, ""v13"": 0.086101}",{}
7,12,31,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,826,0.358784,0.00099900,0.00399395,0.00396923,-0.00002472,"{""v0"": 0.000101, ""v1"": 0.164867, ""v2"": 0.000101, ""v3"": 0.000101, ""v4"": 0.628066, ""v5"": 0.202051, ""v6"": 0.000101, ""v7"": 0.000101, ""v8"": 0.000101, ""v9"": 0.000101, ""v10"": 0.004208, ""v11"": 0.000101}",{}
8,14,49,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,712,0.415377,0.00099914,0.00409550,0.00410984,0.00001434,"{""v0"": 0.0001, ""v1"": 0.210072, ""v2"": 0.0001, ""v3"": 0.309747, ""v4"": 0.207477, ""v5"": 0.053005, ""v6"": 0.0001, ""v7"": 0.0001, ""v8"": 0.0001, ""v9"": 0.0001, ""v10"": 0.0001, ""v11"": 0.0001, ""v12"": 0.218796, ""v13"": 0.0001}",{}
9,10,23,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,353,0.113820,0.00099811,0.00336544,0.00337492,0.00000948,"{""v0"": 0.260463, ""v1"": 0.000283, ""v2"": 0.000283, ""v3"": 0.281576, ""v4"": 0.222242, ""v5"": 0.000283, ""v6"": 0.000283, ""v7"": 0.000283, ""v8"": 0.000283, ""v9"": 0.234019}",{}
