network_id,structure,n_controls,total_Q,depth,mode,rho,seed,task,index_time_s,mdp_time_s,mdp_status,mdp_states,ell,probs
10,"Par(Ser(ContaminationTapeFails,CommonCauseSealFailureBE),Ser(Metal-To-MetalSealFails,Ser(CompressionSeal1Fails,Ser(CompressionSeal2Fails,FusedPlugFails))))",6,6,4,random,0.9,0,both,0.000128,0.000149,ok,24,"{""ContaminationTapeFails"": 0.140334, ""CommonCauseSealFailureBE"": 0.243386, ""Metal-To-MetalSealFails"": 0.175235, ""CompressionSeal1Fails"": 0.073162, ""CompressionSeal2Fails"": 0.114942, ""FusedPlugFails"": 0.252941}","{""ContaminationTapeFails"": [0.1], ""CommonCauseSealFailureBE"": [1e-05], ""Metal-To-MetalSealFails"": [0.001], ""CompressionSeal1Fails"": [0.001], ""CompressionSeal2Fails"": [0.001], ""FusedPlugFails"": [0.001]}"
11,"Ser(Par(X1,Par(X2,Par(X7,Par(X8,Par(X9,X3))))),Par(X4,Par(X5,Par(X6,Par(Ser(X16,Ser(X17,X18)),Par(X14,Par(X15,Par(Ser(X19,Ser(X20,X21)),Par(X10,Par(X11,Par(X12,X13)))))))))))",21,21,11,random,0.9,0,both,0.000526,245.510929,ok,3537279,"{""X1"": 0.049546, ""X2"": 0.061724, ""X7"": 0.011943, ""X8"": 0.021169, ""X9"": 0.09785, ""X3"": 0.067811, ""X4"": 0.020701, ""X5"": 0.034943, ""X6"": 0.049456, ""X16"": 0.021303, ""X17"": 0.016236, ""X18"": 0.059583, ""X14"": 0.024358, ""X15"": 0.014567, ""X19"": 0.088043, ""X20"": 0.058791, ""X21"": 0.029155, ""X10"": 0.02781, ""X11"": 0.073237, ""X12"": 0.01189, ""X13"": 0.159884}","{""X1"": [0.03125], ""X2"": [0.03125], ""X7"": [0.03125], ""X8"": [0.03125], ""X9"": [0.03125], ""X3"": [0.03125], ""X4"": [0.00876], ""X5"": [0.00876], ""X6"": [0.00876], ""X16"": [0.00293], ""X17"": [0.00293], ""X18"": [0.00293], ""X14"": [0.00876], ""X15"": [0.00876], ""X19"": [0.00293], ""X20"": [0.00293], ""X21"": [0.00293], ""X10"": [0.00876], ""X11"": [0.00876], ""X12"": [0.00876], ""X13"": [0.00876]}"
12,"Par(X1_1,Par(X1_2,Par(X1_3,Par(X2_1_1,Par(X2_1_2,Par(X2_2_1,Par(X2_2_2,Par(X2_3,Par(X3_1,Par(X3_2,Par(X3_3,Par(X4_1_1,Par(X4_1_2,Par(X4_1_3,Par(X4_2_1,Par(X4_2_2,Par(Ser(X5_1_1,X5_1_2),Par(X5_2_1,Par(X5_2_2,Par(X5_3_1,X5_3_2))))))))))))))))))))",22,22,20,random,0.9,0,both,0.000154,532.606424,ok,4194302,"{""X1_1"": 0.119239, ""X1_2"": 0.022467, ""X1_3"": 0.048488, ""X2_1_1"": 0.063221, ""X2_1_2"": 0.010307, ""X2_2_1"": 0.043221, ""X2_2_2"": 0.05696, ""X2_3"": 0.03059, ""X3_1"": 0.046547, ""X3_2"": 0.078497, ""X3_3"": 0.018236, ""X4_1_1"": 0.017135, ""X4_1_2"": 0.06228, ""X4_1_3"": 0.008983, ""X4_2_1"": 0.077089, ""X4_2_2"": 0.013266, ""X5_1_1"": 0.0188, ""X5_1_2"": 0.097685, ""X5_2_1"": 0.004141, ""X5_2_2"": 0.091829, ""X5_3_1"": 0.003292, ""X5_3_2"": 0.067727}","{""X1_1"": [0.08], ""X1_2"": [0.002], ""X1_3"": [0.00242], ""X2_1_1"": [0.00011], ""X2_1_2"": [0.00011], ""X2_2_1"": [0.0164], ""X2_2_2"": [0.005], ""X2_3"": [0.00109], ""X3_1"": [0.00798], ""X3_2"": [0.005], ""X3_3"": [0.00048], ""X4_1_1"": [0.00025], ""X4_1_2"": [0.00142], ""X4_1_3"": [0.00022], ""X4_2_1"": [0.00109], ""X4_2_2"": [0.00824], ""X5_1_1"": [0.00025], ""X5_1_2"": [0.00114], ""X5_2_1"": [0.002], ""X5_2_2"": [0.0003], ""X5_3_1"": [0.002], ""X5_3_2"": [0.002]}"
13,"Ser(X1,Ser(X2,Ser(X3,Ser(X4,Ser(X5,Ser(X6,Ser(Par(X7,Par(X8,Par(X9,Par(X10,Par(X11,Par(X12,Par(X13,Par(X14,Par(X15,Par(X16,Par(X17,Par(X18,Par(X19,Par(X20,Par(X21,Par(X22,Par(X23,Par(X24,Par(X25,Par(X26,X27)))))))))))))))))))),Ser(Par(X30,Par(X31,Par(X32,Par(X33,Par(X34,Par(X35,Par(X36,Par(X37,Par(X38,X39))))))))),Ser(X28,Ser(X29,Ser(X40,Ser(X41,Ser(X42,Ser(X43,Ser(X44,Ser(X45,Ser(X46,Ser(X47,Ser(X48,Ser(X49,Ser(X50,Ser(X51,Ser(X52,X53)))))))))))))))))))))))",53,53,27,random,0.9,0,both,0.001374,-1,statecap,,"{""X1"": 0.037254, ""X2"": 0.015953, ""X3"": 0.008276, ""X4"": 0.045716, ""X5"": 0.012265, ""X6"": 0.04254, ""X7"": 0.012233, ""X8"": 0.010594, ""X9"": 0.002862, ""X10"": 0.003304, ""X11"": 0.00778, ""X12"": 0.016196, ""X13"": 0.003972, ""X14"": 0.012235, ""X15"": 0.014023, ""X16"": 0.01058, ""X17"": 0.026228, ""X18"": 0.001265, ""X19"": 0.04089, ""X20"": 0.018291, ""X21"": 0.005121, ""X22"": 0.014547, ""X23"": 0.025874, ""X24"": 0.018201, ""X25"": 0.015672, ""X26"": 0.005564, ""X27"": 0.019993, ""X30"": 0.017474, ""X31"": 0.04572, ""X32"": 0.022017, ""X33"": 0.027686, ""X34"": 0.004563, ""X35"": 0.033528, ""X36"": 0.000375, ""X37"": 0.005406, ""X38"": 0.021359, ""X39"": 0.00302, ""X28"": 0.032447, ""X29"": 0.015183, ""X40"": 0.027695, ""X41"": 0.026773, ""X42"": 0.007604, ""X43"": 0.015845, ""X44"": 0.007773, ""X45"": 0.026689, ""X46"": 0.012925, ""X47"": 0.03416, ""X48"": 0.007458, ""X49"": 0.032513, ""X50"": 0.0446, ""X51"": 0.037694, ""X52"": 0.004164, ""X53"": 0.0379}","{""X1"": [1e-05], ""X2"": [1e-06], ""X3"": [1e-06], ""X4"": [1e-06], ""X5"": [1e-05], ""X6"": [1e-06], ""X7"": [1e-06], ""X8"": [1e-06], ""X9"": [1e-06], ""X10"": [1e-06], ""X11"": [1e-06], ""X12"": [1e-06], ""X13"": [1e-06], ""X14"": [1e-06], ""X15"": [1e-06], ""X16"": [1e-06], ""X17"": [1e-06], ""X18"": [1e-06], ""X19"": [1e-06], ""X20"": [1e-06], ""X21"": [1e-06], ""X22"": [1e-06], ""X23"": [1e-06], ""X24"": [1e-06], ""X25"": [1e-06], ""X26"": [1e-06], ""X27"": [1e-06], ""X30"": [1e-06], ""X31"": [1e-06], ""X32"": [1e-06], ""X33"": [1e-06], ""X34"": [1e-06], ""X35"": [1e-06], ""X36"": [1e-06], ""X37"": [1e-06], ""X38"": [1e-06], ""X39"": [1e-06], ""X28"": [1e-05], ""X29"": [1e-05], ""X40"": [1e-06], ""X41"": [0.00014], ""X42"": [1e-06], ""X43"": [0.0024], ""X44"": [0.00827], ""X45"": [0.00512], ""X46"": [5e-05], ""X47"": [1e-06], ""X48"": [1e-06], ""X49"": [1e-06], ""X50"": [1e-06], ""X51"": [1e-06], ""X52"": [1e-05], ""X53"": [7e-05]}"
14,"Par(Ser(Par(BE1,Par(BE2,BE3)),Par(BE4,BE5)),Par(BE6,Par(BE7,Par(BE8,Par(BE9,Par(BE10,Par(BE11,Par(BE12,Par(BE13,Par(BE14,Par(BE15,Par(BE16,Par(BE17,Par(BE18,Par(BE19,Par(BE20,Par(BE21,Par(BE22,Par(BE23,Par(BE24,BE25))))))))))))))))))))",25,25,20,random,0.9,0,both,0.000195,-1,statecap,,"{""BE1"": 0.002617, ""BE2"": 0.004516, ""BE3"": 0.010163, ""BE4"": 0.077554, ""BE5"": 0.002378, ""BE6"": 0.041744, ""BE7"": 0.041803, ""BE8"": 0.198222, ""BE9"": 0.199427, ""BE10"": 0.030212, ""BE11"": 0.017274, ""BE12"": 0.016167, ""BE13"": 0.030765, ""BE14"": 0.016571, ""BE15"": 0.031161, ""BE16"": 0.014632, ""BE17"": 0.05941, ""BE18"": 0.015585, ""BE19"": 0.000233, ""BE20"": 0.045947, ""BE21"": 0.032156, ""BE22"": 0.005555, ""BE23"": 0.014965, ""BE24"": 0.013085, ""BE25"": 0.077858}","{""BE1"": [0.00045], ""BE2"": [0.00039], ""BE3"": [0.00185], ""BE4"": [9e-05], ""BE5"": [0.00016], ""BE6"": [0.138], ""BE7"": [0.12], ""BE8"": [0.0672], ""BE9"": [0.00209], ""BE10"": [0.00034], ""BE11"": [0.00037], ""BE12"": [1e-05], ""BE13"": [0.00292], ""BE14"": [0.00387], ""BE15"": [2e-05], ""BE16"": [0.0004], ""BE17"": [0.109], ""BE18"": [0.00391], ""BE19"": [0.00023], ""BE20"": [0.0395], ""BE21"": [0.114], ""BE22"": [0.00258], ""BE23"": [0.113], ""BE24"": [0.00383], ""BE25"": [0.00352]}"
15,"Par(TAFc,Par(BAFacN,Par(BAFacS,Par(BAFacE,Par(BAFacW,Par(MLFac,Par(BHFac,Par(HFship,Par(HFland,LHF)))))))))",10,10,9,random,0.9,0,both,0.000071,0.029383,ok,1023,"{""TAFc"": 0.174826, ""BAFacN"": 0.008124, ""BAFacS"": 0.1903, ""BAFacE"": 0.031156, ""BAFacW"": 0.032175, ""MLFac"": 0.068434, ""BHFac"": 0.092097, ""HFship"": 0.004263, ""HFland"": 0.244622, ""LHF"": 0.154003}","{""TAFc"": [0.0042], ""BAFacN"": [0.0001], ""BAFacS"": [4e-05], ""BAFacE"": [1e-06], ""BAFacW"": [0.00417], ""MLFac"": [0.00931], ""BHFac"": [0.00864], ""HFship"": [1e-05], ""HFland"": [1e-05], ""LHF"": [2e-05]}"
16,"Par(TAFfs,Par(TAFfp,Par(BAFacN,Par(BAFacS,Par(BAFacE,Par(BAFacW,Par(BAFasbN,Par(BAFasbS,Par(BAFasbE,Par(BAFasbW,Par(BAFapN,Par(BAFapS,Par(BAFapE,Par(BAFapW,Par(MLFac,Par(MLFasb,Par(MLFap,Par(BHFac,Par(BHFas,Par(BHFap,Par(HFship,Par(HFland,LHF))))))))))))))))))))))",23,23,22,random,0.9,0,both,0.000135,-1,statecap,,"{""TAFfs"": 0.003573, ""TAFfp"": 0.017824, ""BAFacN"": 0.002132, ""BAFacS"": 0.005792, ""BAFacE"": 0.055905, ""BAFacW"": 0.026306, ""BAFasbN"": 0.037846, ""BAFasbS"": 0.02133, ""BAFasbE"": 0.019398, ""BAFasbW"": 0.055597, ""BAFapN"": 0.035602, ""BAFapS"": 0.175282, ""BAFapE"": 0.000335, ""BAFapW"": 0.111276, ""MLFac"": 0.035369, ""MLFasb"": 0.127152, ""MLFap"": 0.065679, ""BHFac"": 0.000483, ""BHFas"": 0.011516, ""BHFap"": 0.063995, ""HFship"": 0.102144, ""HFland"": 0.01831, ""LHF"": 0.007154}","{""TAFfs"": [0.00013], ""TAFfp"": [1e-06], ""BAFacN"": [1e-06], ""BAFacS"": [1e-06], ""BAFacE"": [1e-06], ""BAFacW"": [1e-06], ""BAFasbN"": [1e-06], ""BAFasbS"": [1e-06], ""BAFasbE"": [1e-06], ""BAFasbW"": [1e-06], ""BAFapN"": [1e-06], ""BAFapS"": [4e-05], ""BAFapE"": [1e-06], ""BAFapW"": [1e-05], ""MLFac"": [1e-06], ""MLFasb"": [0.00024], ""MLFap"": [0.00037], ""BHFac"": [1e-06], ""BHFas"": [0.00032], ""BHFap"": [0.0012], ""HFship"": [2e-05], ""HFland"": [2e-05], ""LHF"": [1e-06]}"
17,"Par(TAFfs,Par(BAFfcN,Par(BAFfcS,Par(BAFfcE,Par(BAFfcW,Par(BAFfpN,Par(BAFfpS,Par(BAFfpE,Par(BAFfpW,Par(BAFacN,Par(BAFacS,Par(BAFacE,Par(BAFacW,Par(BAFasbN,Par(BAFasbS,Par(BAFasbE,Par(BAFasbW,Par(BAFapN,Par(BAFapS,Par(BAFapE,Par(BAFapW,Par(MLFfc,Par(MLFfp,Par(MLFac,Par(MLFasb,Par(MLFap,Par(BHFfc,Par(BHFfp,Par(BHFac,Par(BHFas,Par(BHFap,Par(HFship,Par(HFland,LHF)))))))))))))))))))))))))))))))))",34,34,33,random,0.9,0,both,0.000205,-1,timeout,,"{""TAFfs"": 0.027303, ""BAFfcN"": 0.014355, ""BAFfcS"": 0.125201, ""BAFfcE"": 0.003678, ""BAFfcW"": 0.00573, ""BAFfpN"": 0.027251, ""BAFfpS"": 0.025529, ""BAFfpE"": 0.018534, ""BAFfpW"": 0.00985, ""BAFacN"": 0.007531, ""BAFacS"": 0.035112, ""BAFacE"": 0.017796, ""BAFacW"": 0.143779, ""BAFasbN"": 0.077518, ""BAFasbS"": 0.007426, ""BAFasbE"": 0.012882, ""BAFasbW"": 0.006775, ""BAFapN"": 0.026997, ""BAFapS"": 0.025517, ""BAFapE"": 0.033653, ""BAFapW"": 0.072695, ""MLFfc"": 0.017655, ""MLFfp"": 0.03637, ""MLFac"": 0.025201, ""MLFasb"": 0.012155, ""MLFap"": 0.009516, ""BHFfc"": 0.024576, ""BHFfp"": 0.00109, ""BHFac"": 0.039873, ""BHFas"": 0.015991, ""BHFap"": 0.008982, ""HFship"": 0.075404, ""HFland"": 0.005408, ""LHF"": 0.002667}","{""TAFfs"": [1e-06], ""BAFfcN"": [1e-06], ""BAFfcS"": [1e-06], ""BAFfcE"": [1e-06], ""BAFfcW"": [1e-06], ""BAFfpN"": [1e-06], ""BAFfpS"": [1e-06], ""BAFfpE"": [1e-06], ""BAFfpW"": [1e-06], ""BAFacN"": [1e-06], ""BAFacS"": [1e-06], ""BAFacE"": [1e-06], ""BAFacW"": [1e-06], ""BAFasbN"": [1e-06], ""BAFasbS"": [1e-06], ""BAFasbE"": [1e-06], ""BAFasbW"": [1e-06], ""BAFapN"": [1e-06], ""BAFapS"": [3e-05], ""BAFapE"": [1e-06], ""BAFapW"": [1e-06], ""MLFfc"": [1e-06], ""MLFfp"": [0.00011], ""MLFac"": [1e-06], ""MLFasb"": [0.00016], ""MLFap"": [0.00072], ""BHFfc"": [1e-06], ""BHFfp"": [0.00036], ""BHFac"": [1e-06], ""BHFas"": [0.00032], ""BHFap"": [0.00011], ""HFship"": [3e-05], ""HFland"": [3e-05], ""LHF"": [1e-06]}"
18,"Par(X1_1,Par(X1_2,Par(X1_3,Par(X2_1_1,Par(X2_1_2,Par(X2_2_1,Par(X2_2_2,Par(X2_3,Par(X3_1,Par(X3_2,Par(X3_3,Par(X4_1_1,Par(X4_1_2,Par(X4_1_3,Par(X4_2_1,Par(X4_2_2,Par(Ser(X5_1_1,X5_1_2),Par(X5_2_1,Par(X5_2_2,Par(X5_3_1,X5_3_2))))))))))))))))))))",22,22,20,random,0.9,0,both,0.000155,534.461020,ok,4194302,"{""X1_1"": 0.083805, ""X1_2"": 0.055462, ""X1_3"": 0.006797, ""X2_1_1"": 0.04707, ""X2_1_2"": 0.009838, ""X2_2_1"": 0.040688, ""X2_2_2"": 0.013312, ""X2_3"": 0.001115, ""X3_1"": 0.027513, ""X3_2"": 0.031952, ""X3_3"": 0.076893, ""X4_1_1"": 0.022866, ""X4_1_2"": 0.00582, ""X4_1_3"": 0.019089, ""X4_2_1"": 0.013793, ""X4_2_2"": 0.057759, ""X5_1_1"": 0.152774, ""X5_1_2"": 0.035714, ""X5_2_1"": 0.07658, ""X5_2_2"": 0.019928, ""X5_3_1"": 0.046529, ""X5_3_2"": 0.154703}","{""X1_1"": [0.08], ""X1_2"": [0.002], ""X1_3"": [0.00242], ""X2_1_1"": [0.00011], ""X2_1_2"": [0.00011], ""X2_2_1"": [0.0164], ""X2_2_2"": [0.005], ""X2_3"": [0.00109], ""X3_1"": [0.00798], ""X3_2"": [0.005], ""X3_3"": [0.00048], ""X4_1_1"": [0.00025], ""X4_1_2"": [0.00142], ""X4_1_3"": [0.00022], ""X4_2_1"": [0.00109], ""X4_2_2"": [0.00824], ""X5_1_1"": [0.00025], ""X5_1_2"": [0.00114], ""X5_2_1"": [0.002], ""X5_2_2"": [0.0003], ""X5_3_1"": [0.002], ""X5_3_2"": [0.002]}"
19,"Par(Not_removing_the_corrosion_gas_and_impurities,Par(Not_adding_corrosion_inhibitor,Par(Not_pigging_regularly,Par(Anticorrosive_coating_failure,Par(Cathodic_protection_failure,Par(Dropped_objects_hit,Par(Anchoring_work,Par(Fishing_gear_interaction,Par(Offshore_construction,Par(Ser(Par(Design_burial_depth_is_not_enough,Par(Operation_of_burial_depth_is_not_enough,Failure_of_treatment_timely)),Par(Strong_current_and_wave,Seabed_soil_are_eroded_easily)),Par(Subsea_earthquake,Par(Seabed_movement,Par(Typhoon,Par(Design_defect_of_material,Par(Construction_defect_of_material,Par(Design_defect_of_weld-seam,Par(Construction_defect_of_weld-seam,Par(Auxiliaries_aging,Design_defect_of_auxiliaries))))))))))))))))))",23,23,18,random,0.9,0,both,0.000191,-1,statecap,,"{""Not_removing_the_corrosion_gas_and_impurities"": 0.014737, ""Not_adding_corrosion_inhibitor"": 0.028264, ""Not_pigging_regularly"": 0.024459, ""Anticorrosive_coating_failure"": 0.005425, ""Cathodic_protection_failure"": 0.017301, ""Dropped_objects_hit"": 0.03466, ""Anchoring_work"": 0.018782, ""Fishing_gear_interaction"": 0.335591, ""Offshore_construction"": 0.029237, ""Design_burial_depth_is_not_enough"": 0.039536, ""Operation_of_burial_depth_is_not_enough"": 0.072882, ""Failure_of_treatment_timely"": 0.040225, ""Strong_current_and_wave"": 0.074744, ""Seabed_soil_are_eroded_easily"": 0.028349, ""Subsea_earthquake"": 0.003213, ""Seabed_movement"": 0.005576, ""Typhoon"": 0.036794, ""Design_defect_of_material"": 0.007422, ""Construction_defect_of_material"": 0.014778, ""Design_defect_of_weld-seam"": 0.006559, ""Construction_defect_of_weld-seam"": 0.103642, ""Auxiliaries_aging"": 0.017657, ""Design_defect_of_auxiliaries"": 0.040167}","{""Not_removing_the_corrosion_gas_and_impurities"": [0.00041], ""Not_adding_corrosion_inhibitor"": [0.00045], ""Not_pigging_regularly"": [7e-05], ""Anticorrosive_coating_failure"": [0.00015], ""Cathodic_protection_failure"": [0.00013], ""Dropped_objects_hit"": [4e-05], ""Anchoring_work"": [6e-05], ""Fishing_gear_interaction"": [0.00013], ""Offshore_construction"": [2e-05], ""Design_burial_depth_is_not_enough"": [0.00024], ""Operation_of_burial_depth_is_not_enough"": [4e-05], ""Failure_of_treatment_timely"": [4e-05], ""Strong_current_and_wave"": [1e-05], ""Seabed_soil_are_eroded_easily"": [0.00069], ""Subsea_earthquake"": [1e-05], ""Seabed_movement"": [0.00054], ""Typhoon"": [2e-05], ""Design_defect_of_material"": [0.00036], ""Construction_defect_of_material"": [0.0003], ""Design_defect_of_weld-seam"": [0.0001], ""Construction_defect_of_weld-seam"": [0.00023], ""Auxiliaries_aging"": [0.00048], ""Design_defect_of_auxiliaries"": [1e-05]}"
20,"Par(X1,Par(X2,Par(X3,Par(X4,Par(X5,Par(X6,Par(X7,Par(X8,Par(X10,Par(X11,Par(X12,Par(X13,Par(X14,Par(X15,Par(X16,Par(X17,Par(X18,Par(X19,Par(X20,Par(X21,Par(X22,Par(X23,Par(X24,Par(X25,Par(X26,Par(X27,Par(X28,Par(X29,Par(X30,X31)))))))))))))))))))))))))))))",30,30,29,random,0.9,0,both,0.000177,-1,timeout,,"{""X1"": 0.027973, ""X2"": 0.009907, ""X3"": 0.037516, ""X4"": 0.011923, ""X5"": 0.080826, ""X6"": 0.045704, ""X7"": 0.006269, ""X8"": 0.029343, ""X10"": 0.050313, ""X11"": 0.03064, ""X12"": 0.037254, ""X13"": 0.011984, ""X14"": 0.011572, ""X15"": 0.107568, ""X16"": 0.001254, ""X17"": 0.022658, ""X18"": 0.002695, ""X19"": 0.052687, ""X20"": 0.006936, ""X21"": 0.018874, ""X22"": 0.028679, ""X23"": 0.042936, ""X24"": 0.046981, ""X25"": 0.065128, ""X26"": 0.052738, ""X27"": 0.030407, ""X28"": 0.043317, ""X29"": 0.005888, ""X30"": 0.055317, ""X31"": 0.024713}","{""X1"": [0.41664], ""X2"": [0.35836], ""X3"": [0.40541], ""X4"": [0.36886], ""X5"": [0.38109], ""X6"": [0.38], ""X7"": [0.4135], ""X8"": [0.37491], ""X10"": [0.3953], ""X11"": [0.38805], ""X12"": [0.39623], ""X13"": [0.39314], ""X14"": [0.38944], ""X15"": [0.39414], ""X16"": [0.34752], ""X17"": [0.33197], ""X18"": [0.37795], ""X19"": [0.38086], ""X20"": [0.38755], ""X21"": [0.39199], ""X22"": [0.40955], ""X23"": [0.36668], ""X24"": [0.38914], ""X25"": [0.39118], ""X26"": [0.28445], ""X27"": [0.36541], ""X28"": [0.38814], ""X29"": [0.40023], ""X30"": [0.40023], ""X31"": [0.36668]}"
21,"Par(X1,Par(X2,Par(X3,Par(X4,Par(X5,Par(X6,Par(X7,Par(X8,Par(X9,Par(X10,Par(X11,Par(X12,Par(X13,Par(X14,Par(X15,X16)))))))))))))))",16,16,15,random,0.9,0,both,0.000106,6.669096,ok,65535,"{""X1"": 0.101477, ""X2"": 0.144361, ""X3"": 0.082096, ""X4"": 0.028346, ""X5"": 0.012119, ""X6"": 0.085713, ""X7"": 0.018882, ""X8"": 0.060063, ""X9"": 0.08731, ""X10"": 0.086692, ""X11"": 0.015969, ""X12"": 0.007248, ""X13"": 0.086904, ""X14"": 0.008454, ""X15"": 0.141143, ""X16"": 0.033223}","{""X1"": [0.0005], ""X2"": [0.00036], ""X3"": [0.00179], ""X4"": [0.00012], ""X5"": [0.00169], ""X6"": [0.00129], ""X7"": [0.00068], ""X8"": [0.00103], ""X9"": [0.00023], ""X10"": [0.00014], ""X11"": [0.00138], ""X12"": [0.00047], ""X13"": [0.0005], ""X14"": [0.0005], ""X15"": [0.00053], ""X16"": [0.00035]}"
22,"Par(Ser(Source,Ser(TreatmentUnits,Staff)),Par(Ser(MetallicLeach,ConduciveLeach),Par(Ser(MetallicCorr,ConduciveCorr),Par(Ser(Threat,Par(PhysGeo,Monitoring)),Par(Ser(Plastic,Ser(Hydrocarbon,ConducivePerm)),Par(Ser(Organic,Ser(Detention,ConduciveBiofilm)),Par(Ser(Par(PipesGaskets,Par(Maintenance,CrossConnect)),Ser(LOPressure,Contaminants)),Par(Ser(OrganicDBP,Ser(DisinfectantConcDBP,ConduciveDBP)),Ser(OrganicDL,Ser(DisinfectantConcDL,ConduciveDL))))))))))",27,27,10,random,0.9,0,both,0.000399,-1,statecap,,"{""Source"": 0.037527, ""TreatmentUnits"": 0.064208, ""Staff"": 0.053724, ""MetallicLeach"": 0.050058, ""ConduciveLeach"": 0.025001, ""MetallicCorr"": 0.0059, ""ConduciveCorr"": 0.022515, ""Threat"": 0.011634, ""PhysGeo"": 0.015567, ""Monitoring"": 0.122653, ""Plastic"": 0.034557, ""Hydrocarbon"": 0.007682, ""ConducivePerm"": 0.004116, ""Organic"": 0.009687, ""Detention"": 0.015627, ""ConduciveBiofilm"": 0.019648, ""PipesGaskets"": 0.002671, ""Maintenance"": 0.000576, ""CrossConnect"": 0.117183, ""LOPressure"": 0.013197, ""Contaminants"": 0.205014, ""OrganicDBP"": 0.025976, ""DisinfectantConcDBP"": 0.007255, ""ConduciveDBP"": 0.045184, ""OrganicDL"": 0.012065, ""DisinfectantConcDL"": 0.019733, ""ConduciveDL"": 0.051042}","{""Source"": [0.2], ""TreatmentUnits"": [0.2], ""Staff"": [0.3], ""MetallicLeach"": [0.95], ""ConduciveLeach"": [0.05], ""MetallicCorr"": [0.95], ""ConduciveCorr"": [0.1], ""Threat"": [0.05], ""PhysGeo"": [0.1], ""Monitoring"": [0.2], ""Plastic"": [0.05], ""Hydrocarbon"": [0.05], ""ConducivePerm"": [0.05], ""Organic"": [0.05], ""Detention"": [0.05], ""ConduciveBiofilm"": [0.1], ""PipesGaskets"": [0.1], ""Maintenance"": [0.1], ""CrossConnect"": [0.1], ""LOPressure"": [0.1], ""Contaminants"": [0.05], ""OrganicDBP"": [0.05], ""DisinfectantConcDBP"": [0.1], ""ConduciveDBP"": [0.1], ""OrganicDL"": [0.05], ""DisinfectantConcDL"": [0.1], ""ConduciveDL"": [0.1]}"
