network_id,structure,n_controls,total_Q,depth,policy,exact_value,expected_reward,std_error,ci95_halfwidth,win_probability,mean_attempts,mean_attempts_given_win,mean_time,optimal_value,absolute_gap,relative_loss,num_samples,seed
18,"Ser(Ser(v0,v1),v2)",3,4,2,uncoupled_index,0.094512,0.094274,0.001705,0.003342,0.132850,1.777550,3.265713,0.187284,0.094512,0.000000,0.000000,20000,642313784
18,"Ser(Ser(v0,v1),v2)",3,4,2,single_route,0.094512,0.094274,0.001705,0.003342,0.132850,1.777550,3.265713,0.187284,0.094512,0.000000,0.000000,20000,642313784
18,"Ser(Ser(v0,v1),v2)",3,4,2,fixed_priority,0.094512,0.094274,0.001705,0.003342,0.132850,1.777550,3.265713,0.187284,0.094512,0.000000,0.000000,20000,642313784
18,"Ser(Ser(v0,v1),v2)",3,4,2,random_frontier,,0.094274,0.001705,0.003342,0.132850,1.777550,3.265713,0.187284,0.094512,0.000237,0.002512,20000,642313784
19,"Ser(v0,Ser(v1,v2))",3,3,2,index_policy,0.075105,0.074905,0.001565,0.003068,0.102750,1.698550,3.000000,0.178960,0.075105,-0.000000,-0.000000,20000,1183839549
19,"Ser(v0,Ser(v1,v2))",3,3,2,greedy_probability,0.075105,0.074905,0.001565,0.003068,0.102750,1.698550,3.000000,0.178960,0.075105,-0.000000,-0.000000,20000,1183839549
19,"Ser(v0,Ser(v1,v2))",3,3,2,greedy_discounted,0.075105,0.074905,0.001565,0.003068,0.102750,1.698550,3.000000,0.178960,0.075105,-0.000000,-0.000000,20000,1183839549
19,"Ser(v0,Ser(v1,v2))",3,3,2,uncoupled_index,0.075105,0.074905,0.001565,0.003068,0.102750,1.698550,3.000000,0.178960,0.075105,-0.000000,-0.000000,20000,1183839549
19,"Ser(v0,Ser(v1,v2))",3,3,2,single_route,0.075105,0.074905,0.001565,0.003068,0.102750,1.698550,3.000000,0.178960,0.075105,-0.000000,-0.000000,20000,1183839549
19,"Ser(v0,Ser(v1,v2))",3,3,2,fixed_priority,0.075105,0.074905,0.001565,0.003068,0.102750,1.698550,3.000000,0.178960,0.075105,-0.000000,-0.000000,20000,1183839549
19,"Ser(v0,Ser(v1,v2))",3,3,2,random_frontier,,0.074905,0.001565,0.003068,0.102750,1.698550,3.000000,0.178960,0.075105,0.000200,0.002660,20000,1183839549
