network_id,n_controls,total_Q,method,converged,stop_reason,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,regret,873,0.961069,0.00099915,873,0.961069,0.21348104,0.00000000,0.21348104,0.001,,"{""v0"": 0.000368, ""v1"": 0.000175, ""v2"": 0.018791, ""v3"": 0.001967, ""v4"": 0.415287, ""v5"": 8.8e-05, ""v6"": 0.000623, ""v7"": 8.8e-05, ""v8"": 8.8e-05, ""v9"": 0.000219, ""v10"": 0.001119, ""v11"": 0.196915, ""v12"": 0.364271}","{""v0"": [0.258584, 0.258555, 0.258459, 0.258116], ""v1"": [0.258699, 0.258651, 0.258638, 0.258571, 0.258534, 0.258519, 0.258455], ""v2"": [0.258784, 0.250487, 0.246984, 0.240971], ""v3"": [0.267176, 0.266578, 0.265992], ""v4"": [0.268007, 0.257761, 0.203691], ""v5"": [0.482096], ""v6"": [0.481815, 0.48167, 0.481534], ""v7"": [0.48221, 0.482091], ""v8"": [0.482345, 0.482251, 0.482176], ""v9"": [0.482289, 0.482286, 0.482246, 0.482134, 0.482026], ""v10"": [0.48152, 0.481406, 0.481268, 0.480115], ""v11"": [0.482455, 0.479064], ""v12"": [0.634622, 0.627972, 0.610392, 0.592887, 0.536999]}"
0,13,46,2,True,regret,1149,2.229622,0.00097765,1149,2.229622,0.21312472,-0.00035632,0.21348104,0.001,10,"{""v0"": 6.7e-05, ""v1"": 0.000149, ""v2"": 0.003073, ""v3"": 0.002111, ""v4"": 0.424, ""v5"": 6.7e-05, ""v6"": 0.000149, ""v7"": 0.000102, ""v8"": 0.000106, ""v9"": 0.000179, ""v10"": 6.7e-05, ""v11"": 0.227018, ""v12"": 0.342911}","{""v0"": [0.259427, 0.259421, 0.259404, 0.259341], ""v1"": [0.259391, 0.25935, 0.259338, 0.259281, 0.259249, 0.259236, 0.259181], ""v2"": [0.259464, 0.257821, 0.257087, 0.255788], ""v3"": [0.260903, 0.260278, 0.259668], ""v4"": [0.261769, 0.251647, 0.198382], ""v5"": [0.475433], ""v6"": [0.475479, 0.475445, 0.475414], ""v7"": [0.475475, 0.47534], ""v8"": [0.475526, 0.475415, 0.475327], ""v9"": [0.475523, 0.475521, 0.475489, 0.475399, 0.475314], ""v10"": [0.475601, 0.475594, 0.475586, 0.475518], ""v11"": [0.475655, 0.471897], ""v12"": [0.651089, 0.644571, 0.62731, 0.61008, 0.55478]}"
1,14,45,1,True,plateau,132500,178.897371,0.00112155,132500,178.897371,0.52903072,0.00000000,0.52903072,0.001,,"{""v0"": 0.240453, ""v1"": 0.394483, ""v2"": 0.235326, ""v3"": 0.128288, ""v4"": 0.000487, ""v5"": 5e-06, ""v6"": 1.2e-05, ""v7"": 8e-06, ""v8"": 0.000176, ""v9"": 3e-06, ""v10"": 0.000421, ""v11"": 0.000335, ""v12"": 1e-06, ""v13"": 1e-06}","{""v0"": [0.537148], ""v1"": [0.536784, 0.477828, 0.385872], ""v2"": [0.536624, 0.385612], ""v3"": [0.821067, 0.791607, 0.738326, 0.653148, 0.629395], ""v4"": [0.999436, 0.999426, 0.999347, 0.999174], ""v5"": [0.999971, 0.999969], ""v6"": [0.999978, 0.999978, 0.999977, 0.99997], ""v7"": [0.999775, 0.999771], ""v8"": [0.999786, 0.999771, 0.999749, 0.999632], ""v9"": [0.999996, 0.999996, 0.999994, 0.999993], ""v10"": [0.999532, 0.999431, 0.997916], ""v11"": [0.999606, 0.999482, 0.999444, 0.998953, 0.998766], ""v12"": [0.999995], ""v13"": [0.999999, 0.999999, 0.999999, 0.999999, 0.999997]}"
1,14,45,2,True,plateau,130000,183.624465,0.00119595,130000,183.624465,0.52901445,-0.00001627,0.52903072,0.001,10,"{""v0"": 0.240552, ""v1"": 0.394456, ""v2"": 0.235076, ""v3"": 0.128425, ""v4"": 1.3e-05, ""v5"": 2e-06, ""v6"": 0.000476, ""v7"": 2.8e-05, ""v8"": 0.000473, ""v9"": 0.000485, ""v10"": 4e-06, ""v11"": 2e-06, ""v12"": 9e-06, ""v13"": 1e-06}","{""v0"": [0.537052], ""v1"": [0.536825, 0.477867, 0.385906], ""v2"": [0.536743, 0.385786], ""v3"": [0.820929, 0.791447, 0.738132, 0.652914, 0.629152], ""v4"": [0.999983, 0.999983, 0.999981, 0.999976], ""v5"": [0.999271, 0.99927], ""v6"": [0.999275, 0.999266, 0.999258, 0.998987], ""v7"": [0.999398, 0.999384], ""v8"": [0.999436, 0.999397, 0.999337, 0.999026], ""v9"": [0.999454, 0.999374, 0.999097, 0.998968], ""v10"": [0.999996, 0.999995, 0.999982], ""v11"": [0.999998, 0.999997, 0.999997, 0.999994, 0.999993], ""v12"": [0.999968], ""v13"": [0.999999, 0.999999, 0.999999, 0.999999, 0.999997]}"
2,13,31,1,True,plateau,120000,126.242869,0.00166682,120000,126.242869,0.58295044,0.00000000,0.58295044,0.001,,"{""v0"": 0.000702, ""v1"": 0.000694, ""v2"": 0.000553, ""v3"": 2.4e-05, ""v4"": 2e-06, ""v5"": 1e-06, ""v6"": 0.188428, ""v7"": 0.192269, ""v8"": 0.467799, ""v9"": 0.149383, ""v10"": 1e-06, ""v11"": 0.00013, ""v12"": 1.5e-05}","{""v0"": [0.586454, 0.586044, 0.585946, 0.585841], ""v1"": [0.585882, 0.585052], ""v2"": [0.586522, 0.586126, 0.58584], ""v3"": [0.58704, 0.586979], ""v4"": [0.587127, 0.587122], ""v5"": [0.587132, 0.587132, 0.587131], ""v6"": [0.586736, 0.53759, 0.408319], ""v7"": [0.770764, 0.586265], ""v8"": [0.58687, 0.285998, 0.282402], ""v9"": [0.587134], ""v10"": [0.999981], ""v11"": [0.999854, 0.99971], ""v12"": [0.999982, 0.999967, 0.999965]}"
2,13,31,2,True,plateau,131500,163.855492,0.00160412,131500,163.855492,0.58301129,0.00006086,0.58295044,0.001,10,"{""v0"": 4.1e-05, ""v1"": 0.000331, ""v2"": 0.000504, ""v3"": 0.000582, ""v4"": 2e-06, ""v5"": 1e-06, ""v6"": 0.188356, ""v7"": 0.192341, ""v8"": 0.467936, ""v9"": 0.149445, ""v10"": 1e-06, ""v11"": 1.1e-05, ""v12"": 0.000449}","{""v0"": [0.586928, 0.586858, 0.586841, 0.586822], ""v1"": [0.586339, 0.585941], ""v2"": [0.586459, 0.586099, 0.585837], ""v3"": [0.586127, 0.585622], ""v4"": [0.587007, 0.587002], ""v5"": [0.587012, 0.587012, 0.587012], ""v6"": [0.586743, 0.537603, 0.40836], ""v7"": [0.770692, 0.586165], ""v8"": [0.58677, 0.285918, 0.282323], ""v9"": [0.587015], ""v10"": [0.999986], ""v11"": [0.999987, 0.999974], ""v12"": [0.99946, 0.999004, 0.998932]}"
3,12,43,1,True,plateau,82500,201.511665,0.00135567,82500,201.511665,0.74075590,0.00000000,0.74075590,0.001,,"{""v0"": 0.083192, ""v1"": 3e-06, ""v2"": 1e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 0.189458, ""v6"": 0.24838, ""v7"": 0.000799, ""v8"": 0.000612, ""v9"": 0.000156, ""v10"": 0.243305, ""v11"": 0.234093}","{""v0"": [0.739902], ""v1"": [0.999996, 0.999995, 0.999992], ""v2"": [0.999999, 0.999997, 0.999997, 0.999995], ""v3"": [0.999999, 0.999998], ""v4"": [0.999999, 0.999998, 0.999997], ""v5"": [0.740713, 0.726825, 0.72386, 0.595272, 0.574726, 0.564333, 0.55227], ""v6"": [0.740797, 0.71066, 0.699208, 0.627963, 0.605805, 0.559422, 0.473633], ""v7"": [0.740092, 0.739742], ""v8"": [0.74027, 0.739583, 0.739045], ""v9"": [0.740681, 0.740502, 0.740475], ""v10"": [0.740882, 0.711882, 0.667224, 0.517974], ""v11"": [0.740867, 0.684066, 0.631855, 0.482984]}"
3,12,43,2,True,plateau,98000,86.093572,0.00135230,98000,86.093572,0.74086338,0.00010748,0.74075590,0.001,10,"{""v0"": 0.083118, ""v1"": 1e-06, ""v2"": 1e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 0.189392, ""v6"": 0.248268, ""v7"": 0.000139, ""v8"": 0.000767, ""v9"": 0.001191, ""v10"": 0.243168, ""v11"": 0.233953}","{""v0"": [0.740082], ""v1"": [0.999999, 0.999999, 0.999997], ""v2"": [0.999999, 0.999998, 0.999998, 0.999996], ""v3"": [0.999999, 0.999998], ""v4"": [0.999999, 0.999998, 0.999998], ""v5"": [0.740787, 0.726902, 0.723937, 0.595364, 0.57482, 0.564428, 0.552366], ""v6"": [0.740895, 0.710764, 0.699314, 0.628082, 0.605926, 0.559547, 0.47376], ""v7"": [0.740865, 0.740804], ""v8"": [0.740237, 0.739376, 0.738701], ""v9"": [0.739484, 0.738129, 0.737922], ""v10"": [0.741003, 0.712012, 0.667365, 0.518132], ""v11"": [0.740995, 0.68421, 0.63201, 0.483151]}"
4,14,47,1,True,plateau,100500,252.445614,0.00180057,100500,252.445614,0.70848043,0.00000000,0.70848043,0.001,,"{""v0"": 0.197524, ""v1"": 7e-06, ""v2"": 1e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 0.306362, ""v6"": 0.017474, ""v7"": 0.136866, ""v8"": 0.121958, ""v9"": 1e-06, ""v10"": 0.000433, ""v11"": 3e-06, ""v12"": 0.103376, ""v13"": 0.115994}","{""v0"": [0.708525, 0.529883], ""v1"": [0.999989, 0.999987], ""v2"": [0.999998, 0.999997], ""v3"": [0.999998, 0.999998, 0.999997, 0.999997], ""v4"": [0.999999, 0.999999, 0.999999, 0.999999], ""v5"": [0.708504, 0.699109, 0.650431, 0.602963, 0.588469], ""v6"": [0.707626, 0.704654, 0.703477], ""v7"": [0.724403, 0.711613, 0.6962, 0.668832], ""v8"": [0.868546, 0.768135, 0.750903, 0.731793, 0.705284, 0.679584], ""v9"": [0.707939, 0.707939, 0.707938], ""v10"": [0.707357, 0.707325, 0.707307], ""v11"": [0.707936, 0.707936, 0.707934], ""v12"": [0.70794, 0.679444, 0.63762], ""v13"": [0.844374, 0.742748, 0.624791]}"
4,14,47,2,True,plateau,87000,107.146988,0.00188973,87000,107.146988,0.70839485,-0.00008558,0.70848043,0.001,10,"{""v0"": 0.197588, ""v1"": 1e-06, ""v2"": 2e-06, ""v3"": 1e-06, ""v4"": 1e-06, ""v5"": 0.306499, ""v6"": 0.01976, ""v7"": 0.131849, ""v8"": 0.124883, ""v9"": 2e-05, ""v10"": 2e-06, ""v11"": 6e-06, ""v12"": 0.103672, ""v13"": 0.115714}","{""v0"": [0.708452, 0.529794], ""v1"": [0.999999, 0.999998], ""v2"": [0.999994, 0.999992], ""v3"": [0.999997, 0.999997, 0.999995, 0.999995], ""v4"": [0.999999, 0.999999, 0.999999, 0.999998], ""v5"": [0.708397, 0.699, 0.650313, 0.602839, 0.588344], ""v6"": [0.707472, 0.704114, 0.702777], ""v7"": [0.726213, 0.713813, 0.698802, 0.672154], ""v8"": [0.865642, 0.763617, 0.74616, 0.726819, 0.700019, 0.674072], ""v9"": [0.707899, 0.707895, 0.707879], ""v10"": [0.70792, 0.70792, 0.70792], ""v11"": [0.707915, 0.707913, 0.707909], ""v12"": [0.707923, 0.679354, 0.637435], ""v13"": [0.844711, 0.743237, 0.625392]}"
