network_id,n_controls,total_Q,method,converged,stop_reason,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,regret,85,0.102447,0.00099352,85,0.102447,0.00248914,0.00000000,0.00248914,0.001,,"{""v0"": 0.001293, ""v1"": 0.00195, ""v2"": 0.150402, ""v3"": 0.149578, ""v4"": 0.238745, ""v5"": 0.000905, ""v6"": 0.00307, ""v7"": 0.000905, ""v8"": 0.000905, ""v9"": 0.002304, ""v10"": 0.001606, ""v11"": 0.224778, ""v12"": 0.223558}","{""v0"": [0.002602, 0.002598, 0.002587, 0.002549], ""v1"": [0.002594, 0.002576, 0.002571, 0.002548, 0.002535, 0.002529, 0.002508], ""v2"": [0.002625, 0.001529, 0.001286, 0.001003], ""v3"": [0.006407, 0.004522, 0.003507], ""v4"": [0.01521, 0.014227, 0.009821], ""v5"": [0.065974], ""v6"": [0.065862, 0.065497, 0.06516], ""v7"": [0.066588, 0.065948], ""v8"": [0.067299, 0.066741, 0.066322], ""v9"": [0.066939, 0.066925, 0.066682, 0.066059, 0.065488], ""v10"": [0.067172, 0.067078, 0.066964, 0.066062], ""v11"": [0.067955, 0.066473], ""v12"": [0.27054, 0.264939, 0.250674, 0.237205, 0.198497]}"
0,13,46,2,True,regret,201,0.315251,0.00099873,201,0.315251,0.00248056,-0.00000858,0.00248914,0.001,1,"{""v0"": 0.000383, ""v1"": 0.001008, ""v2"": 0.230805, ""v3"": 0.142212, ""v4"": 0.231544, ""v5"": 0.000383, ""v6"": 0.001008, ""v7"": 0.000383, ""v8"": 0.000383, ""v9"": 0.001375, ""v10"": 0.000383, ""v11"": 0.20505, ""v12"": 0.185084}","{""v0"": [0.002561, 0.00256, 0.002557, 0.002546], ""v1"": [0.002552, 0.002543, 0.002541, 0.002529, 0.002523, 0.00252, 0.002509], ""v2"": [0.002567, 0.001351, 0.001113, 0.000847], ""v3"": [0.00968, 0.006893, 0.005372], ""v4"": [0.022094, 0.020682, 0.014325], ""v5"": [0.092522], ""v6"": [0.09264, 0.09245, 0.092274], ""v7"": [0.092922, 0.092505], ""v8"": [0.09319, 0.092857, 0.092595], ""v9"": [0.09273, 0.092719, 0.092514, 0.091954, 0.091441], ""v10"": [0.093317, 0.093285, 0.093246, 0.092925], ""v11"": [0.093578, 0.091616], ""v12"": [0.333869, 0.327545, 0.311337, 0.295895, 0.250759]}"
1,14,45,1,True,regret,225338,356.883371,0.00099995,225338,356.883371,0.08985923,0.00000000,0.08985923,0.001,,"{""v0"": 0.227753, ""v1"": 0.312481, ""v2"": 0.167496, ""v3"": 0.113715, ""v4"": 0.06473, ""v5"": 0.001787, ""v6"": 0.049238, ""v7"": 0.014537, ""v8"": 0.047665, ""v9"": 1.3e-05, ""v10"": 0.000289, ""v11"": 0.000291, ""v12"": 4e-06, ""v13"": 0.0}","{""v0"": [0.089916], ""v1"": [0.08994, 0.073009, 0.051837], ""v2"": [0.089806, 0.049017], ""v3"": [0.313208, 0.281087, 0.233023, 0.175032, 0.161856], ""v4"": [0.694911, 0.691066, 0.662692, 0.608054], ""v5"": [0.692935, 0.691168], ""v6"": [0.702106, 0.699251, 0.697131, 0.627479], ""v7"": [0.694979, 0.672261], ""v8"": [0.757597, 0.744971, 0.726418, 0.643596], ""v9"": [0.999926, 0.999915, 0.999877, 0.999859], ""v10"": [0.998393, 0.998048, 0.992876], ""v11"": [0.998295, 0.997755, 0.997591, 0.995475, 0.994671], ""v12"": [0.999921], ""v13"": [0.999998, 0.999998, 0.999998, 0.999997, 0.999992]}"
1,14,45,2,True,plateau,396000,604.278075,0.00118392,396000,604.278075,0.08992178,0.00006254,0.08985923,0.001,1,"{""v0"": 0.227014, ""v1"": 0.311497, ""v2"": 0.166903, ""v3"": 0.113358, ""v4"": 0.065543, ""v5"": 0.004359, ""v6"": 0.047253, ""v7"": 0.01735, ""v8"": 0.045801, ""v9"": 0.000395, ""v10"": 1.4e-05, ""v11"": 0.000358, ""v12"": 0.000153, ""v13"": 2e-06}","{""v0"": [0.089922], ""v1"": [0.090008, 0.073075, 0.051893], ""v2"": [0.089915, 0.049111], ""v3"": [0.312456, 0.280465, 0.232573, 0.174755, 0.161612], ""v4"": [0.691774, 0.687907, 0.659389, 0.604538], ""v5"": [0.690442, 0.686206], ""v6"": [0.711673, 0.708872, 0.706792, 0.638215], ""v7"": [0.691195, 0.664626], ""v8"": [0.765686, 0.753346, 0.735188, 0.653765], ""v9"": [0.997776, 0.997453, 0.996329, 0.995806], ""v10"": [0.999922, 0.999905, 0.999652], ""v11"": [0.997901, 0.997236, 0.997034, 0.994431, 0.993442], ""v12"": [0.997262], ""v13"": [0.999989, 0.999987, 0.999985, 0.999983, 0.999952]}"
2,13,31,1,True,plateau,154500,181.342143,0.00147255,154500,181.342143,0.10725374,0.00000000,0.10725374,0.001,,"{""v0"": 0.031405, ""v1"": 0.01503, ""v2"": 0.028579, ""v3"": 0.018612, ""v4"": 5e-06, ""v5"": 2e-06, ""v6"": 0.164684, ""v7"": 0.173434, ""v8"": 0.379321, ""v9"": 0.185702, ""v10"": 1e-06, ""v11"": 0.001633, ""v12"": 0.001592}","{""v0"": [0.10724, 0.094164, 0.091491, 0.08879], ""v1"": [0.10727, 0.09483], ""v2"": [0.107412, 0.093124, 0.084896], ""v3"": [0.107207, 0.095836], ""v4"": [0.128998, 0.128991], ""v5"": [0.129006, 0.129005, 0.129005], ""v6"": [0.128981, 0.102819, 0.05818], ""v7"": [0.340569, 0.178749], ""v8"": [0.12896, 0.040112, 0.039437], ""v9"": [0.129008], ""v10"": [0.990886], ""v11"": [0.990892, 0.98204], ""v12"": [0.990477, 0.982573, 0.981339]}"
2,13,31,2,True,plateau,286500,283.352704,0.00157018,286500,283.352704,0.10737541,0.00012167,0.10725374,0.001,1,"{""v0"": 0.031391, ""v1"": 0.015185, ""v2"": 0.028836, ""v3"": 0.018676, ""v4"": 9e-06, ""v5"": 6e-06, ""v6"": 0.164471, ""v7"": 0.173172, ""v8"": 0.37757, ""v9"": 0.185047, ""v10"": 0.0, ""v11"": 0.002783, ""v12"": 0.002854}","{""v0"": [0.107505, 0.094402, 0.091723, 0.089016], ""v1"": [0.107334, 0.094789], ""v2"": [0.107495, 0.093097, 0.08482], ""v3"": [0.107392, 0.095971], ""v4"": [0.129298, 0.129288], ""v5"": [0.129307, 0.129306, 0.129305], ""v6"": [0.129312, 0.103098, 0.058352], ""v7"": [0.341078, 0.179082], ""v8"": [0.12927, 0.040246, 0.039569], ""v9"": [0.12877], ""v10"": [0.984532], ""v11"": [0.984534, 0.969691], ""v12"": [0.983, 0.969082, 0.966926]}"
3,12,43,1,True,plateau,264000,691.993887,0.00150409,264000,691.993887,0.26290422,0.00000000,0.26290422,0.001,,"{""v0"": 0.105273, ""v1"": 1e-06, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.196465, ""v6"": 0.236295, ""v7"": 0.000718, ""v8"": 0.000736, ""v9"": 0.000896, ""v10"": 0.232776, ""v11"": 0.22684}","{""v0"": [0.262659], ""v1"": [0.999992, 0.99999, 0.999982], ""v2"": [0.999998, 0.999996, 0.999996, 0.999993], ""v3"": [0.999998, 0.999997], ""v4"": [0.999998, 0.999997, 0.999996], ""v5"": [0.262909, 0.249364, 0.246588, 0.155149, 0.144375, 0.139217, 0.133457], ""v6"": [0.262906, 0.234613, 0.22487, 0.173999, 0.16093, 0.136789, 0.10096], ""v7"": [0.262195, 0.261655], ""v8"": [0.262151, 0.260738, 0.259639], ""v9"": [0.261451, 0.259713, 0.25945], ""v10"": [0.263418, 0.236079, 0.200499, 0.118479], ""v11"": [0.263415, 0.213114, 0.176741, 0.104625]}"
3,12,43,2,True,plateau,312000,217.666626,0.00160043,312000,217.666626,0.26301703,0.00011281,0.26290422,0.001,1,"{""v0"": 0.105516, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.196502, ""v6"": 0.236206, ""v7"": 0.000656, ""v8"": 0.000954, ""v9"": 0.001127, ""v10"": 0.232479, ""v11"": 0.22656}","{""v0"": [0.262085], ""v1"": [0.999998, 0.999998, 0.999996], ""v2"": [0.999998, 0.999997, 0.999997, 0.999994], ""v3"": [0.999998, 0.999997], ""v4"": [0.999998, 0.999997, 0.999996], ""v5"": [0.262852, 0.249309, 0.246534, 0.15511, 0.144338, 0.139181, 0.133423], ""v6"": [0.26303, 0.234728, 0.224982, 0.174091, 0.161017, 0.136865, 0.101018], ""v7"": [0.262717, 0.262223], ""v8"": [0.262193, 0.260366, 0.258949], ""v9"": [0.26136, 0.259181, 0.258851], ""v10"": [0.263836, 0.236468, 0.200845, 0.118704], ""v11"": [0.263816, 0.213461, 0.177041, 0.104819]}"
4,14,47,1,True,plateau,288000,706.427723,0.00164574,288000,706.427723,0.21315144,0.00000000,0.21315144,0.001,,"{""v0"": 0.217064, ""v1"": 0.000296, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.287793, ""v6"": 0.064073, ""v7"": 0.119352, ""v8"": 0.081517, ""v9"": 0.0, ""v10"": 0.000262, ""v11"": 1e-06, ""v12"": 0.116766, ""v13"": 0.112876}","{""v0"": [0.213086, 0.111552], ""v1"": [0.997616, 0.997221], ""v2"": [0.999995, 0.999994], ""v3"": [0.999997, 0.999997, 0.999994, 0.999993], ""v4"": [0.999998, 0.999998, 0.999998, 0.999998], ""v5"": [0.213156, 0.205694, 0.17176, 0.14476, 0.137466], ""v6"": [0.212375, 0.200152, 0.195639], ""v7"": [0.306964, 0.290095, 0.271326, 0.241669], ""v8"": [0.630063, 0.460616, 0.437271, 0.412913, 0.381523, 0.353471], ""v9"": [0.212777, 0.212777, 0.212777], ""v10"": [0.212358, 0.212335, 0.212323], ""v11"": [0.212776, 0.212776, 0.212775], ""v12"": [0.212778, 0.185302, 0.15309], ""v13"": [0.468065, 0.318917, 0.212634]}"
4,14,47,2,True,plateau,268000,252.497126,0.00186419,268000,252.497126,0.21310114,-0.00005029,0.21315144,0.001,1,"{""v0"": 0.217221, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 2e-06, ""v4"": 5.3e-05, ""v5"": 0.287834, ""v6"": 0.064691, ""v7"": 0.119416, ""v8"": 0.080854, ""v9"": 2.5e-05, ""v10"": 0.0, ""v11"": 3e-06, ""v12"": 0.1185, ""v13"": 0.111399}","{""v0"": [0.212884, 0.111433], ""v1"": [0.999998, 0.999997], ""v2"": [0.999997, 0.999996], ""v3"": [0.999666, 0.999666, 0.999648, 0.999643], ""v4"": [0.999677, 0.999677, 0.999661, 0.999606], ""v5"": [0.213111, 0.20565, 0.171722, 0.144726, 0.137434], ""v6"": [0.212352, 0.20004, 0.195498], ""v7"": [0.307985, 0.291053, 0.272217, 0.242454], ""v8"": [0.632374, 0.463083, 0.439716, 0.415322, 0.383868, 0.355743], ""v9"": [0.212434, 0.212429, 0.212405], ""v10"": [0.212469, 0.212469, 0.212469], ""v11"": [0.212464, 0.212463, 0.212461], ""v12"": [0.212469, 0.184802, 0.152451], ""v13"": [0.47235, 0.322665, 0.215528]}"
