network_id,n_controls,total_Q,method,converged,stop_reason,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,7,26,1,True,regret,15,0.014486,0.00095309,15,0.014486,0.00004630,0.00000000,0.00004630,0.001,,"{""get_credentials"": 0.302422, ""find_LAN_access_port"": 0.02848, ""spoof_MAC_address"": 0.02229, ""find_WLAN"": 0.020426, ""break_WPA_keys"": 0.024972, ""exploit_software_vulnerability"": 0.295616, ""run_malicous_script"": 0.305794}","{""get_credentials"": [4.6e-05, 3.9e-05, 2.9e-05, 1.9e-05, 1.2e-05], ""find_LAN_access_port"": [0.001092, 0.001005, 0.000829], ""spoof_MAC_address"": [0.001551, 0.001508, 0.001439, 0.00132], ""find_WLAN"": [0.001018, 0.000945, 0.000801], ""break_WPA_keys"": [0.001376, 0.001246, 0.001027, 0.000764], ""exploit_software_vulnerability"": [0.001968, 0.00169, 0.001327, 0.000874], ""run_malicous_script"": [0.039766, 0.032898, 0.022647]}"
0,7,26,2,True,regret,25,0.039710,0.00098910,25,0.039710,0.00005079,0.00000450,0.00004630,0.001,10,"{""get_credentials"": 0.295014, ""find_LAN_access_port"": 0.034276, ""spoof_MAC_address"": 0.032642, ""find_WLAN"": 0.008781, ""break_WPA_keys"": 0.032197, ""exploit_software_vulnerability"": 0.303515, ""run_malicous_script"": 0.293574}","{""get_credentials"": [5.1e-05, 4.3e-05, 3.2e-05, 2.1e-05, 1.3e-05], ""find_LAN_access_port"": [0.000955, 0.000867, 0.000698], ""spoof_MAC_address"": [0.001452, 0.001397, 0.001311, 0.00117], ""find_WLAN"": [0.001131, 0.00109, 0.000999], ""break_WPA_keys"": [0.001304, 0.001158, 0.000923, 0.000661], ""exploit_software_vulnerability"": [0.002056, 0.001765, 0.001385, 0.000911], ""run_malicous_script"": [0.044979, 0.037246, 0.025675]}"
1,8,29,1,True,regret,605,0.620871,0.00099946,605,0.620871,0.00004944,0.00000000,0.00004944,0.001,,"{""BribeProgrammer"": 0.000971, ""ProgrammerObtainsTheCode"": 0.000767, ""HireRobberA"": 0.007857, ""BugInComputerSystem"": 0.001561, ""ExploitBug"": 0.002544, ""HireRobberB"": 0.000759, ""RobberBreaksIntoSystem"": 0.001202, ""UseCodeInProduct"": 0.98434}","{""BribeProgrammer"": [4.9e-05, 4.9e-05, 4.9e-05, 4.9e-05], ""ProgrammerObtainsTheCode"": [5e-05, 5e-05, 5e-05, 5e-05], ""HireRobberA"": [4.4e-05, 4.3e-05, 4.1e-05], ""BugInComputerSystem"": [4.8e-05, 4.8e-05, 4.8e-05, 4.7e-05], ""ExploitBug"": [4.9e-05, 4.9e-05, 4.8e-05], ""HireRobberB"": [4.9e-05, 4.9e-05, 4.9e-05], ""RobberBreaksIntoSystem"": [5e-05, 4.9e-05, 4.9e-05], ""UseCodeInProduct"": [5e-05, 4.7e-05, 4.2e-05, 3.4e-05, 2.2e-05]}"
1,8,29,2,True,regret,542,0.587347,0.00099976,542,0.587347,0.00005771,0.00000827,0.00004944,0.001,10,"{""BribeProgrammer"": 0.001678, ""ProgrammerObtainsTheCode"": 0.001062, ""HireRobberA"": 0.000696, ""BugInComputerSystem"": 0.000895, ""ExploitBug"": 0.000363, ""HireRobberB"": 0.02574, ""RobberBreaksIntoSystem"": 0.001113, ""UseCodeInProduct"": 0.968453}","{""BribeProgrammer"": [5.7e-05, 5.7e-05, 5.7e-05, 5.6e-05], ""ProgrammerObtainsTheCode"": [5.8e-05, 5.8e-05, 5.8e-05, 5.8e-05], ""HireRobberA"": [5.8e-05, 5.8e-05, 5.7e-05], ""BugInComputerSystem"": [5.8e-05, 5.8e-05, 5.8e-05, 5.8e-05], ""ExploitBug"": [5.9e-05, 5.9e-05, 5.9e-05], ""HireRobberB"": [4.2e-05, 4e-05, 3.6e-05], ""RobberBreaksIntoSystem"": [5.8e-05, 5.8e-05, 5.7e-05], ""UseCodeInProduct"": [5.9e-05, 5.5e-05, 4.9e-05, 4e-05, 2.6e-05]}"
2,11,43,1,True,plateau,241000,611.284945,0.00222426,241000,611.284945,0.28319916,0.00000000,0.28319916,0.001,,"{""BreakIntoComputerCentre"": 0.101141, ""Unattended Guest"": 0.117166, ""CorruptSysAdmin"": 0.121771, ""ObtainPasswordFileA"": 0.098035, ""EncounterGuessablePasswordA"": 0.00886, ""LookOverSysAdminShoulderA"": 0.114003, ""TrojanHorseSAAccountA"": 0.109071, ""ObtainPasswordFileB"": 0.098034, ""EncounterGuessablePasswordB"": 0.008856, ""LookOverSysAdminShoulderB"": 0.114001, ""TrojanHorseSAAccountB"": 0.109062}","{""BreakIntoComputerCentre"": [0.282847, 0.232509, 0.170658], ""Unattended Guest"": [0.2832, 0.256894, 0.21499], ""CorruptSysAdmin"": [0.283179, 0.263202, 0.234768], ""ObtainPasswordFileA"": [0.281237, 0.239876, 0.192653, 0.138229], ""EncounterGuessablePasswordA"": [0.907597, 0.89736, 0.880091, 0.848775, 0.799745], ""LookOverSysAdminShoulderA"": [0.283129, 0.250278, 0.205466, 0.151585], ""TrojanHorseSAAccountA"": [0.28298, 0.244612, 0.195409, 0.135585], ""ObtainPasswordFileB"": [0.281257, 0.239893, 0.192667, 0.138239], ""EncounterGuessablePasswordB"": [0.907641, 0.897409, 0.880147, 0.848843, 0.799829], ""LookOverSysAdminShoulderB"": [0.283133, 0.250281, 0.205469, 0.151587], ""TrojanHorseSAAccountB"": [0.283008, 0.244638, 0.195431, 0.135602]}"
2,11,43,2,True,plateau,218000,212.519355,0.00236795,218000,212.519355,0.28314242,-0.00005673,0.28319916,0.001,10,"{""BreakIntoComputerCentre"": 0.101108, ""Unattended Guest"": 0.117202, ""CorruptSysAdmin"": 0.121784, ""ObtainPasswordFileA"": 0.097249, ""EncounterGuessablePasswordA"": 0.009628, ""LookOverSysAdminShoulderA"": 0.114019, ""TrojanHorseSAAccountA"": 0.109057, ""ObtainPasswordFileB"": 0.09688, ""EncounterGuessablePasswordB"": 0.009997, ""LookOverSysAdminShoulderB"": 0.114019, ""TrojanHorseSAAccountB"": 0.109059}","{""BreakIntoComputerCentre"": [0.282954, 0.232603, 0.170733], ""Unattended Guest"": [0.283093, 0.256793, 0.214901], ""CorruptSysAdmin"": [0.283143, 0.263168, 0.234736], ""ObtainPasswordFileA"": [0.281311, 0.240078, 0.192943, 0.138542], ""EncounterGuessablePasswordA"": [0.900043, 0.889072, 0.870609, 0.837275, 0.785458], ""LookOverSysAdminShoulderA"": [0.28308, 0.250233, 0.205427, 0.151554], ""TrojanHorseSAAccountA"": [0.283023, 0.244652, 0.195443, 0.135611], ""ObtainPasswordFileB"": [0.28132, 0.240151, 0.193062, 0.138678], ""EncounterGuessablePasswordB"": [0.896434, 0.885117, 0.866095, 0.831822, 0.778728], ""LookOverSysAdminShoulderB"": [0.28308, 0.250233, 0.205426, 0.151554], ""TrojanHorseSAAccountB"": [0.283016, 0.244646, 0.195438, 0.135607]}"
3,11,11,1,True,regret,1,0.000659,0.00014703,1,0.000659,0.00001927,0.00000000,0.00001927,0.001,,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}","{""Impersonation"": [0.0], ""User_login"": [2.3e-05], ""Password_attack"": [2.2e-05], ""Unauthorized_login"": [2.2e-05], ""Packet_spoofing"": [0.004567], ""Sync_flood"": [0.004567], ""SQL_injection"": [5e-06], ""Insert_malicious_scripts"": [0.005369], ""Capture_packets"": [0.0], ""Analyze_packets"": [3e-06], ""Modify_sensitive_data"": [0.001779]}"
3,11,11,2,True,regret,1,0.000917,0.00000000,1,0.000917,0.00001927,0.00000000,0.00001927,0.001,10,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}","{""Impersonation"": [0.0], ""User_login"": [2.3e-05], ""Password_attack"": [2.2e-05], ""Unauthorized_login"": [2.2e-05], ""Packet_spoofing"": [0.004567], ""Sync_flood"": [0.004567], ""SQL_injection"": [5e-06], ""Insert_malicious_scripts"": [0.005369], ""Capture_packets"": [0.0], ""Analyze_packets"": [3e-06], ""Modify_sensitive_data"": [0.001779]}"
4,12,37,1,True,regret,231899,670.325167,0.00099992,231899,670.325167,0.06197919,0.00000000,0.06197919,0.001,,"{""Guessing"": 0.176521, ""Dictionary"": 0.255042, ""Bruteforce"": 0.113757, ""GenericReconnaissanceA"": 0.210184, ""EmailTrapExecution"": 0.010861, ""PhoneTrapExecution"": 0.009282, ""GenericReconnaissanceB"": 0.001056, ""PayloadCrafting"": 0.004088, ""EmailFileExecution"": 0.004856, ""PhysicalReconnaissance"": 0.002328, ""KeyloggerLocalInstallation"": 0.005771, ""PasswordIntercept"": 0.206254}","{""Guessing"": [0.061982, 0.035837, 0.018245, 0.008192], ""Dictionary"": [0.061941, 0.049869, 0.039048], ""Bruteforce"": [0.061969, 0.036377, 0.018526, 0.009349, 0.004697], ""GenericReconnaissanceA"": [0.061547, 0.054788, 0.045327], ""EmailTrapExecution"": [0.716539, 0.597071, 0.41084], ""PhoneTrapExecution"": [0.719919, 0.572029], ""GenericReconnaissanceB"": [0.060823, 0.060652, 0.060361], ""PayloadCrafting"": [0.062192, 0.060479, 0.057258], ""EmailFileExecution"": [0.067979, 0.065706, 0.060795], ""PhysicalReconnaissance"": [0.061112, 0.060248, 0.058584], ""KeyloggerLocalInstallation"": [0.065229, 0.06129, 0.054933], ""PasswordIntercept"": [0.074165, 0.052443]}"
4,12,37,2,True,regret,263823,406.465671,0.00099958,263823,406.465671,0.06199012,0.00001094,0.06197919,0.001,10,"{""Guessing"": 0.176515, ""Dictionary"": 0.254964, ""Bruteforce"": 0.113861, ""GenericReconnaissanceA"": 0.210315, ""EmailTrapExecution"": 0.010749, ""PhoneTrapExecution"": 0.009178, ""GenericReconnaissanceB"": 0.001163, ""PayloadCrafting"": 0.0043, ""EmailFileExecution"": 0.00483, ""PhysicalReconnaissance"": 0.002554, ""KeyloggerLocalInstallation"": 0.005808, ""PasswordIntercept"": 0.205762}","{""Guessing"": [0.061986, 0.035839, 0.018246, 0.008193], ""Dictionary"": [0.061991, 0.049909, 0.03908], ""Bruteforce"": [0.06188, 0.036324, 0.018498, 0.009335, 0.004689], ""GenericReconnaissanceA"": [0.0616, 0.054834, 0.045364], ""EmailTrapExecution"": [0.718744, 0.599686, 0.413476], ""PhoneTrapExecution"": [0.722286, 0.574907], ""GenericReconnaissanceB"": [0.060807, 0.060621, 0.060317], ""PayloadCrafting"": [0.062286, 0.060512, 0.057143], ""EmailFileExecution"": [0.068365, 0.06609, 0.061171], ""PhysicalReconnaissance"": [0.061087, 0.060145, 0.058336], ""KeyloggerLocalInstallation"": [0.065516, 0.061538, 0.055122], ""PasswordIntercept"": [0.074553, 0.052724]}"
