network_id,n_controls,total_Q,method,converged,stop_reason,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,regret,85,0.105065,0.00099352,85,0.105065,0.00248914,0.00000000,0.00248914,0.001,,"{""v0"": 0.001293, ""v1"": 0.00195, ""v2"": 0.150402, ""v3"": 0.149578, ""v4"": 0.238745, ""v5"": 0.000905, ""v6"": 0.00307, ""v7"": 0.000905, ""v8"": 0.000905, ""v9"": 0.002304, ""v10"": 0.001606, ""v11"": 0.224778, ""v12"": 0.223558}","{""v0"": [0.002602, 0.002598, 0.002587, 0.002549], ""v1"": [0.002594, 0.002576, 0.002571, 0.002548, 0.002535, 0.002529, 0.002508], ""v2"": [0.002625, 0.001529, 0.001286, 0.001003], ""v3"": [0.006407, 0.004522, 0.003507], ""v4"": [0.01521, 0.014227, 0.009821], ""v5"": [0.065974], ""v6"": [0.065862, 0.065497, 0.06516], ""v7"": [0.066588, 0.065948], ""v8"": [0.067299, 0.066741, 0.066322], ""v9"": [0.066939, 0.066925, 0.066682, 0.066059, 0.065488], ""v10"": [0.067172, 0.067078, 0.066964, 0.066062], ""v11"": [0.067955, 0.066473], ""v12"": [0.27054, 0.264939, 0.250674, 0.237205, 0.198497]}"
0,13,46,2,True,regret,99,0.236804,0.00098808,99,0.236804,0.00248624,-0.00000290,0.00248914,0.001,10,"{""v0"": 0.000777, ""v1"": 0.00188, ""v2"": 0.13575, ""v3"": 0.156517, ""v4"": 0.221022, ""v5"": 0.000777, ""v6"": 0.002368, ""v7"": 0.001611, ""v8"": 0.000777, ""v9"": 0.002641, ""v10"": 0.000777, ""v11"": 0.248499, ""v12"": 0.226603}","{""v0"": [0.002606, 0.002604, 0.002597, 0.002573], ""v1"": [0.00259, 0.002573, 0.002568, 0.002545, 0.002533, 0.002527, 0.002506], ""v2"": [0.00262, 0.001566, 0.001325, 0.00104], ""v3"": [0.005895, 0.004127, 0.003187], ""v4"": [0.01455, 0.013638, 0.009501], ""v5"": [0.057355], ""v6"": [0.05737, 0.057121, 0.056893], ""v7"": [0.057347, 0.056394], ""v8"": [0.058175, 0.057766, 0.057446], ""v9"": [0.057664, 0.057651, 0.057414, 0.056813, 0.056254], ""v10"": [0.058332, 0.058293, 0.058245, 0.057849], ""v11"": [0.058656, 0.057326], ""v12"": [0.266116, 0.260573, 0.246465, 0.233151, 0.194936]}"
1,14,45,1,True,regret,225338,353.413986,0.00099995,225338,353.413986,0.08985923,0.00000000,0.08985923,0.001,,"{""v0"": 0.227753, ""v1"": 0.312481, ""v2"": 0.167496, ""v3"": 0.113715, ""v4"": 0.06473, ""v5"": 0.001787, ""v6"": 0.049238, ""v7"": 0.014537, ""v8"": 0.047665, ""v9"": 1.3e-05, ""v10"": 0.000289, ""v11"": 0.000291, ""v12"": 4e-06, ""v13"": 0.0}","{""v0"": [0.089916], ""v1"": [0.08994, 0.073009, 0.051837], ""v2"": [0.089806, 0.049017], ""v3"": [0.313208, 0.281087, 0.233023, 0.175032, 0.161856], ""v4"": [0.694911, 0.691066, 0.662692, 0.608054], ""v5"": [0.692935, 0.691168], ""v6"": [0.702106, 0.699251, 0.697131, 0.627479], ""v7"": [0.694979, 0.672261], ""v8"": [0.757597, 0.744971, 0.726418, 0.643596], ""v9"": [0.999926, 0.999915, 0.999877, 0.999859], ""v10"": [0.998393, 0.998048, 0.992876], ""v11"": [0.998295, 0.997755, 0.997591, 0.995475, 0.994671], ""v12"": [0.999921], ""v13"": [0.999998, 0.999998, 0.999998, 0.999997, 0.999992]}"
1,14,45,2,True,regret,259141,525.208147,0.00099991,259141,525.208147,0.08984228,-0.00001695,0.08985923,0.001,10,"{""v0"": 0.227276, ""v1"": 0.311969, ""v2"": 0.167244, ""v3"": 0.113435, ""v4"": 0.065255, ""v5"": 0.002544, ""v6"": 0.048764, ""v7"": 0.014901, ""v8"": 0.047931, ""v9"": 0.000304, ""v10"": 1e-05, ""v11"": 0.000215, ""v12"": 0.000151, ""v13"": 1e-06}","{""v0"": [0.089918], ""v1"": [0.089922, 0.073, 0.051835], ""v2"": [0.08983, 0.049045], ""v3"": [0.312817, 0.280778, 0.232818, 0.174926, 0.161768], ""v4"": [0.692897, 0.689038, 0.66057, 0.605792], ""v5"": [0.69168, 0.689179], ""v6"": [0.704382, 0.70154, 0.699429, 0.630025], ""v7"": [0.692472, 0.669315], ""v8"": [0.756448, 0.743782, 0.725175, 0.642163], ""v9"": [0.998287, 0.998038, 0.997171, 0.996767], ""v10"": [0.999943, 0.99993, 0.999745], ""v11"": [0.998738, 0.998338, 0.998216, 0.996647, 0.99605], ""v12"": [0.997309], ""v13"": [0.999997, 0.999996, 0.999996, 0.999995, 0.999987]}"
2,13,31,1,True,plateau,154500,180.202532,0.00147255,154500,180.202532,0.10725374,0.00000000,0.10725374,0.001,,"{""v0"": 0.031405, ""v1"": 0.01503, ""v2"": 0.028579, ""v3"": 0.018612, ""v4"": 5e-06, ""v5"": 2e-06, ""v6"": 0.164684, ""v7"": 0.173434, ""v8"": 0.379321, ""v9"": 0.185702, ""v10"": 1e-06, ""v11"": 0.001633, ""v12"": 0.001592}","{""v0"": [0.10724, 0.094164, 0.091491, 0.08879], ""v1"": [0.10727, 0.09483], ""v2"": [0.107412, 0.093124, 0.084896], ""v3"": [0.107207, 0.095836], ""v4"": [0.128998, 0.128991], ""v5"": [0.129006, 0.129005, 0.129005], ""v6"": [0.128981, 0.102819, 0.05818], ""v7"": [0.340569, 0.178749], ""v8"": [0.12896, 0.040112, 0.039437], ""v9"": [0.129008], ""v10"": [0.990886], ""v11"": [0.990892, 0.98204], ""v12"": [0.990477, 0.982573, 0.981339]}"
2,13,31,2,True,plateau,128000,182.434225,0.00169084,128000,182.434225,0.10720425,-0.00004949,0.10725374,0.001,10,"{""v0"": 0.031202, ""v1"": 0.015041, ""v2"": 0.028635, ""v3"": 0.018512, ""v4"": 4e-06, ""v5"": 2e-06, ""v6"": 0.164319, ""v7"": 0.173852, ""v8"": 0.378751, ""v9"": 0.185417, ""v10"": 1e-06, ""v11"": 0.002166, ""v12"": 0.002099}","{""v0"": [0.107326, 0.094306, 0.091642, 0.08895], ""v1"": [0.107216, 0.094775], ""v2"": [0.107333, 0.093034, 0.084803], ""v3"": [0.107269, 0.095938], ""v4"": [0.128945, 0.128941], ""v5"": [0.128949, 0.128948, 0.128948], ""v6"": [0.128944, 0.102818, 0.058206], ""v7"": [0.339761, 0.178222], ""v8"": [0.12895, 0.040121, 0.039446], ""v9"": [0.128886], ""v10"": [0.987935], ""v11"": [0.98794, 0.976286], ""v12"": [0.987465, 0.977117, 0.975508]}"
3,12,43,1,True,plateau,264000,683.393488,0.00150409,264000,683.393488,0.26290422,0.00000000,0.26290422,0.001,,"{""v0"": 0.105273, ""v1"": 1e-06, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.196465, ""v6"": 0.236295, ""v7"": 0.000718, ""v8"": 0.000736, ""v9"": 0.000896, ""v10"": 0.232776, ""v11"": 0.22684}","{""v0"": [0.262659], ""v1"": [0.999992, 0.99999, 0.999982], ""v2"": [0.999998, 0.999996, 0.999996, 0.999993], ""v3"": [0.999998, 0.999997], ""v4"": [0.999998, 0.999997, 0.999996], ""v5"": [0.262909, 0.249364, 0.246588, 0.155149, 0.144375, 0.139217, 0.133457], ""v6"": [0.262906, 0.234613, 0.22487, 0.173999, 0.16093, 0.136789, 0.10096], ""v7"": [0.262195, 0.261655], ""v8"": [0.262151, 0.260738, 0.259639], ""v9"": [0.261451, 0.259713, 0.25945], ""v10"": [0.263418, 0.236079, 0.200499, 0.118479], ""v11"": [0.263415, 0.213114, 0.176741, 0.104625]}"
3,12,43,2,True,plateau,264000,247.893637,0.00150840,264000,247.893637,0.26290555,0.00000132,0.26290422,0.001,10,"{""v0"": 0.105322, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 1e-06, ""v5"": 0.196486, ""v6"": 0.23629, ""v7"": 0.000674, ""v8"": 0.000763, ""v9"": 0.000926, ""v10"": 0.232735, ""v11"": 0.226802}","{""v0"": [0.262543], ""v1"": [0.999998, 0.999997, 0.999995], ""v2"": [0.999998, 0.999996, 0.999996, 0.999993], ""v3"": [0.999998, 0.999997], ""v4"": [0.999994, 0.999992, 0.999988], ""v5"": [0.262876, 0.249332, 0.246557, 0.155126, 0.144354, 0.139196, 0.133437], ""v6"": [0.262912, 0.234618, 0.224876, 0.174004, 0.160934, 0.136793, 0.100963], ""v7"": [0.262327, 0.261819], ""v8"": [0.262162, 0.260698, 0.259559], ""v9"": [0.261443, 0.259648, 0.259377], ""v10"": [0.263475, 0.236133, 0.200547, 0.11851], ""v11"": [0.263469, 0.213161, 0.176781, 0.104651]}"
4,14,47,1,True,plateau,288000,704.350482,0.00164574,288000,704.350482,0.21315144,0.00000000,0.21315144,0.001,,"{""v0"": 0.217064, ""v1"": 0.000296, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.287793, ""v6"": 0.064073, ""v7"": 0.119352, ""v8"": 0.081517, ""v9"": 0.0, ""v10"": 0.000262, ""v11"": 1e-06, ""v12"": 0.116766, ""v13"": 0.112876}","{""v0"": [0.213086, 0.111552], ""v1"": [0.997616, 0.997221], ""v2"": [0.999995, 0.999994], ""v3"": [0.999997, 0.999997, 0.999994, 0.999993], ""v4"": [0.999998, 0.999998, 0.999998, 0.999998], ""v5"": [0.213156, 0.205694, 0.17176, 0.14476, 0.137466], ""v6"": [0.212375, 0.200152, 0.195639], ""v7"": [0.306964, 0.290095, 0.271326, 0.241669], ""v8"": [0.630063, 0.460616, 0.437271, 0.412913, 0.381523, 0.353471], ""v9"": [0.212777, 0.212777, 0.212777], ""v10"": [0.212358, 0.212335, 0.212323], ""v11"": [0.212776, 0.212776, 0.212775], ""v12"": [0.212778, 0.185302, 0.15309], ""v13"": [0.468065, 0.318917, 0.212634]}"
4,14,47,2,True,plateau,227000,298.300413,0.00174176,227000,298.300413,0.21303796,-0.00011348,0.21315144,0.001,10,"{""v0"": 0.217096, ""v1"": 1e-06, ""v2"": 1e-06, ""v3"": 2e-06, ""v4"": 4.1e-05, ""v5"": 0.287902, ""v6"": 0.064001, ""v7"": 0.11953, ""v8"": 0.081586, ""v9"": 2.3e-05, ""v10"": 1e-06, ""v11"": 4e-06, ""v12"": 0.11723, ""v13"": 0.112582}","{""v0"": [0.213042, 0.111527], ""v1"": [0.999994, 0.999993], ""v2"": [0.999987, 0.999982], ""v3"": [0.999743, 0.999743, 0.999726, 0.999722], ""v4"": [0.999753, 0.999753, 0.99974, 0.999698], ""v5"": [0.213035, 0.205576, 0.171658, 0.14467, 0.137381], ""v6"": [0.212168, 0.199968, 0.195463], ""v7"": [0.306542, 0.28968, 0.270922, 0.241286], ""v8"": [0.629822, 0.460359, 0.437017, 0.412662, 0.381279, 0.353235], ""v9"": [0.212534, 0.21253, 0.212508], ""v10"": [0.212564, 0.212564, 0.212564], ""v11"": [0.212559, 0.212557, 0.212554], ""v12"": [0.212566, 0.185057, 0.152828], ""v13"": [0.468914, 0.319658, 0.213205]}"
5,15,39,1,True,regret,323,0.409917,0.00099791,323,0.409917,0.00184023,0.00000000,0.00184023,0.001,,"{""v0"": 0.000497, ""v1"": 0.000206, ""v2"": 0.000206, ""v3"": 0.002548, ""v4"": 0.000206, ""v5"": 0.000206, ""v6"": 0.000206, ""v7"": 0.000206, ""v8"": 0.000206, ""v9"": 0.242175, ""v10"": 0.009367, ""v11"": 0.002729, ""v12"": 0.000206, ""v13"": 0.39961, ""v14"": 0.341424}","{""v0"": [0.002237, 0.002237, 0.002236], ""v1"": [0.002243, 0.002242, 0.002241, 0.002239], ""v2"": [0.002242], ""v3"": [0.002205, 0.002204, 0.00219], ""v4"": [0.002235, 0.002235, 0.002229], ""v5"": [0.002241, 0.002241, 0.002238], ""v6"": [0.002206, 0.002206, 0.002198], ""v7"": [0.002221, 0.00222], ""v8"": [0.002235], ""v9"": [0.002246], ""v10"": [0.015433, 0.014934], ""v11"": [0.015866, 0.01537], ""v12"": [0.016455, 0.016454, 0.016436], ""v13"": [0.016476, 0.016122, 0.015334, 0.005758], ""v14"": [0.157518, 0.141736, 0.079035, 0.047468]}"
