network_id,n_controls,total_Q,method,converged,stop_reason,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,7,26,1,True,regret,15,0.014772,0.00095309,15,0.014772,0.00004630,0.00000000,0.00004630,0.001,,"{""get_credentials"": 0.302422, ""find_LAN_access_port"": 0.02848, ""spoof_MAC_address"": 0.02229, ""find_WLAN"": 0.020426, ""break_WPA_keys"": 0.024972, ""exploit_software_vulnerability"": 0.295616, ""run_malicous_script"": 0.305794}","{""get_credentials"": [4.6e-05, 3.9e-05, 2.9e-05, 1.9e-05, 1.2e-05], ""find_LAN_access_port"": [0.001092, 0.001005, 0.000829], ""spoof_MAC_address"": [0.001551, 0.001508, 0.001439, 0.00132], ""find_WLAN"": [0.001018, 0.000945, 0.000801], ""break_WPA_keys"": [0.001376, 0.001246, 0.001027, 0.000764], ""exploit_software_vulnerability"": [0.001968, 0.00169, 0.001327, 0.000874], ""run_malicous_script"": [0.039766, 0.032898, 0.022647]}"
0,7,26,2,True,regret,14,0.082162,0.00096974,14,0.082162,0.00004790,0.00000161,0.00004630,0.001,100,"{""get_credentials"": 0.302942, ""find_LAN_access_port"": 0.025176, ""spoof_MAC_address"": 0.02405, ""find_WLAN"": 0.023902, ""break_WPA_keys"": 0.024704, ""exploit_software_vulnerability"": 0.295988, ""run_malicous_script"": 0.303238}","{""get_credentials"": [4.8e-05, 4e-05, 3e-05, 2e-05, 1.2e-05], ""find_LAN_access_port"": [0.001139, 0.001056, 0.000885], ""spoof_MAC_address"": [0.001556, 0.00151, 0.001436, 0.001311], ""find_WLAN"": [0.000999, 0.000918, 0.000764], ""break_WPA_keys"": [0.001411, 0.001279, 0.001056, 0.000786], ""exploit_software_vulnerability"": [0.002011, 0.001728, 0.001356, 0.000893], ""run_malicous_script"": [0.040803, 0.033763, 0.023248]}"
1,8,29,1,True,regret,605,0.629458,0.00099946,605,0.629458,0.00004944,0.00000000,0.00004944,0.001,,"{""BribeProgrammer"": 0.000971, ""ProgrammerObtainsTheCode"": 0.000767, ""HireRobberA"": 0.007857, ""BugInComputerSystem"": 0.001561, ""ExploitBug"": 0.002544, ""HireRobberB"": 0.000759, ""RobberBreaksIntoSystem"": 0.001202, ""UseCodeInProduct"": 0.98434}","{""BribeProgrammer"": [4.9e-05, 4.9e-05, 4.9e-05, 4.9e-05], ""ProgrammerObtainsTheCode"": [5e-05, 5e-05, 5e-05, 5e-05], ""HireRobberA"": [4.4e-05, 4.3e-05, 4.1e-05], ""BugInComputerSystem"": [4.8e-05, 4.8e-05, 4.8e-05, 4.7e-05], ""ExploitBug"": [4.9e-05, 4.9e-05, 4.8e-05], ""HireRobberB"": [4.9e-05, 4.9e-05, 4.9e-05], ""RobberBreaksIntoSystem"": [5e-05, 4.9e-05, 4.9e-05], ""UseCodeInProduct"": [5e-05, 4.7e-05, 4.2e-05, 3.4e-05, 2.2e-05]}"
1,8,29,2,True,regret,559,2.432973,0.00099961,559,2.432973,0.00005590,0.00000646,0.00004944,0.001,100,"{""BribeProgrammer"": 0.000834, ""ProgrammerObtainsTheCode"": 0.000817, ""HireRobberA"": 0.000293, ""BugInComputerSystem"": 0.000224, ""ExploitBug"": 0.000229, ""HireRobberB"": 0.005315, ""RobberBreaksIntoSystem"": 0.019196, ""UseCodeInProduct"": 0.973094}","{""BribeProgrammer"": [5.5e-05, 5.5e-05, 5.5e-05, 5.5e-05], ""ProgrammerObtainsTheCode"": [5.6e-05, 5.6e-05, 5.6e-05, 5.6e-05], ""HireRobberA"": [5.6e-05, 5.6e-05, 5.6e-05], ""BugInComputerSystem"": [5.6e-05, 5.6e-05, 5.6e-05, 5.6e-05], ""ExploitBug"": [5.6e-05, 5.6e-05, 5.6e-05], ""HireRobberB"": [4.1e-05, 4.1e-05, 4e-05], ""RobberBreaksIntoSystem"": [4.4e-05, 4.2e-05, 3.6e-05], ""UseCodeInProduct"": [5.6e-05, 5.3e-05, 4.7e-05, 3.8e-05, 2.5e-05]}"
2,11,43,1,True,plateau,241000,616.799224,0.00222426,241000,616.799224,0.28319916,0.00000000,0.28319916,0.001,,"{""BreakIntoComputerCentre"": 0.101141, ""Unattended Guest"": 0.117166, ""CorruptSysAdmin"": 0.121771, ""ObtainPasswordFileA"": 0.098035, ""EncounterGuessablePasswordA"": 0.00886, ""LookOverSysAdminShoulderA"": 0.114003, ""TrojanHorseSAAccountA"": 0.109071, ""ObtainPasswordFileB"": 0.098034, ""EncounterGuessablePasswordB"": 0.008856, ""LookOverSysAdminShoulderB"": 0.114001, ""TrojanHorseSAAccountB"": 0.109062}","{""BreakIntoComputerCentre"": [0.282847, 0.232509, 0.170658], ""Unattended Guest"": [0.2832, 0.256894, 0.21499], ""CorruptSysAdmin"": [0.283179, 0.263202, 0.234768], ""ObtainPasswordFileA"": [0.281237, 0.239876, 0.192653, 0.138229], ""EncounterGuessablePasswordA"": [0.907597, 0.89736, 0.880091, 0.848775, 0.799745], ""LookOverSysAdminShoulderA"": [0.283129, 0.250278, 0.205466, 0.151585], ""TrojanHorseSAAccountA"": [0.28298, 0.244612, 0.195409, 0.135585], ""ObtainPasswordFileB"": [0.281257, 0.239893, 0.192667, 0.138239], ""EncounterGuessablePasswordB"": [0.907641, 0.897409, 0.880147, 0.848843, 0.799829], ""LookOverSysAdminShoulderB"": [0.283133, 0.250281, 0.205469, 0.151587], ""TrojanHorseSAAccountB"": [0.283008, 0.244638, 0.195431, 0.135602]}"
2,11,43,2,True,plateau,228500,715.150971,0.00228214,228500,715.150971,0.28319731,-0.00000184,0.28319916,0.001,100,"{""BreakIntoComputerCentre"": 0.101123, ""Unattended Guest"": 0.11719, ""CorruptSysAdmin"": 0.121765, ""ObtainPasswordFileA"": 0.097774, ""EncounterGuessablePasswordA"": 0.009107, ""LookOverSysAdminShoulderA"": 0.114015, ""TrojanHorseSAAccountA"": 0.109065, ""ObtainPasswordFileB"": 0.098086, ""EncounterGuessablePasswordB"": 0.008794, ""LookOverSysAdminShoulderB"": 0.114014, ""TrojanHorseSAAccountB"": 0.109068}","{""BreakIntoComputerCentre"": [0.282905, 0.23256, 0.170699], ""Unattended Guest"": [0.28313, 0.256829, 0.214932], ""CorruptSysAdmin"": [0.283199, 0.263221, 0.234785], ""ObtainPasswordFileA"": [0.281289, 0.239966, 0.192768, 0.138346], ""EncounterGuessablePasswordA"": [0.905166, 0.894691, 0.877034, 0.84506, 0.795116], ""LookOverSysAdminShoulderA"": [0.283091, 0.250242, 0.205435, 0.151561], ""TrojanHorseSAAccountA"": [0.282997, 0.244628, 0.195423, 0.135595], ""ObtainPasswordFileB"": [0.281284, 0.239906, 0.192669, 0.138234], ""EncounterGuessablePasswordB"": [0.90825, 0.898077, 0.880912, 0.849775, 0.800992], ""LookOverSysAdminShoulderB"": [0.283096, 0.250247, 0.205439, 0.151564], ""TrojanHorseSAAccountB"": [0.282989, 0.244621, 0.195417, 0.135591]}"
3,11,11,1,True,regret,1,0.000695,0.00014703,1,0.000695,0.00001927,0.00000000,0.00001927,0.001,,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}","{""Impersonation"": [0.0], ""User_login"": [2.3e-05], ""Password_attack"": [2.2e-05], ""Unauthorized_login"": [2.2e-05], ""Packet_spoofing"": [0.004567], ""Sync_flood"": [0.004567], ""SQL_injection"": [5e-06], ""Insert_malicious_scripts"": [0.005369], ""Capture_packets"": [0.0], ""Analyze_packets"": [3e-06], ""Modify_sensitive_data"": [0.001779]}"
3,11,11,2,True,regret,1,0.006271,0.00000000,1,0.006271,0.00001927,0.00000000,0.00001927,0.001,100,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}","{""Impersonation"": [0.0], ""User_login"": [2.3e-05], ""Password_attack"": [2.2e-05], ""Unauthorized_login"": [2.2e-05], ""Packet_spoofing"": [0.004567], ""Sync_flood"": [0.004567], ""SQL_injection"": [5e-06], ""Insert_malicious_scripts"": [0.005369], ""Capture_packets"": [0.0], ""Analyze_packets"": [3e-06], ""Modify_sensitive_data"": [0.001779]}"
4,12,37,1,True,regret,231899,674.746451,0.00099992,231899,674.746451,0.06197919,0.00000000,0.06197919,0.001,,"{""Guessing"": 0.176521, ""Dictionary"": 0.255042, ""Bruteforce"": 0.113757, ""GenericReconnaissanceA"": 0.210184, ""EmailTrapExecution"": 0.010861, ""PhoneTrapExecution"": 0.009282, ""GenericReconnaissanceB"": 0.001056, ""PayloadCrafting"": 0.004088, ""EmailFileExecution"": 0.004856, ""PhysicalReconnaissance"": 0.002328, ""KeyloggerLocalInstallation"": 0.005771, ""PasswordIntercept"": 0.206254}","{""Guessing"": [0.061982, 0.035837, 0.018245, 0.008192], ""Dictionary"": [0.061941, 0.049869, 0.039048], ""Bruteforce"": [0.061969, 0.036377, 0.018526, 0.009349, 0.004697], ""GenericReconnaissanceA"": [0.061547, 0.054788, 0.045327], ""EmailTrapExecution"": [0.716539, 0.597071, 0.41084], ""PhoneTrapExecution"": [0.719919, 0.572029], ""GenericReconnaissanceB"": [0.060823, 0.060652, 0.060361], ""PayloadCrafting"": [0.062192, 0.060479, 0.057258], ""EmailFileExecution"": [0.067979, 0.065706, 0.060795], ""PhysicalReconnaissance"": [0.061112, 0.060248, 0.058584], ""KeyloggerLocalInstallation"": [0.065229, 0.06129, 0.054933], ""PasswordIntercept"": [0.074165, 0.052443]}"
4,12,37,2,True,regret,235554,1879.788119,0.00099979,235554,1879.788119,0.06198670,0.00000752,0.06197919,0.001,100,"{""Guessing"": 0.176509, ""Dictionary"": 0.255024, ""Bruteforce"": 0.113766, ""GenericReconnaissanceA"": 0.210157, ""EmailTrapExecution"": 0.010856, ""PhoneTrapExecution"": 0.009287, ""GenericReconnaissanceB"": 0.001135, ""PayloadCrafting"": 0.004102, ""EmailFileExecution"": 0.004855, ""PhysicalReconnaissance"": 0.002368, ""KeyloggerLocalInstallation"": 0.005797, ""PasswordIntercept"": 0.206145}","{""Guessing"": [0.061991, 0.035842, 0.018248, 0.008193], ""Dictionary"": [0.061953, 0.049878, 0.039055], ""Bruteforce"": [0.061961, 0.036372, 0.018523, 0.009348, 0.004696], ""GenericReconnaissanceA"": [0.061563, 0.054803, 0.04534], ""EmailTrapExecution"": [0.716635, 0.597184, 0.410953], ""PhoneTrapExecution"": [0.719796, 0.57188], ""GenericReconnaissanceB"": [0.060783, 0.060601, 0.06031], ""PayloadCrafting"": [0.062247, 0.060529, 0.057296], ""EmailFileExecution"": [0.068058, 0.065783, 0.060867], ""PhysicalReconnaissance"": [0.061095, 0.060218, 0.058529], ""KeyloggerLocalInstallation"": [0.065268, 0.061312, 0.054931], ""PasswordIntercept"": [0.07425, 0.052505]}"
