network_id,n_controls,total_Q,rho,batch,runs,exact_runs,exact_iters,max_iters,exact_time_s,exact_time_std,target_obj,stoch_reached,stoch_iters_to_target,stoch_time_to_target_s,extra_iters,extra_time_s,iter_ratio,time_ratio,target_ell
0,13,46,1.0,10,10,10,2000,100000,2.267493,0.008353,0.21331211,10/10,5783.4,5.421799,3783.4,3.154306,2.892,2.391,"{""v0"": 0.000271, ""v1"": 7.6e-05, ""v2"": 0.015962, ""v3"": 0.000859, ""v4"": 0.418923, ""v5"": 3.8e-05, ""v6"": 0.000405, ""v7"": 3.8e-05, ""v8"": 3.8e-05, ""v9"": 9.6e-05, ""v10"": 0.000859, ""v11"": 0.196015, ""v12"": 0.366418}"
1,14,45,1.0,10,10,10,2000,100000,2.707166,0.005947,0.53219959,10/10,2078.5,2.102075,78.5,-0.605091,1.039,0.776,"{""v0"": 0.235469, ""v1"": 0.390009, ""v2"": 0.225813, ""v3"": 0.134689, ""v4"": 0.004277, ""v5"": 0.000344, ""v6"": 0.000804, ""v7"": 0.000511, ""v8"": 0.002004, ""v9"": 0.00021, ""v10"": 0.00324, ""v11"": 0.002507, ""v12"": 8.7e-05, ""v13"": 3.6e-05}"
2,13,31,1.0,10,10,10,2000,100000,2.298988,0.020195,0.58576543,10/10,3530.4,3.825337,1530.4,1.526349,1.765,1.664,"{""v0"": 0.006131, ""v1"": 0.005133, ""v2"": 0.005148, ""v3"": 0.001432, ""v4"": 0.000117, ""v5"": 5.8e-05, ""v6"": 0.18434, ""v7"": 0.190696, ""v8"": 0.458915, ""v9"": 0.145039, ""v10"": 3.8e-05, ""v11"": 0.002069, ""v12"": 0.000883}"
3,12,43,1.0,10,10,10,2000,100000,4.408708,0.055075,0.74339627,10/10,1912.6,0.962358,-87.4,-3.446350,0.956,0.218,"{""v0"": 0.083491, ""v1"": 0.000115, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 4.2e-05, ""v5"": 0.187096, ""v6"": 0.245163, ""v7"": 0.006512, ""v8"": 0.006315, ""v9"": 0.006437, ""v10"": 0.237001, ""v11"": 0.227746}"
4,14,47,1.0,10,10,10,2000,100000,4.429845,0.006780,0.71104705,10/10,2316.3,1.645845,316.3,-2.784000,1.158,0.372,"{""v0"": 0.194977, ""v1"": 0.000354, ""v2"": 4.7e-05, ""v3"": 3.6e-05, ""v4"": 3.6e-05, ""v5"": 0.30341, ""v6"": 0.033006, ""v7"": 0.123827, ""v8"": 0.122716, ""v9"": 3.6e-05, ""v10"": 0.002762, ""v11"": 0.000138, ""v12"": 0.105312, ""v13"": 0.113344}"
5,15,39,1.0,10,10,10,2000,100000,2.144189,0.036138,0.11608451,10/10,1937.6,1.932209,-62.4,-0.211980,0.969,0.901,"{""v0"": 0.000871, ""v1"": 3.3e-05, ""v2"": 3.3e-05, ""v3"": 0.000132, ""v4"": 3.3e-05, ""v5"": 3.3e-05, ""v6"": 3.3e-05, ""v7"": 3.3e-05, ""v8"": 3.3e-05, ""v9"": 0.001134, ""v10"": 0.001197, ""v11"": 9.5e-05, ""v12"": 3.3e-05, ""v13"": 0.760338, ""v14"": 0.235967}"
6,14,46,1.0,10,10,10,2000,100000,2.586440,0.005525,0.44032905,10/10,4411.0,4.403332,2411.0,1.816892,2.205,1.702,"{""v0"": 0.365659, ""v1"": 0.625484, ""v2"": 0.001895, ""v3"": 0.001309, ""v4"": 8.9e-05, ""v5"": 7.8e-05, ""v6"": 0.000148, ""v7"": 0.000416, ""v8"": 0.000335, ""v9"": 3.6e-05, ""v10"": 3.6e-05, ""v11"": 0.000177, ""v12"": 0.000541, ""v13"": 0.003798}"
7,12,31,1.0,10,10,10,2000,100000,1.626025,0.002957,0.24976526,10/10,38545.6,40.722550,36545.6,39.096525,19.273,25.044,"{""v0"": 0.000188, ""v1"": 0.00019, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 0.998101, ""v5"": 6.1e-05, ""v6"": 4.2e-05, ""v7"": 4.2e-05, ""v8"": 4.2e-05, ""v9"": 4.2e-05, ""v10"": 0.000111, ""v11"": 0.001098}"
8,14,49,1.0,10,10,10,2000,100000,3.284274,0.006029,0.46012734,10/10,4800.9,6.225244,2800.9,2.940970,2.400,1.895,"{""v0"": 0.372068, ""v1"": 0.00039, ""v2"": 0.000264, ""v3"": 0.271366, ""v4"": 0.347658, ""v5"": 4.2e-05, ""v6"": 3.6e-05, ""v7"": 0.000136, ""v8"": 4.9e-05, ""v9"": 3.6e-05, ""v10"": 5.3e-05, ""v11"": 0.000242, ""v12"": 0.003334, ""v13"": 0.004328}"
9,10,23,1.0,10,10,10,2000,100000,1.113307,0.002048,0.25487226,10/10,4407.0,2.018933,2407.0,0.905626,2.204,1.813,"{""v0"": 9.7e-05, ""v1"": 0.000384, ""v2"": 5.4e-05, ""v3"": 0.00332, ""v4"": 0.995206, ""v5"": 5e-05, ""v6"": 5e-05, ""v7"": 6.8e-05, ""v8"": 5e-05, ""v9"": 0.00072}"
10,12,38,1.0,10,10,10,2000,100000,3.388595,0.004287,0.81723867,10/10,2919.4,1.119538,919.4,-2.269057,1.460,0.330,"{""v0"": 0.147949, ""v1"": 0.178161, ""v2"": 0.180278, ""v3"": 0.002748, ""v4"": 4.2e-05, ""v5"": 4.2e-05, ""v6"": 0.0042, ""v7"": 4.2e-05, ""v8"": 0.123372, ""v9"": 0.000746, ""v10"": 0.181544, ""v11"": 0.180877}"
11,11,36,1.0,10,10,10,2000,100000,2.681555,0.003464,0.53754354,10/10,2023.7,1.177903,23.7,-1.503653,1.012,0.439,"{""v0"": 0.173078, ""v1"": 0.250617, ""v2"": 0.000201, ""v3"": 4.5e-05, ""v4"": 4.5e-05, ""v5"": 0.00024, ""v6"": 4.5e-05, ""v7"": 4.5e-05, ""v8"": 0.569858, ""v9"": 0.00091, ""v10"": 0.004916}"
12,14,45,1.0,10,10,10,2000,100000,2.473921,0.002298,0.22601409,10/10,9902.4,10.936738,7902.4,8.462817,4.951,4.421,"{""v0"": 0.449254, ""v1"": 0.000108, ""v2"": 3.6e-05, ""v3"": 3.6e-05, ""v4"": 3.6e-05, ""v5"": 3.6e-05, ""v6"": 3.6e-05, ""v7"": 3.7e-05, ""v8"": 3.6e-05, ""v9"": 3.6e-05, ""v10"": 3.6e-05, ""v11"": 0.001226, ""v12"": 0.546402, ""v13"": 0.002688}"
