network_id,t,exact_obj,stoch_mean_obj,stoch_std_obj,stoch_sem_obj,stoch_runs
0,1,0.34728957,0.34728957,0.00000000,0.00000000,10
0,50,0.21687846,0.21910709,0.00105768,0.00033447,10
0,100,0.21493457,0.21677149,0.00064096,0.00020269,10
0,150,0.21440488,0.21586764,0.00039851,0.00012602,10
0,200,0.21411726,0.21534698,0.00020938,0.00006621,10
0,250,0.21397427,0.21501789,0.00016537,0.00005229,10
0,300,0.21385000,0.21480026,0.00012920,0.00004086,10
0,350,0.21379930,0.21463146,0.00010878,0.00003440,10
0,400,0.21373925,0.21451861,0.00009435,0.00002984,10
0,450,0.21368250,0.21441160,0.00009185,0.00002905,10
0,500,0.21364369,0.21433106,0.00009853,0.00003116,10
0,550,0.21361084,0.21426030,0.00009861,0.00003118,10
0,600,0.21357867,0.21420204,0.00009332,0.00002951,10
0,650,0.21355987,0.21414945,0.00007182,0.00002271,10
0,700,0.21353792,0.21410473,0.00006005,0.00001899,10
0,750,0.21351764,0.21406067,0.00004960,0.00001568,10
0,800,0.21350293,0.21402102,0.00004919,0.00001555,10
0,850,0.21348857,0.21398490,0.00004421,0.00001398,10
0,900,0.21347247,0.21395446,0.00004018,0.00001271,10
0,950,0.21345862,0.21392409,0.00003937,0.00001245,10
0,1000,0.21344753,0.21389381,0.00003983,0.00001260,10
0,1050,0.21343582,0.21387300,0.00004475,0.00001415,10
0,1100,0.21342704,0.21384790,0.00004355,0.00001377,10
0,1150,0.21341782,0.21382785,0.00003975,0.00001257,10
0,1200,0.21340698,0.21380730,0.00003847,0.00001217,10
0,1250,0.21339794,0.21379246,0.00003399,0.00001075,10
0,1300,0.21338931,0.21377464,0.00003294,0.00001042,10
0,1350,0.21338267,0.21375816,0.00003055,0.00000966,10
0,1400,0.21337467,0.21374033,0.00002825,0.00000893,10
0,1450,0.21336688,0.21372355,0.00002694,0.00000852,10
0,1500,0.21336224,0.21370889,0.00002759,0.00000872,10
0,1550,0.21335538,0.21369593,0.00002669,0.00000844,10
0,1600,0.21335007,0.21368328,0.00002714,0.00000858,10
0,1650,0.21334494,0.21366985,0.00002601,0.00000823,10
0,1700,0.21333896,0.21366031,0.00002465,0.00000779,10
0,1750,0.21333344,0.21364862,0.00002018,0.00000638,10
0,1800,0.21332945,0.21363680,0.00001937,0.00000613,10
0,1850,0.21332498,0.21362789,0.00001855,0.00000587,10
0,1900,0.21331985,0.21361774,0.00001727,0.00000546,10
0,1950,0.21331523,0.21360759,0.00001543,0.00000488,10
0,2000,0.21331211,0.21359773,0.00001460,0.00000462,10
