network_id,n_controls,total_Q,rho,batch,runs,exact_runs,exact_iters,max_iters,exact_time_s,exact_time_std,target_obj,stoch_reached,stoch_iters_to_target,stoch_time_to_target_s,extra_iters,extra_time_s,iter_ratio,time_ratio,target_ell
0,13,46,5.0,10,10,10,2000,100000,2.390907,0.010740,0.00240507,10/10,10987.4,11.058066,8987.4,8.667159,5.494,4.625,"{""v0"": 0.000489, ""v1"": 8.3e-05, ""v2"": 0.122282, ""v3"": 0.117976, ""v4"": 0.265585, ""v5"": 3.8e-05, ""v6"": 0.000498, ""v7"": 3.8e-05, ""v8"": 3.8e-05, ""v9"": 9.8e-05, ""v10"": 0.000706, ""v11"": 0.253597, ""v12"": 0.23857}"
1,14,45,5.0,10,10,10,2000,100000,3.234095,0.032298,0.09187433,10/10,1510.3,1.666174,-489.7,-1.567921,0.755,0.515,"{""v0"": 0.206365, ""v1"": 0.287328, ""v2"": 0.151409, ""v3"": 0.108923, ""v4"": 0.086711, ""v5"": 0.013111, ""v6"": 0.056515, ""v7"": 0.027225, ""v8"": 0.053622, ""v9"": 0.001488, ""v10"": 0.003401, ""v11"": 0.00338, ""v12"": 0.000486, ""v13"": 3.6e-05}"
2,13,31,5.0,10,10,10,2000,100000,2.442131,0.063098,0.10838337,10/10,1676.1,1.800986,-323.9,-0.641145,0.838,0.737,"{""v0"": 0.042514, ""v1"": 0.020834, ""v2"": 0.037644, ""v3"": 0.025535, ""v4"": 0.000417, ""v5"": 0.000156, ""v6"": 0.156909, ""v7"": 0.168444, ""v8"": 0.351257, ""v9"": 0.166757, ""v10"": 6e-05, ""v11"": 0.015237, ""v12"": 0.014235}"
3,12,43,5.0,10,10,10,2000,100000,4.285510,0.005433,0.26742923,10/10,2228.2,1.132294,228.2,-3.153216,1.114,0.264,"{""v0"": 0.104356, ""v1"": 0.000156, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 4.2e-05, ""v5"": 0.193569, ""v6"": 0.233058, ""v7"": 0.009368, ""v8"": 0.009296, ""v9"": 0.009846, ""v10"": 0.22305, ""v11"": 0.217176}"
4,14,47,5.0,10,10,10,2000,100000,4.284694,0.016377,0.21712519,10/10,1746.1,1.188050,-253.9,-3.096644,0.873,0.277,"{""v0"": 0.213889, ""v1"": 0.003027, ""v2"": 5.4e-05, ""v3"": 3.9e-05, ""v4"": 3.9e-05, ""v5"": 0.284195, ""v6"": 0.070626, ""v7"": 0.111299, ""v8"": 0.08498, ""v9"": 3.6e-05, ""v10"": 0.002645, ""v11"": 0.000138, ""v12"": 0.115593, ""v13"": 0.113439}"
5,15,39,5.0,10,10,10,2000,100000,2.179383,0.017011,0.00175178,10/10,2472.3,2.538963,472.3,0.359580,1.236,1.165,"{""v0"": 0.000317, ""v1"": 3.3e-05, ""v2"": 3.3e-05, ""v3"": 0.000411, ""v4"": 3.3e-05, ""v5"": 3.3e-05, ""v6"": 3.3e-05, ""v7"": 3.3e-05, ""v8"": 3.3e-05, ""v9"": 0.09149, ""v10"": 0.001841, ""v11"": 0.000441, ""v12"": 3.3e-05, ""v13"": 0.501315, ""v14"": 0.403918}"
6,14,46,5.0,10,10,10,2000,100000,2.904581,0.003969,0.04423846,10/10,1683.7,1.762417,-316.3,-1.142163,0.842,0.607,"{""v0"": 0.424394, ""v1"": 0.545066, ""v2"": 0.003667, ""v3"": 0.004777, ""v4"": 0.000423, ""v5"": 0.000285, ""v6"": 0.000679, ""v7"": 0.004089, ""v8"": 0.003248, ""v9"": 3.6e-05, ""v10"": 3.6e-05, ""v11"": 0.000285, ""v12"": 0.006544, ""v13"": 0.006471}"
7,12,31,5.0,10,10,10,2000,100000,1.684254,0.001651,0.00396847,10/10,3713.6,3.753883,1713.6,2.069629,1.857,2.229,"{""v0"": 0.000328, ""v1"": 0.000486, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 0.997268, ""v5"": 0.000115, ""v6"": 8.6e-05, ""v7"": 9.7e-05, ""v8"": 4.2e-05, ""v9"": 4.2e-05, ""v10"": 0.000138, ""v11"": 0.001315}"
8,14,49,5.0,10,10,10,2000,100000,3.439859,0.002168,0.04673743,10/10,3232.2,4.081917,1232.2,0.642059,1.616,1.187,"{""v0"": 0.441803, ""v1"": 0.00152, ""v2"": 0.000845, ""v3"": 0.268014, ""v4"": 0.274574, ""v5"": 9.8e-05, ""v6"": 3.6e-05, ""v7"": 0.001468, ""v8"": 0.000129, ""v9"": 3.6e-05, ""v10"": 0.000227, ""v11"": 0.001287, ""v12"": 0.004353, ""v13"": 0.00561}"
9,10,23,5.0,10,10,10,2000,100000,1.122863,0.001617,0.00450083,10/10,2592.9,1.203943,592.9,0.081080,1.296,1.072,"{""v0"": 0.000256, ""v1"": 0.00137, ""v2"": 0.000103, ""v3"": 0.003182, ""v4"": 0.994253, ""v5"": 5e-05, ""v6"": 5e-05, ""v7"": 7.6e-05, ""v8"": 5e-05, ""v9"": 0.000611}"
10,12,38,5.0,10,10,10,2000,100000,3.332768,0.004328,0.38469095,10/10,2427.9,0.940618,427.9,-2.392149,1.214,0.282,"{""v0"": 0.153022, ""v1"": 0.174504, ""v2"": 0.176465, ""v3"": 0.003562, ""v4"": 4.2e-05, ""v5"": 4.5e-05, ""v6"": 0.004042, ""v7"": 4.2e-05, ""v8"": 0.131332, ""v9"": 0.002808, ""v10"": 0.17763, ""v11"": 0.176506}"
11,11,36,5.0,10,10,10,2000,100000,2.744579,0.002214,0.06230781,10/10,995.6,0.585638,-1004.4,-2.158942,0.498,0.213,"{""v0"": 0.21367, ""v1"": 0.241164, ""v2"": 0.001768, ""v3"": 4.5e-05, ""v4"": 4.5e-05, ""v5"": 0.002064, ""v6"": 4.8e-05, ""v7"": 4.5e-05, ""v8"": 0.53273, ""v9"": 0.002857, ""v10"": 0.005561}"
12,14,45,5.0,10,10,10,2000,100000,2.553954,0.003148,0.00256463,10/10,4742.7,5.467371,2742.7,2.913417,2.371,2.141,"{""v0"": 0.334423, ""v1"": 0.000429, ""v2"": 3.6e-05, ""v3"": 3.6e-05, ""v4"": 3.6e-05, ""v5"": 3.6e-05, ""v6"": 3.6e-05, ""v7"": 3.6e-05, ""v8"": 3.6e-05, ""v9"": 3.6e-05, ""v10"": 3.6e-05, ""v11"": 0.001391, ""v12"": 0.358646, ""v13"": 0.30479}"
13,12,35,5.0,10,10,10,2000,100000,3.004463,0.002669,0.19236383,10/10,2296.1,1.167927,296.1,-1.836536,1.148,0.389,"{""v0"": 0.302973, ""v1"": 0.251984, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 4.2e-05, ""v5"": 9.1e-05, ""v6"": 0.003479, ""v7"": 0.230793, ""v8"": 0.209837, ""v9"": 9.4e-05, ""v10"": 0.000263, ""v11"": 0.00036}"
