network_id,t,exact_obj,stoch_mean_obj,stoch_std_obj,stoch_sem_obj,stoch_runs
0,1,0.01946921,0.01946921,0.00000000,0.00000000,10
0,50,0.00255890,0.00264831,0.00005550,0.00001755,10
0,100,0.00247363,0.00254296,0.00002641,0.00000835,10
0,150,0.00244612,0.00250473,0.00001618,0.00000512,10
0,200,0.00243488,0.00248584,0.00001122,0.00000355,10
0,250,0.00242896,0.00247394,0.00000899,0.00000284,10
0,300,0.00242445,0.00246570,0.00000785,0.00000248,10
0,350,0.00242183,0.00246068,0.00000669,0.00000212,10
0,400,0.00241943,0.00245606,0.00000638,0.00000202,10
0,450,0.00241774,0.00245144,0.00000614,0.00000194,10
0,500,0.00241630,0.00244832,0.00000616,0.00000195,10
0,550,0.00241495,0.00244569,0.00000619,0.00000196,10
0,600,0.00241392,0.00244355,0.00000607,0.00000192,10
0,650,0.00241313,0.00244200,0.00000609,0.00000193,10
0,700,0.00241229,0.00244066,0.00000647,0.00000205,10
0,750,0.00241163,0.00243911,0.00000654,0.00000207,10
0,800,0.00241116,0.00243789,0.00000665,0.00000210,10
0,850,0.00241069,0.00243695,0.00000645,0.00000204,10
0,900,0.00241026,0.00243596,0.00000651,0.00000206,10
0,950,0.00240981,0.00243512,0.00000653,0.00000206,10
0,1000,0.00240934,0.00243403,0.00000651,0.00000206,10
0,1050,0.00240903,0.00243308,0.00000628,0.00000199,10
0,1100,0.00240875,0.00243225,0.00000606,0.00000192,10
0,1150,0.00240842,0.00243121,0.00000588,0.00000186,10
0,1200,0.00240823,0.00243079,0.00000599,0.00000189,10
0,1250,0.00240799,0.00243016,0.00000594,0.00000188,10
0,1300,0.00240765,0.00242974,0.00000597,0.00000189,10
0,1350,0.00240745,0.00242920,0.00000588,0.00000186,10
0,1400,0.00240714,0.00242854,0.00000568,0.00000180,10
0,1450,0.00240694,0.00242793,0.00000575,0.00000182,10
0,1500,0.00240668,0.00242729,0.00000572,0.00000181,10
0,1550,0.00240654,0.00242684,0.00000563,0.00000178,10
0,1600,0.00240636,0.00242643,0.00000538,0.00000170,10
0,1650,0.00240616,0.00242585,0.00000525,0.00000166,10
0,1700,0.00240604,0.00242549,0.00000515,0.00000163,10
0,1750,0.00240577,0.00242500,0.00000511,0.00000162,10
0,1800,0.00240570,0.00242453,0.00000509,0.00000161,10
0,1850,0.00240552,0.00242413,0.00000498,0.00000157,10
0,1900,0.00240544,0.00242376,0.00000490,0.00000155,10
0,1950,0.00240526,0.00242344,0.00000487,0.00000154,10
0,2000,0.00240507,0.00242309,0.00000475,0.00000150,10
0,2050,,0.00242280,0.00000474,0.00000150,10
0,2100,,0.00242245,0.00000457,0.00000145,10
0,2150,,0.00242209,0.00000449,0.00000142,10
0,2200,,0.00242180,0.00000443,0.00000140,10
0,2250,,0.00242138,0.00000435,0.00000138,10
0,2300,,0.00242114,0.00000432,0.00000137,10
0,2350,,0.00242085,0.00000428,0.00000135,10
0,2400,,0.00242058,0.00000416,0.00000132,10
0,2450,,0.00242036,0.00000405,0.00000128,10
0,2500,,0.00242009,0.00000400,0.00000126,10
0,2550,,0.00241990,0.00000400,0.00000126,10
0,2600,,0.00241969,0.00000403,0.00000127,10
0,2650,,0.00241947,0.00000390,0.00000123,10
0,2700,,0.00241923,0.00000386,0.00000122,10
0,2750,,0.00241901,0.00000377,0.00000119,10
0,2800,,0.00241875,0.00000371,0.00000117,10
0,2850,,0.00241854,0.00000369,0.00000117,10
0,2900,,0.00241835,0.00000368,0.00000116,10
0,2950,,0.00241817,0.00000364,0.00000115,10
0,3000,,0.00241797,0.00000364,0.00000115,10
0,3050,,0.00241781,0.00000362,0.00000114,10
0,3100,,0.00241758,0.00000360,0.00000114,10
0,3150,,0.00241739,0.00000352,0.00000111,10
0,3200,,0.00241720,0.00000349,0.00000110,10
0,3250,,0.00241696,0.00000342,0.00000108,10
0,3300,,0.00241677,0.00000335,0.00000106,10
0,3350,,0.00241659,0.00000332,0.00000105,10
0,3400,,0.00241645,0.00000329,0.00000104,10
0,3450,,0.00241628,0.00000322,0.00000102,10
0,3500,,0.00241614,0.00000312,0.00000099,10
0,3550,,0.00241599,0.00000311,0.00000098,10
0,3600,,0.00241580,0.00000309,0.00000098,10
0,3650,,0.00241563,0.00000311,0.00000098,10
0,3700,,0.00241544,0.00000306,0.00000097,10
0,3750,,0.00241530,0.00000305,0.00000097,10
0,3800,,0.00241513,0.00000306,0.00000097,10
0,3850,,0.00241496,0.00000307,0.00000097,10
0,3900,,0.00241480,0.00000302,0.00000096,10
0,3950,,0.00241469,0.00000303,0.00000096,10
0,4000,,0.00241459,0.00000299,0.00000095,10
0,4050,,0.00241442,0.00000300,0.00000095,10
0,4100,,0.00241430,0.00000298,0.00000094,10
0,4150,,0.00241418,0.00000300,0.00000095,10
0,4200,,0.00241405,0.00000296,0.00000094,10
0,4250,,0.00241389,0.00000291,0.00000092,10
0,4300,,0.00241374,0.00000285,0.00000090,10
0,4350,,0.00241361,0.00000279,0.00000088,10
0,4400,,0.00241349,0.00000282,0.00000089,10
0,4450,,0.00241337,0.00000282,0.00000089,10
0,4500,,0.00241327,0.00000277,0.00000088,10
0,4550,,0.00241314,0.00000273,0.00000086,10
0,4600,,0.00241302,0.00000273,0.00000086,10
0,4650,,0.00241291,0.00000273,0.00000086,10
0,4700,,0.00241277,0.00000268,0.00000085,10
0,4750,,0.00241268,0.00000264,0.00000083,10
0,4800,,0.00241259,0.00000261,0.00000083,10
0,4850,,0.00241248,0.00000259,0.00000082,10
0,4900,,0.00241238,0.00000257,0.00000081,10
0,4950,,0.00241229,0.00000257,0.00000081,10
0,5000,,0.00241219,0.00000256,0.00000081,10
0,5050,,0.00241209,0.00000253,0.00000080,10
0,5100,,0.00241202,0.00000250,0.00000079,10
0,5150,,0.00241192,0.00000247,0.00000078,10
0,5200,,0.00241183,0.00000243,0.00000077,10
0,5250,,0.00241172,0.00000240,0.00000076,10
0,5300,,0.00241163,0.00000239,0.00000075,10
0,5350,,0.00241153,0.00000236,0.00000075,10
0,5400,,0.00241144,0.00000236,0.00000075,10
0,5450,,0.00241136,0.00000236,0.00000075,10
