network_id,n_controls,total_Q,rho,batch,runs,exact_runs,exact_iters,max_iters,exact_time_s,exact_time_std,target_obj,stoch_reached,stoch_iters_to_target,stoch_time_to_target_s,extra_iters,extra_time_s,iter_ratio,time_ratio,target_ell
10,12,38,5.0,100,10,10,2000,100000,3.369819,0.005087,0.38469095,10/10,2236.0,4.843488,236.0,1.473669,1.118,1.437,"{""v0"": 0.153022, ""v1"": 0.174504, ""v2"": 0.176465, ""v3"": 0.003562, ""v4"": 4.2e-05, ""v5"": 4.5e-05, ""v6"": 0.004042, ""v7"": 4.2e-05, ""v8"": 0.131332, ""v9"": 0.002808, ""v10"": 0.17763, ""v11"": 0.176506}"
11,11,36,5.0,100,10,10,2000,100000,2.777345,0.004681,0.06230781,10/10,1336.4,5.342047,-663.6,2.564702,0.668,1.923,"{""v0"": 0.21367, ""v1"": 0.241164, ""v2"": 0.001768, ""v3"": 4.5e-05, ""v4"": 4.5e-05, ""v5"": 0.002064, ""v6"": 4.8e-05, ""v7"": 4.5e-05, ""v8"": 0.53273, ""v9"": 0.002857, ""v10"": 0.005561}"
12,14,45,5.0,100,10,10,2000,100000,2.575289,0.002703,0.00256463,10/10,2113.4,16.547410,113.4,13.972121,1.057,6.425,"{""v0"": 0.334423, ""v1"": 0.000429, ""v2"": 3.6e-05, ""v3"": 3.6e-05, ""v4"": 3.6e-05, ""v5"": 3.6e-05, ""v6"": 3.6e-05, ""v7"": 3.6e-05, ""v8"": 3.6e-05, ""v9"": 3.6e-05, ""v10"": 3.6e-05, ""v11"": 0.001391, ""v12"": 0.358646, ""v13"": 0.30479}"
13,12,35,5.0,100,10,10,2000,100000,3.071041,0.006874,0.19236383,10/10,1987.9,6.832899,-12.1,3.761859,0.994,2.225,"{""v0"": 0.302973, ""v1"": 0.251984, ""v2"": 4.2e-05, ""v3"": 4.2e-05, ""v4"": 4.2e-05, ""v5"": 9.1e-05, ""v6"": 0.003479, ""v7"": 0.230793, ""v8"": 0.209837, ""v9"": 9.4e-05, ""v10"": 0.000263, ""v11"": 0.00036}"
14,14,34,5.0,100,10,10,2000,100000,1.977101,0.028859,0.00256327,10/10,2212.9,16.444014,212.9,14.466913,1.106,8.317,"{""v0"": 0.022018, ""v1"": 0.000501, ""v2"": 3.6e-05, ""v3"": 0.002751, ""v4"": 3.6e-05, ""v5"": 3.6e-05, ""v6"": 0.000419, ""v7"": 3.6e-05, ""v8"": 3.6e-05, ""v9"": 3.6e-05, ""v10"": 0.000144, ""v11"": 0.414085, ""v12"": 0.229753, ""v13"": 0.330115}"
15,14,45,5.0,100,10,10,2000,100000,2.467378,0.027828,0.00416415,10/10,22796.2,124.322938,20796.2,121.855561,11.398,50.387,"{""v0"": 0.489716, ""v1"": 0.001441, ""v2"": 0.000792, ""v3"": 0.506778, ""v4"": 0.00053, ""v5"": 3.6e-05, ""v6"": 3.6e-05, ""v7"": 3.6e-05, ""v8"": 0.000153, ""v9"": 3.6e-05, ""v10"": 7e-05, ""v11"": 8.8e-05, ""v12"": 3.6e-05, ""v13"": 0.000254}"
16,10,27,5.0,100,10,10,2000,100000,2.123815,0.007296,0.03979748,10/10,947.3,4.490516,-1052.7,2.366701,0.474,2.114,"{""v0"": 0.0114, ""v1"": 0.000384, ""v2"": 0.017891, ""v3"": 0.004781, ""v4"": 0.003192, ""v5"": 5e-05, ""v6"": 0.547501, ""v7"": 0.286697, ""v8"": 0.058819, ""v9"": 0.069284}"
17,12,37,5.0,100,10,10,2000,100000,2.982866,0.010285,0.06229028,10/10,1994.7,11.583497,-5.3,8.600631,0.997,3.883,"{""v0"": 0.002251, ""v1"": 0.000162, ""v2"": 0.000528, ""v3"": 0.000162, ""v4"": 0.531098, ""v5"": 0.00039, ""v6"": 4.2e-05, ""v7"": 4.2e-05, ""v8"": 4.2e-05, ""v9"": 0.003991, ""v10"": 0.343599, ""v11"": 0.117695}"
18,10,20,5.0,100,10,10,2000,100000,1.737745,0.012940,0.42153126,10/10,1825.2,2.928121,-174.8,1.190377,0.913,1.685,"{""v0"": 0.141272, ""v1"": 0.136398, ""v2"": 0.007838, ""v3"": 0.001009, ""v4"": 0.000141, ""v5"": 0.108969, ""v6"": 0.155389, ""v7"": 0.15189, ""v8"": 0.148496, ""v9"": 0.148597}"
19,10,32,5.0,100,10,10,2000,100000,1.621405,0.003673,0.00166756,10/10,3946.1,20.376237,1946.1,18.754832,1.973,12.567,"{""v0"": 0.003137, ""v1"": 0.001272, ""v2"": 0.001209, ""v3"": 0.002622, ""v4"": 0.003314, ""v5"": 0.000248, ""v6"": 0.000382, ""v7"": 0.000332, ""v8"": 0.000373, ""v9"": 0.987111}"
